Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Rpt-obj_Art-rppt_fra,Proj-desc_eng,Proj-desc_fra,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","iPSS Inc, Ottawa, Ontario","iPSS Inc, Ottawa, Ontario",0,846741
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Lumina IT Inc, Ottawa, Ontario","Lumina IT Inc, Ottawa, Ontario",0,515632
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Maplesoft Group, Ottawa, Ontario","Groupe Maplesoft, Ottawa, Ontario",0,1252223
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Microsoft Canada Inc, Mississauga, Ontario","Microsoft Canada Inc, Mississauga, Ontario",0,2610324
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","NewFound Recruiting Corporation, Ottawa, Ontario","NewFound Recruiting Corporation, Ottawa, Ontario",0,180865
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Procom, Ottawa, Ontario","Procom, Ottawa, Ontario",0,369401
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Risk Sciences International, Ottawa, Ontario","Risk Sciences International, Ottawa, Ontario",0,157125
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","SEASI Consulting Inc, Ottawa, Ontario","SEASI Consulting Inc, Ottawa, Ontario",0,161840
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Service payments under $100,000 (34 payees)","Paiements de service inférieurs à 100 000 $ (34 bénéficiaires)",0,624425
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Shared Services Canada, Ottawa, Ontario","Services partagés Canada, Ottawa, Ontario",0,2782451
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Systemscope Inc, Ottawa, Ontario","Systemscope Inc, Ottawa, Ontario",0,294904
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques","Treasury Board Secretariat, Ottawa, Ontario","Secrétariat du Conseil du Trésor, Ottawa, Ontario",0,181306
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",047,"Informatics Services","Services informatiques",,,20520420,0
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",048,"Management Consulting","Services de conseillers en gestion","Excel Human Resources, Ottawa, Ontario","Excel Human Resources, Ottawa, Ontario",0,122658
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",048,"Management Consulting","Services de conseillers en gestion","Serecon Inc, Edmonton, Alberta","Serecon Inc, Edmonton, Alberta",0,244529
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",048,"Management Consulting","Services de conseillers en gestion","Service payments under $100,000 (20 payees)","Paiements de service inférieurs à 100 000 $ (20 bénéficiaires)",0,534044
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",048,"Management Consulting","Services de conseillers en gestion",,,901231,0
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux","Canadian Global Food Animal Residue Avoidance Databank, Fergus, Ontario","Global Food Animal Residue Avoidance Databank canadien, Fergus, Ontario",0,150000
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux","North American Plant Protection Organization (NAPPO), Ottawa, Ontario","North American Plant Protection Organization (NAPPO), Ottawa, Ontario",0,323452
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux","Office International des Épizooties, Paris, France","Office International des Épizooties, Paris, France",0,431563
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux","Service payments under $100,000 (692 payees)","Paiements de service inférieurs à 100 000 $ (692 bénéficiaires)",0,1323440
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux","University of Saskatchewan, Saskatoon, Saskatchewan","University of Saskatchewan, Saskatoon, Saskatchewan",0,200000
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",082,"Special Fees and Services","Frais et services spéciaux",,,2428455,0
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",086,"Temporary Help Services","Services d'aide temporaire","Excel Human Resources, Ottawa, Ontario","Excel Human Resources, Ottawa, Ontario",0,130769
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",086,"Temporary Help Services","Services d'aide temporaire","MGIS Inc, Ottawa, Ontario","MGIS Inc, Ottawa, Ontario",0,117865
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",086,"Temporary Help Services","Services d'aide temporaire","Service payments under $100,000 (8 payees)","Paiements de service inférieurs à 100 000 $ (8 bénéficiaires)",0,108971
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",086,"Temporary Help Services","Services d'aide temporaire",,,357605,0
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",087,"Interpretation and Translation Services","Services d'interprétation et de traduction","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,1025522
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",087,"Interpretation and Translation Services","Services d'interprétation et de traduction","Fox Translations Ltd, Ottawa, Ontario","Fox Translations ltée, Ottawa, Ontario",0,364957
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",087,"Interpretation and Translation Services","Services d'interprétation et de traduction","Nations Translation Group Inc, Ottawa, Ontario","Groupe de Traduction des Nations Inc, Ottawa, Ontario",0,409485
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",087,"Interpretation and Translation Services","Services d'interprétation et de traduction","Service payments under $100,000 (32 payees)","Paiements de service inférieurs à 100 000 $ (32 bénéficiaires)",0,366683
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",087,"Interpretation and Translation Services","Services d'interprétation et de traduction",,,2166647,0
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Alpha Security Services, Kitchener, Ontario","Alpha Security Services, Kitchener, Ontario",0,371166
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Alsco Canada Corporation, Montréal, Quebec","Alsco Canada Corporation, Montréal, Québec",0,495718
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Black & McDonald Ltd, Toronto, Ontario","Black & McDonald ltée, Toronto, Ontario",0,1019190
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Cintas Canada Ltd, Mississauga, Ontario","Cintas Canada Ltd, Mississauga, Ontario",0,321092
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec",0,5626344
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Government of Alberta, Edmonton, Alberta","Government of Alberta, Edmonton, Alberta",0,375400
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Government of Prince Edward Island, Charlottetown, Prince Edward Island","Gouvernement de l'Île-du-Prince-Édouard, Charlottetown, Île-du-Prince-Édouard",0,437974
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Little Farms, Metcalfe, Ontario","Little Farms, Metcalfe, Ontario",0,402463
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Ministry of Agriculture and Food, Victoria, British Columbia","Ministry of Agriculture and Food, Victoria, Colombie-Britannique",0,220279
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","QM Environmental, Burlington, Ontario","QM Environmental, Burlington, Ontario",0,129316
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Rideau Recognition Solutions Inc, Montréal, Quebec","Rideau Recognition Solutions Inc, Montréal, Québec",0,270868
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Service payments under $100,000 (640 payees)","Paiements de service inférieurs à 100 000 $ (640 bénéficiaires)",0,3180569
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","United States Department of Agriculture, Orient, New York","United States Department of Agriculture, Orient, New York",0,623283
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","Université de Montréal, Montréal, Quebec","Université de Montréal, Montréal, Québec",0,120402
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services","V42 Management Consulting Inc, Russell, Ontario","V42 Management Consulting Inc, Russell, Ontario",0,103988
2022/2023,11,Health,Santé,136,"Canadian Food Inspection Agency","Agence canadienne d'inspection des aliments",089,"Other Services","Autres services",,,13698052,0
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Brothers Construction Company, Winnipeg, Manitoba","Brothers Construction Company, Winnipeg, Manitoba",0,135230
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Department of Health, Ottawa, Ontario","Ministère de la Santé, Ottawa, Ontario",0,19060866
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services governementaux, Gatineau, Québec",0,24952906
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Federal Express Canada Ltd, Toronto, Ontario","Federal Express Canada Ltd, Toronto, Ontario",0,17649736
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Fluid Energy Group Ltd, Calgary, Alberta","Fluid Energy Group Ltd, Calgary, Alberta",0,7422983
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Government of Nunavut, Iqaluit, Nunavut","Gouvernement du Nunavut, Iqaluit, Nunavut",0,199053
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Groupe Robert Inc, Rougemont, Quebec","Groupe Robert Inc, Rougemont, Québec",0,866319
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Metro Supply Chain Inc, Montréal, Quebec","Metro Supply Chain Inc, Montréal, Québec",0,62369536
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","MNP LLP, Ottawa, Ontario","MNP s r l, Ottawa, Ontario",0,213101
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Raymond Chabot Grant Thornton Consulting Inc, Ottawa, Ontario","Raymond Chabot Grant Thornton Conseil Inc, Ottawa, Ontario",0,377266
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Service payments under $100,000 (115 payees)","Paiements de service inférieurs à 100 000 $ (115 bénéficiaires)",0,1147446
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Sheraton Montréal Airport Hotel, Dorval, Quebec","Sheraton Montréal Airport Hotel, Dorval, Québec",0,1130375
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Spearhead Management Canada Ltd, Ottawa, Ontario","Spearhead Management Canada Ltd, Ottawa, Ontario",0,135248
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Statistics Canada, Ottawa, Ontario","Statistique Canada, Ottawa, Ontario",0,3435730
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Titan Building Maintenance Ltd, Winnipeg, Manitoba","Titan Building Maintenance Ltd, Winnipeg, Manitoba",0,660001
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Urban Valley Transport Ltd, Mission, British Columbia","Urban Valley Transport Ltd, Mission, Colombie-Britannique",0,2375459
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Winmar (Canada) International Ltd, London, Ontario","Winmar (Canada) International Ltd, London, Ontario",0,1075594
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux","Yukon Hospital Corporation, Whitehorse, Yukon","Régie des hôpitaux du Yukon, Whitehorse, Yukon",0,126301
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",040,"Business Services","Services commerciaux",,,143333150,0
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",041,"Legal Services","Services juridiques","Department of Justice, Ottawa, Ontario","Ministère de la Justice, Ottawa, Ontario",0,5429523
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",041,"Legal Services","Services juridiques","Noticia LLP, Ottawa, Ontario","Noticia LLP, Ottawa, Ontario",0,1280280
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",041,"Legal Services","Services juridiques","Public Prosecution Service of Canada, Ottawa, Ontario","Service des poursuites pénales du Canada, Ottawa, Ontario",0,2281444
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",041,"Legal Services","Services juridiques","Service payments under $100,000 (4 payees)","Paiements de service inférieurs à 100 000 $ (4 bénéficiaires)",0,106890
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",041,"Legal Services","Services juridiques",,,9098137,0
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",042,"Engineering and Architectural Services","Services techniques et d'architecture","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services governementaux, Gatineau, Québec",0,296258
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",042,"Engineering and Architectural Services","Services techniques et d'architecture","Service payments under $100,000 (2 payees)","Paiements de service inférieurs à 100 000 $ (2 bénéficiaires)",0,12475
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",042,"Engineering and Architectural Services","Services techniques et d'architecture",,,308733,0
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Alberta Health Services, Edmonton, Alberta","Alberta Health Services, Edmonton, Alberta",0,164588
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Autism Speaks Canada, North York, Ontario","Autism Speaks Canada, North York, Ontario",0,103859
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Better Outcomes Registry and Network, Ottawa, Ontario","Registre et réseau des bons résultats dès la naissance, Ottawa, Ontario",0,128422
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","C17 Council, Edmonton, Alberta","C17 Council, Edmonton, Alberta",0,185722
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Canadian Institute for Health Information, Toronto, Ontario","Institut canadien d'information sur la santé, Toronto, Ontario",0,142974
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Canadian Paediatric Society, Ottawa, Ontario","Société canadienne de pédiatrie, Ottawa, Ontario",0,2854080
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Dalhousie University, Halifax, Nova Scotia","Dalhousie University, Halifax, Nouvelle-Écosse",0,936262
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Department of Health, Ottawa, Ontario","Ministère de la Santé, Ottawa, Ontario",0,576863
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of British Columbia, Victoria, British Columbia","Gouvernement de la Colombie-Britannique, Victoria, Colombie-Britannique",0,588841
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of Manitoba, Winnipeg, Manitoba","Gouvernement du Manitoba, Winnipeg, Manitoba",0,354276
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of New Brunswick, Fredericton, New Brunswick","Gouvernement du Nouveau-Brunswick, Fredericton, Nouveau-Brunswick",0,169784
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of Nova Scotia, Halifax, Nova Scotia","Gouvernement de la Nouvelle-Écosse, Halifax, Nouvelle-Écosse",0,307432
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of Nunavut, Iqaluit, Nunavut","Gouvernement du Nunavut, Iqaluit, Nunavut",0,232540
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of Prince Edward Island, Charlottetown, Prince Edward Island","Gouvernement de l'Île-du-Prince-Édouard, Charlottetown, Île-du-Prince-Édouard",0,276948
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of Saskatchewan, Regina, Saskatchewan","Gouvernement de la Saskatchewan, Regina, Saskatchewan",0,212089
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Government of the Northwest Territories, Yellowknife, Northwest Territories","Gouvernement des Territoires du Nord-Ouest, Yellowknife, Territoires du Nord-Ouest",0,365954
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Hamilton Health Sciences Corporation, Hamilton, Ontario","Hamilton Health Sciences Corporation, Hamilton, Ontario",0,159450
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Institut national de santé publique du Québec, Québec, Quebec","Institut national de santé publique du Québec, Québec, Québec",0,320541
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Institute for Clinical Evaluative Sciences, Toronto, Ontario","Institut de recherche en services de santé, Toronto, Ontario",0,425884
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","McGill University Health Centre, Montréal, Quebec","Centre universitaire de santé McGill, Montréal, Québec",0,146730
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","McMaster University, Hamilton, Ontario","McMaster University, Hamilton, Ontario",0,826052
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Mikata Health Inc, Calgary, Alberta","Mikata Health Inc, Calgary, Alberta",0,163972
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","National Research Council of Canada, Ottawa, Ontario","Conseil national de recherches du Canada, Ottawa, Ontario",0,148613
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Newfoundland and Labrador Centre for Health Information, St John's, Newfoundland and Labrador","Centre d'information sur la santé de Terre-Neuve-et-Labrador, St John's, Terre-Neuve-et-Labrador",0,207883
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Ontario Agency for Health Protection and Promotion, Toronto, Ontario","Agence ontarienne de protection et de promotion de la santé, Toronto, Ontario",0,310201
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Ottawa Hospital Research Institute, Ottawa, Ontario","Institut de recherche de l'Hôpital d'Ottawa, Ottawa, Ontario",0,243033
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Providence Health Care Society, Vancouver, British Columbia","Providence Health Care Society, Vancouver, Colombie-Britannique",0,150000
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Provincial Health Services Authority, Burnaby, British Columbia","Provincial Health Services Authority, Burnaby, Colombie-Britannique",0,142093
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Queen's University, Kingston, Ontario","Queen's University, Kingston, Ontario",0,694636
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Research Institute of the McGill University Health Centre, Montréal, Quebec","Institut de recherche du Centre universitaire de santé McGill, Montréal, Québec",0,281541
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Saskatchewan Health Authority, Saskatoon, Saskatchewan","Saskatchewan Health Authority, Saskatoon, Saskatchewan",0,124701
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Service payments under $100,000 (60 payees)","Paiements de service inférieurs à 100 000 $ (60 bénéficiaires)",0,2312557
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Sinai Health System, Toronto, Ontario","Sinai Health System, Toronto, Ontario",0,142596
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Statistics Canada, Ottawa, Ontario","Statistique Canada, Ottawa, Ontario",0,3899475
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Timiskaming Health Unit, New Liskeard, Ontario","Services de santé du Timiskaming, New Liskeard, Ontario",0,100000
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","Unity Health Toronto, Toronto, Ontario","Unity Health Toronto, Toronto, Ontario",0,370403
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Alberta, Edmonton, Alberta","University of Alberta, Edmonton, Alberta",0,151071
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Calgary, Calgary, Alberta","University of Calgary, Calgary, Alberta",0,176051
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Manitoba, Winnipeg, Manitoba","Université du Manitoba, Winnipeg, Manitoba",0,382201
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche","University of Ottawa, Ottawa, Ontario","Université d'Ottawa, Ottawa, Ontario",0,1077270
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",043,"Scientific and Research Services","Services scientifiques et de recherche",,,20557588,0
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",044,"Training and Educational Services","Services d'enseignement et de formation","Canadian Public Health Association, Ottawa, Ontario","Association canadienne de santé publique, Ottawa, Ontario",0,105090
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",044,"Training and Educational Services","Services d'enseignement et de formation","Caron Vocational and Linguistic Training Center Ltd, Ottawa, Ontario","Centre de formation professionnelle et linguistique Caron ltée, Ottawa, Ontario",0,116481
2022/2023,11,Health,Santé,148,"Public Health Agency of Canada","Agence de la santé publique du Canada",044,"Training and Educational Services","Services d'enseignement et de formation","Department of Health, Ottawa, Ontario","Ministère de la Santé, Ottawa, Ontario",0,626777
