Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Rpt-obj_Art-rppt,Rpt-obj_Art-rppt_eng,Rpt-obj_Art-rppt_fra,Proj-desc_eng,Proj-desc_fra,Xpnd-current-yr_Dep-ex-courant,Aggregate-payments_Versements-totalisant
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Robertson Martin Architects Inc, Ottawa, Ontario","Robertson Martin Architects Inc, Ottawa, Ontario",0,163663
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Rolling Tides Construction Inc, Shawnigan Lake, British Columbia","Rolling Tides Construction Inc, Shawnigan Lake, Colombie-Britannique",0,414427
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Root9B Canada Inc, Toronto, Ontario","Root9B Canada Inc, Toronto, Ontario",0,124325
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Royal Canadian Mounted Police, Ottawa, Ontario","Gendarmerie royale du Canada, Ottawa, Ontario",0,457754
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Royal Ottawa Health Care Group, Ottawa, Ontario","Royal Ottawa Health Care Group, Ottawa, Ontario",0,637002
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","RAND Corporation, Santa Monica, California","RAND Corporation, Santa Monica, Californie",0,293854
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","REDspace Inc, Bedford, Nova Scotia","REDspace Inc, Bedford, Nouvelle-Écosse",0,194050
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","S.i. Systems Ltd, Calgary, Alberta","S. i. Systems ltée, Calgary, Alberta",0,1338293
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Saab Group, Ottawa, Ontario","Saab Group, Ottawa, Ontario",0,115369
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Safrane Construction Ltd, RM of Sherwood, Saskachewan","Safrane Construction Ltd, RM of Sherwood, Saskachewan",0,109298
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Salience Analytics Inc, Vancouver, British Columbia","Salience Analytics Inc, Vancouver, Colombie-Britannique",0,227881
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Sanexen Environmental Services Inc, Brossard, Quebec","Sanexen Services Environnementaux Inc, Brossard, Québec",0,13394995
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Sapper Labs Inc, Ottawa, Ontario","Sapper Labs Inc, Ottawa, Ontario",0,1983334
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Saskcon Repair Services Ltd, Saskatoon, Saskatchewan","Saskcon Repair Services Ltd, Saskatoon, Saskatchewan",0,242942
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Sb Technolgies Inc, Sherbrooke, Quebec","Sb Technolgies Inc, Sherbrooke, Québec",0,199985
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Schouten Excavating Inc, Jv Watford, Ontario","Schouten Excavating Inc, Jv Watford, Ontario",0,314957
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Science and Technology Organisation - Centre for Maritime Research and Experimentation, La Spezia, Italy","Science and Technology Organisation - Centre for Maritime Research and Experimentation, La Spezia, Italie",0,196013
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Seafirst Construction Corp, Burnaby, British Columbia","Seafirst Construction Corp, Burnaby, Colombie-Britannique",0,108647
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Seaspan Marine Corporation, North Vancouver, British Columbia","Seaspan Marine Corporation, North Vancouver, Colombie-Britannique",0,29407127
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Secure Energy Services Inc, Calgary, Alberta","Secure Energy Services Inc, Calgary, Alberta",0,486942
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Select Global International, Laval, Quebec","Select Global International, Laval, Québec",0,153890
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Serco Facilities Management Inc, Happy Valley-Goose Bay, Newfoundland and Labrador","Serco Facilities Management Inc, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",0,373438
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Service payments under $100,000 (869 payees)","Paiements de service inférieurs à 100 000 $ (869 bénéficiaires)",0,2518187
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Shared Services Canada, Ottawa, Ontario","Services partagés Canada, Ottawa, Ontario",0,1778525
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Sierra Systems Group Inc, Vancouver, British Columbia","Sierra Systems Group Inc, Vancouver, Colombie-Britannique",0,342646
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Simulinc Pty Ltd, Port Macquarie, Australia","Simulinc Pty Ltd, Port Macquarie, Australie",0,110206
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Single Quantum Systems Inc, Waterloo, Ontario","Single Quantum Systems Inc, Waterloo, Ontario",0,199990
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SmartCone Technologies Inc, Ottawa, Ontario","SmartCone Technologies Inc, Ottawa, Ontario",0,190940
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Smilin Cowboy Vac Services Ltd, Rocky Mountain House, Alberta","Smilin Cowboy Vac Services Ltd, Rocky Mountain House, Alberta",0,407297
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Solana Networks Inc, Ottawa, Ontario","Solana Networks Inc, Ottawa, Ontario",0,331108
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Southwest Research Institute, San Antonio, Texas","Southwest Research Institute, San Antonio, Texas",0,8436112
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Spectral Sciences Inc, Burlington, Massachusetts","Spectral Sciences Inc, Burlington, Massachusetts",0,135717
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","St-Gelais Montminy & Associés Architectes, Québec, Quebec","St-Gelais Montminy & Associés Architectes, Québec, Québec",0,226246
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Stag Construction Solutions Ltd, Calgary, Alberta","Stag Construction Solutions Ltd, Calgary, Alberta",0,250046
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Stantec Consulting Ltd, Edmonton, Alberta","Stantec Experts-Conseils ltée, Edmonton, Alberta",0,6677258
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Stiff Sentences Inc, Ottawa, Ontario","Stiff Sentences Inc, Ottawa, Ontario",0,192455
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Sun Life Assurance Company of Canada, Waterloo, Ontario","Sun Life du Canada compagnie d'assurance-vie, Waterloo, Ontario",0,261858
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Systèmes Humains-Machines Inc, Saint-Boniface, Quebec","Systèmes Humains-Machines Inc, Saint-Boniface, Québec",0,153270
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SAP Canada Inc, Toronto, Ontario","SAP Canada Inc, Toronto, Ontario",0,850859
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SCG Industries Limited, Saint John, New Brunswick","SCG Industries Limited, Saint John, Nouveau-Brunswick",0,156225
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SLR Consulting Ltd, Vancouver, British Columbia","SLR Consulting Ltd, Vancouver, Colombie-Britannique",0,1047904
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SNC-Lavalin Inc, Montréal, Quebec","SNC-Lavalin Inc, Montréal, Québec",0,11785915
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","SRC Inc, North Syracuse, New York","Src Inc, North Syracuse, New York",0,411351
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tacteris Systems Inc, Calgary, Alberta","Tacteris Systems Inc, Calgary, Alberta",0,316114
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tecosol Inc, Thetford Mines, Quebec","Tecosol Inc, Thetford Mines, Québec",0,452598
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Terra Sense Analytics Ltd, Kelowna, British Columbia","Terra Sense Analytics Ltd, Kelowna, Colombie-Britannique",0,399750
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tetra Tech Canada Inc, Edmonton, Alberta","Tetra Tech Canada Inc, Edmonton, Alberta",0,628887
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Texavie Technologies Inc, Vancouver, British Columbia","Texavie Technologies Inc, Vancouver, Colombie-Britannique",0,528580
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Textron Systems Canada Inc, Ottawa, Ontario","Textron Systems Canada Inc, Ottawa, Ontario",0,1939510
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Textron Systems, Hunt Valley, Maryland","Textron Systems, Hunt Valley, Maryland",0,113316
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Thales Canada, Ottawa, Ontario","Thales Canada, Ottawa, Ontario",0,38695954
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Thales Digital Solutions Inc, Montréal, Quebec","Thales Digital Solutions Inc, Montréal, Québec",0,4931321
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","The AIM Group Inc, Ottawa, Ontario","The AIM Group Inc, Ottawa, Ontario",0,199908
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","The Cannington Group Inc, Stouffville, Ontario","The Cannington Group Inc, Stouffville, Ontario",0,448153
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","The Corporation of the County of Lambton, Wyoming, Ontario","The Corporation of the County of Lambton, Wyoming, Ontario",0,390000
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","The Halifax Computer Consulting Group Inc, Ottawa, Ontario","The Halifax Computer Consulting Group Inc, Ottawa, Ontario",0,240750
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","The Tehama Group, Ottawa, Ontario","The Tehama Group, Ottawa, Ontario",0,459196
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Thomas & Schmidt Inc, Montréal, Quebec","Thomas & Schmidt Inc, Montréal, Québec",0,158790
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Toromont Industries Ltd, Concord, Ontario","Toromont Industries Ltd, Concord, Ontario",0,1307390
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","TrackGen Solutions Inc, Mississauga, Ontario","TrackGen Solutions Inc, Mississauga, Ontario",0,742782
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Transport Canada, Ottawa, Ontario","Transports Canada, Ottawa, Ontario",0,1124940
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tron Construction & Mining LP, Corman Park, Saskatchewan","Tron Construction & Mining LP, Corman Park, Saskatchewan",0,214063
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Troy Life & Fire Safety Ltd, Owen Sound, Ontario","Protection incendie Troy ltée, Owen Sound, Ontario",0,689811
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tsuu T'Ina Contracting Limited, Ottawa, Ontario","Tsuu T'Ina Contracting Limitée, Ottawa, Ontario",0,196562
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Tyco Integrated Fire & Security, Mississauga, Ontario","Tyco Feu et Sécurité Intégrés, Mississauga, Ontario",0,2405172
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","TRM Technologies Inc, Ottawa, Ontario","TRM Technologies Inc, Ottawa, Ontario",0,363598
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","TSX Trust Company, Toronto, Ontario","Compagnie Trust TSX, Toronto, Ontario",0,434839
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Ultra Electronics Advanced Tactical, Austin, Texas","Ultra Electronics Advanced Tactical, Austin, Texas",0,247429
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Ultra Electronics Maritime Systems, Dartmouth, Nova Scotia","Ultra Electronics Maritime Systems, Dartmouth, Nouvelle-Écosse",0,1496871
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Ultra Electronics Tcs Inc, Mont-Royal, Quebec","Ultra Electronics Tcs Inc, Mont-Royal, Québec",0,162000
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Uncharted Software Inc, Toronto, Ontario","Uncharted Software Inc, Toronto, Ontario",0,1499667
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Université du Québec, Québec, Quebec","Université du Québec, Québec, Québec",0,1163268
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Alberta, Edmonton, Alberta","University of Alberta, Edmonton, Alberta",0,315835
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of British Columbia, Vancouver, British Columbia","University of British Columbia, Vancouver, Colombie-Britannique",0,981663
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Calgary, Calgary, Alberta","University of Calgary, Calgary, Alberta",0,2120606
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Guelph, Guelph, Ontario","University of Guelph, Guelph, Ontario",0,107370
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of New Brunswick, Fredericton, New Brunswick","Université du Nouveau-Brunswick, Fredericton, Nouveau-Brunswick",0,994398
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Ontario Institute of Technology, Oshawa, Ontario","University of Ontario Institute of Technology, Oshawa, Ontario",0,746045
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Ottawa, Ottawa, Ontario","Université d'Ottawa, Ottawa, Ontario",0,1255679
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Toronto, Toronto, Ontario","University of Toronto, Toronto, Ontario",0,2866580
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Victoria, Victoria, British Columbia","Université de Victoria, Victoria, Colombie-Britannique",0,200000
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","University of Waterloo, Waterloo, Ontario","University of Waterloo, Waterloo, Ontario",0,2079627
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","UNIGEC Inc, Saguenay, Quebec","UNIGEC Inc, Saguenay, Québec",0,109223
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Valcom Consulting Group Inc, Ottawa, Ontario","Valcom Consulting Group Inc, Ottawa, Ontario",0,3542923
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Vcdc, Québec, Quebec","Vcdc, Québec, Québec",0,499963
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Veenstra Contracting, Belleville, Ontario","Veenstra Contracting, Belleville, Ontario",0,132664
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Vertex Environmental Inc, Kitchener, Ontario","Vertex Environmental Inc, Kitchener, Ontario",0,126550
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Virtro Technology Inc, Surrey, British Columbia","Virtro Technology Inc, Surrey, Colombie-Britannique",0,269600
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Visual Defence Inc, Richmond Hill, Ontario","Visual Defence Inc, Richmond Hill, Ontario",0,399741
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Wahl Construction Ltd, Medicine Hat, Alberta","Wahl Construction Ltd, Medicine Hat, Alberta",0,297828
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Weatherhaven Global Resources Ltd, Burnaby, British Columbia","Weatherhaven Global Resources Ltd, Burnaby, Colombie-Britannique",0,273285
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Wedler Engineering LLP, Chilliwack, British Columbia","Wedler Engineering S E N C R L/s r l, Chilliwack, British Columbia",0,118854
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Weir Canada Inc, Montréal, Quebec","Weir Canada Inc, Montréal, Québec",0,49420085
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Williams Scotsman of Canada Inc, Toronto, Ontario","Williams Scotsman of Canada Inc, Toronto, Ontario",0,342178
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","WithYouWithMe, Vancouver, British Columbia","WithYouWithMe, Vancouver, British Columbia",0,172834
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Wood Canada Limited, Oakville, Ontario","Wood Canada Limitée, Oakville, Ontario",0,4501433
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","WorleyParsons Canada Service Ltd, Calgary, Alberta","WorleyParsons Canada Service Ltd, Calgary, Alberta",0,249838
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Wyle Laboratories Inc, Houston, Texas","Wyle Laboratories Inc, Houston, Texas",0,272666
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Wyvern Incorporated, Edmonton, Alberta","Wyvern Incorporated, Edmonton, Alberta",0,253199
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","WESCAM Inc, Burlington, Ontario","WESCAM Inc, Burlington, Ontario",0,494715
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","WSP Global Inc, Montréal, Quebec","Groupe WSP Global Inc, Montréal, Québec",0,602425
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","Xtract Technologies Inc, Vancouver, British Columbia","Xtract Technologies Inc, Vancouver, Colombie-Britannique",0,1078925
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","XANT Renewables BV, Antwerp, Belgium","XANT Renewables BV, Anvers, Belgique",0,197915
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","ZAS Architects, Toronto, Ontario","ZAS Architects, Toronto, Ontario",0,276051
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","1671126 Alberta Ltd, Wainwright, Alberta","1671126 Alberta Ltd, Wainwright, Alberta",0,113603
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","2124140 Ontario Inc, Timmins, Ontario","2124140 Ontario Inc, Timmins, Ontario",0,705583
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","3-Laws Robotics, Dartmouth, Nova Scotia","3-Laws Robotics, Dartmouth, Nouvelle-Écosse",0,218453
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","3D Currax Solutions, Kelowna, British Columbia","3D Currax Solutions, Kelowna, Colombie-Britannique",0,143352
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","3D Planeta Inc, Fredericton, New Brunswick","3D Planeta Inc, Fredericton, Nouveau-Brunswick",0,174303
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale",42,"Engineering and Architectural Services","Services techniques et d'architecture","4DM Inc, Toronto, Ontario","4DM Inc, Toronto, Ontario",0,165110
