Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2016/2017,16,"National Defence",018,"National Defence","Mafranc Inc, Saint-Romuald, Quebec","Winterizing Cadet Camps, Saint Romuald, Quebec",479638,0,479638
2016/2017,16,"National Defence",018,"National Defence","Manefa Contracting Inc, Brampton, Ontario","Construction Works - Buildings, Brampton, Ontario",291280,13600,13600
2016/2017,16,"National Defence",018,"National Defence","Mapleridge Mechanical Contracting Inc, Borden, Ontario","Construction Works - Buildings, Borden, Ontario",424358,209508,209508
2016/2017,16,"National Defence",018,"National Defence","Maram Building Corp, Vaughan, Ontario","All Ranks Dining Facility, Borden, Ontario",22941790,0,19798209
2016/2017,16,"National Defence",018,"National Defence","Marandola Contracting Inc, Barrie, Ontario","Construction Works - Buildings, Barrie, Ontario",295856,295856,295856
2016/2017,16,"National Defence",018,"National Defence","Marc Bolduc Inc, Lévis, Quebec","Full renovation of kitchens and bathrooms, Valcartier, Quebec",618057,0,618057
2016/2017,16,"National Defence",018,"National Defence","Marc Thomassin Inc, Valcartier, Quebec","Special Trade Construction Work, Valcartier, Quebec",549415,543308,543308
2016/2017,16,"National Defence",018,"National Defence","Marco Maritimes Limited, Dartmouth, Nova Scotia","Upgrade to Building 1, Halifax, Nova Scotia",33235918,644458,27834514
2016/2017,16,"National Defence",018,"National Defence","Marieville Construction Inc, Saint-Jean-sur-Richelieu, Quebec","Construction Works - Buildings, Saint-Jean-sur-Richelieu, Quebec",752398,647581,647581
2016/2017,16,"National Defence",018,"National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Construction Works - Buildings, Oromocto, New Brunswick",22988253,9242274,9242274
2016/2017,16,"National Defence",018,"National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Replacement of Central Heating System Design Services, Bedford, Nova Scotia",1190411,79411,1145411
2016/2017,16,"National Defence",018,"National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Replacement of Central Heating System Design Services, Halifax, Nova Scotia",1212691,748450,1187468
2016/2017,16,"National Defence",018,"National Defence","Mayer's Contract Interiors Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",1097737,954168,954168
2016/2017,16,"National Defence",018,"National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","Construction of Training Accommodations for Medium to Heavy Lift Helicopter, Petawawa, Ontario",12575307,0,12575307
2016/2017,16,"National Defence",018,"National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","427 Special Operations Aviation Squadron (SOAS) Transport and Maintenance (TEME) Facility, Petawawa, Ontario",6504691,1556454,6325787
2016/2017,16,"National Defence",018,"National Defence","McNolty Mechanical Inc, Petawawa, Ontario","Special Trade Construction Work, Petawawa, Ontario",905355,113747,113747
2016/2017,16,"National Defence",018,"National Defence","Mealy Mountain Contracting Ltd, Labrador, Newfoundland and Labrador","Heat System Conversions 600 Area, Happy Valley-Goose Bay, Newfoundland and Labrador",478637,0,478637
2016/2017,16,"National Defence",018,"National Defence","Michanie Construction Inc, Ottawa, Ontario","Cabling and Environmental Upgrade, Ottawa, Ontario",2589235,47994,2589235
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",429438,421938,421938
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",305755,305755,305755
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",680173,670238,670238
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",829878,829878,829878
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",556019,556019,556019
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Civil Engineering, Greenwood, Nova Scotia",587103,572103,572103
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Recapitalization of Residential Housing Units, Greenwood, Nova Scotia",1050236,0,1050236
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Recapitalization of Residential Housing Units, Greenwood, Nova Scotia",1629180,0,1629180
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Replacement of Heating Ventilation and Air Conditioning System Aldershot 216, Greenwood, Nova Scotia",780305,0,650000
2016/2017,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Upgrade Mods 12/18/2 B165, Greenwood, Nova Scotia",528027,216402,528027
2016/2017,16,"National Defence",018,"National Defence","Miller Paving Limited, Markham, Ontario","Construction Works - Civil Engineering, Petawawa, Ontario",489073,204368,204368
2016/2017,16,"National Defence",018,"National Defence","Miller Paving Limited, Markham, Ontario","Construction Works - Civil Engineering, Quinte West, Ontario",26353573,3097461,3097461
2016/2017,16,"National Defence",018,"National Defence","Modern Niagara HVAC Services Inc, Kingston, Ontario","Standing offer agreement - General Construction, Kingston, Ontario",908107,0,908107
2016/2017,16,"National Defence",018,"National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","Construction Works - Civil Engineering, Oromocto, New Brunswick",646147,639147,639147
2016/2017,16,"National Defence",018,"National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","K-15 Parking Lot Upgrade for Change of Use, Gagetown, New Brunswick",615203,272323,615203
2016/2017,16,"National Defence",018,"National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","Parking Lot Extension, Gagetown, New Brunswick",370472,6000,370472
2016/2017,16,"National Defence",018,"National Defence","Muchalat Projects Ltd, Courtenay, British Columbia","Long Term Accommodations, Comox, British Columbia",2574715,939874,1634841
2016/2017,16,"National Defence",018,"National Defence","Nails Enterprises (2007) Inc, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",686999,673999,673999
2016/2017,16,"National Defence",018,"National Defence","Nails Enterprises (2007) Inc, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",385133,385133,385133
2016/2017,16,"National Defence",018,"National Defence","Nails Enterprises (2007) Inc, Cold Lake, Alberta","Install Air Conditioning BB43 and BB45, Cold Lake, Alberta",679768,0,679768
2016/2017,16,"National Defence",018,"National Defence","Neepawa Plumbing and Heating Ltd, Neepawa, Manitoba","Air Conditioning and Electrical System Upgrades N116/N115/L111, Shilo, Manitoba",1203250,940858,1203250
2016/2017,16,"National Defence",018,"National Defence","Neepawa Plumbing and Heating Ltd, Neepawa, Manitoba","Installation of Air Conditioning Equipment L13 and L14, Shilo, Manitoba",1121205,147317,1121205
2016/2017,16,"National Defence",018,"National Defence","North West Paving Limited, Edmonton, Alberta","Construction Works - Civil Engineering, Edmonton, Alberta",696108,696108,696108
2016/2017,16,"National Defence",018,"National Defence","Northern Construction Inc, Grand Falls, New Brunswick","Grand Falls Armoury Upgrades to Parking Area, Gagetown, New Brunswick",737423,0,737423
2016/2017,16,"National Defence",018,"National Defence","Northview Windows and Doors Inc, Borden, Ontario","Construction Works - Buildings, Borden, Ontario",1290888,1257945,1257945
2016/2017,16,"National Defence",018,"National Defence","Nu-View Homes Ltd, Roblin, Ontario","Replacement Construction of Residential Housing Units, Esquimalt, British Columbia",1856803,107167,1856803
2016/2017,16,"National Defence",018,"National Defence","NRG Management, Winnipeg, Manitoba","Heating Ventilation and Air Conditioning Retrofit, Shilo, Manitoba",254116,0,254116
2016/2017,16,"National Defence",018,"National Defence","O'Hanlon Paving Ltd, Edmonton, Alberta","Construction Works - Civil Engineering, Edmonton, Alberta",878233,878233,878233
2016/2017,16,"National Defence",018,"National Defence","Olson Construction and Consulting Services Ltd, Wainwright, Alberta","Building Completion and Finishing, Wainwright, Alberta",1359505,1001152,1001152
2016/2017,16,"National Defence",018,"National Defence","Ontario Electrical Construction Company Limited, North Bay, Ontario","Construction Works - Buildings, North Bay, Ontario",504352,415881,415881
2016/2017,16,"National Defence",018,"National Defence","P C McNeill Contracting Ltd, Napanee, Ontario","Construction Works - Buildings, Kingston, Ontario",334058,334058,334058
2016/2017,16,"National Defence",018,"National Defence","P C McNeill Contracting Ltd, Napanee, Ontario","Construction Works - Buildings, Kingston, Ontario",1050917,979180,979180
2016/2017,16,"National Defence",018,"National Defence","P C McNeill Contracting Ltd, Napanee, Ontario","Kitchens and Bathrooms Renovations Various Residential Housing Units, Napanee, Ontario",328682,0,328682
2016/2017,16,"National Defence",018,"National Defence","P E Pageau Inc, Vanier, Quebec","Construction Works - Civil Engineering, Valcartier, Quebec",317902,317902,317902
2016/2017,16,"National Defence",018,"National Defence","P E Pageau Inc, Vanier, Quebec","Repaving - Château Road, Québec, Quebec",529974,5000,529974
2016/2017,16,"National Defence",018,"National Defence","P E Pageau Inc, Vanier, Quebec","Special Trade Construction Work, Québec, Quebec",529974,5000,529974
2016/2017,16,"National Defence",018,"National Defence","Pavex Ltée, Québec, Quebec","Annual Asphalt Repairs, Québec, Quebec",1259313,0,1259313
2016/2017,16,"National Defence",018,"National Defence","Philson Ltd, Hanwell, New Brunswick","Construction Works - Civil Engineering, Oromocto, New Brunswick",1346667,1305667,1305667
2016/2017,16,"National Defence",018,"National Defence","Philson Ltd, Hanwell, New Brunswick","Refurbishment of Tunnel System - Phase IV, Oromocto, New Brunswick",14191685,0,14191685
2016/2017,16,"National Defence",018,"National Defence","Pin Project General Contracting and Management Inc, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",277086,262204,262204
2016/2017,16,"National Defence",018,"National Defence","Poly-Toiture Inc, Saguenay, Quebec","Recap of phase IV B-216 roof, Bagotville, Quebec",325224,0,325224
2016/2017,16,"National Defence",018,"National Defence","Pomerleau Inc, Montréal, Quebec","Armoury reconstruction, Québec, Quebec",296599,149799,149799
2016/2017,16,"National Defence",018,"National Defence","Pomerleau Inc, Montréal, Quebec","Construction Works - Buildings, Greenwood, Nova Scotia",13896633,2538947,2538947
2016/2017,16,"National Defence",018,"National Defence","Pomerleau Inc, Montréal, Quebec","Construction Works - Buildings, Sainte-Foy, Quebec",10210837,7644850,7644850
2016/2017,16,"National Defence",018,"National Defence","Premier Commercial Builders Ltd, Brandon, Manitoba","Parking Construction, Brandon, Manitoba",640451,0,640451
2016/2017,16,"National Defence",018,"National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","TAPV - Gagetown tactical armoured patrol vehicle infra-studies, Gagetown, New Brunswick",22788674,13819766,20482589
2016/2017,16,"National Defence",018,"National Defence","QuébecHab Ltée, Valcartier, Quebec","Installation Work, Valcartier, Quebec",2163000,2163000,2163000
2016/2017,16,"National Defence",018,"National Defence","Quad Pro Construction Inc, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario",553740,0,0
2016/2017,16,"National Defence",018,"National Defence","Quinan Construction Ltd, Orillia, Ontario","Masset Operations Building Recapitalization Asbestos Abatement, Esquimalt, British Columbia",3200564,0,3200564
2016/2017,16,"National Defence",018,"National Defence","R and D Construction Ltd, Gander, Newfoundland and Labrador","Construction Works - Buildings, Gander, Newfoundland and Labrador",329404,329404,329404
2016/2017,16,"National Defence",018,"National Defence","R and D Construction Ltd, Gander, Newfoundland and Labrador","Construction Works - Buildings, Gander, Newfoundland and Labrador",845709,845709,845709
2016/2017,16,"National Defence",018,"National Defence","R W K Construction Co Ltd, Sherwood Park, Alberta","Recap three 213 Style Residential Housing Unit, Edmonton, Alberta",490524,0,490524
2016/2017,16,"National Defence",018,"National Defence","Ralmax Contracting Ltd, Victoria, British Columbia","Construction Works - Civil Engineering, Victoria, British Columbia",2522579,2453199,2453199
2016/2017,16,"National Defence",018,"National Defence","Ranova Enterprises Inc, Quinte West, Ontario","Construction Works - Buildings, Quinte West, Ontario",301231,301231,301231
2016/2017,16,"National Defence",018,"National Defence","Ravencor Projects Inc, St. John's, Newfoundland and Labrador","Building 354 Install New Air Conditioning, Happy Valley-Goose Bay, Newfoundland and Labrador",570625,0,570624
2016/2017,16,"National Defence",018,"National Defence","Rikjak Construction Ltd, Greenwood, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",492948,492948,492948
2016/2017,16,"National Defence",018,"National Defence","Rikjak Construction Ltd, Greenwood, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",341902,341902,341902
2016/2017,16,"National Defence",018,"National Defence","Rikjak Construction Ltd, Greenwood, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",446901,293594,293594
2016/2017,16,"National Defence",018,"National Defence","Rikjak Construction Ltd, Greenwood, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",752181,678073,678073
2016/2017,16,"National Defence",018,"National Defence","Rite-Way Fencing (2000) Ltd, Moose Jaw, Saskatchewan","Installation Work, Moose Jaw, Saskatchewan",640181,632181,632181
2016/2017,16,"National Defence",018,"National Defence","Roland Grenier Construction Ltée, Saint-Hubert, Quebec","Building Completion and Finishing, Saint-Hubert, Quebec",339254,339254,339254
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1276612,800282,800282
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",703434,703434,703434
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",691247,691247,691247
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",597227,597227,597227
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",434995,434995,434995
2016/2017,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Install 100 000 lb hoist h007, Greenwood, Nova Scotia",309326,0,309325
2016/2017,16,"National Defence",018,"National Defence","RGT Clouthier Construction Ltd, Pembroke, Ontario","Construction of a Parking Lot at Building CC12, Petawawa, Ontario",730616,0,730616
2016/2017,16,"National Defence",018,"National Defence","Saskcon Repair Services Ltd, Dundurn, Saskatchewan","Construction Works - Buildings, Dundurn, Saskatchewan",586915,108784,108784
2016/2017,16,"National Defence",018,"National Defence","Sharp Underground Inc, Wainwright, Alberta","Upgrade Ammunition Fence Compound - Wainwright Garrison, Wainwright, Alberta",553031,0,553031
2016/2017,16,"National Defence",018,"National Defence","Shelter Modular Inc, Langley, British Columbia","Assembly and Erection of Prefabricated Buildings, Victoria, British Columbia",531905,531905,531905
2016/2017,16,"National Defence",018,"National Defence","Siderco Inc Les Entreprises, Saguenay, Quebec","Construction Works - Buildings, Bagotville, Quebec",684175,684175,684175
2016/2017,16,"National Defence",018,"National Defence","Siderco Inc Les Entreprises, Saguenay, Quebec","Recap internal Storm Sewer for Runways 11/29 and 18/36, Saguenay, Quebec",421846,56317,421846
2016/2017,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construct New Leopard II Facilities, Gagetown, New Brunswick",6773752,133269,6773752
2016/2017,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construction of a Light Weight Towed Howitzer (LWTH) Maintenance Building, Oromocto, New Brunswick",2208699,0,2208699
2016/2017,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1175697,1175697,1175697
2016/2017,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1653582,1653582,1653582
2016/2017,16,"National Defence",018,"National Defence","Site Energy Services Inc, Cold Lake, Alberta","Construction Works - Civil Engineering, Cold Lake, Alberta",32332242,8708839,8708839
2016/2017,16,"National Defence",018,"National Defence","Smart Electrical Contractors Ltd, Cold Lake, Alberta","Installation of 4 Hz Converters H3/H4/H8, Cold Lake, Alberta",621888,7500,621888
2016/2017,16,"National Defence",018,"National Defence","Société en Commandite Milican, Montréal, Quebec","Longue Pointe Supply Depot, Longue Pointe, Quebec",42660535,1235975,14327902
2016/2017,16,"National Defence",018,"National Defence","Southeastern Construction Limited, Belleville, Ontario","R81/R33/R23 Dormitory Upgrade, Kingston, Ontario",355567,0,355567
2016/2017,16,"National Defence",018,"National Defence","Sovereign Construction Ltd, Winnipeg, Manitoba","Recapitalization of 2 YY and 2 JJ Style Modified Residential Housing Units, Shilo, Manitoba",650080,82305,650080
2016/2017,16,"National Defence",018,"National Defence","Stanley Construction Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",814406,350000,350000
2016/2017,16,"National Defence",018,"National Defence","Story Construction Ltd, Victoria, British Columbia","Minor Recapitalization of CC Style Residential Housing Units, Esquimalt, British Columbia",623428,0,623428
2016/2017,16,"National Defence",018,"National Defence","Strong Bros Heating Air Conditioning, Roslin, Ontario","Installation of Security Gate at South Perimeter Road, Quinte West, Ontario",369070,18144,369070
2016/2017,16,"National Defence",018,"National Defence","Surespan Construction Ltd, Wainwright, Alberta","Construction Works - Civil Engineering, Wainwright, Alberta",1093730,1093730,1093730
2016/2017,16,"National Defence",018,"National Defence","TerraEX Inc, Saint John, New Brunswick","Construction Works - Civil Engineering, Oromocto, New Brunswick",361300,361300,361300
2016/2017,16,"National Defence",018,"National Defence","TerraEX Inc, Saint John, New Brunswick","Wastewater Treatment Plant Upgrade to Outflow Line and Diffuser, Oromocto, New Brunswick",2192395,0,2192394
2016/2017,16,"National Defence",018,"National Defence","Thomas Cavanagh Construction Limited, Richmond, Ontario","Construction Works - Civil Engineering, Richmond, Ontario",1860848,1812296,1812296
2016/2017,16,"National Defence",018,"National Defence","Three C Contractors Ltd, Waverly, Nova Scotia","Explosive Storage Magazines Canadian Forces Ammunition Depot Bedford - General Contractor, Halifax, Nova Scotia",14473479,0,14473478
2016/2017,16,"National Defence",018,"National Defence","Tipp-Off Inc, Edmonton, Alberta","Electrical System Upgrades Various Buildings, Edmonton, Alberta",647774,220412,593473
2016/2017,16,"National Defence",018,"National Defence","Titanium Contracting Inc, Toronto, Ontario","Construction Works - Civil Engineering, Borden, Ontario",485794,458422,458422
2016/2017,16,"National Defence",018,"National Defence","Townsend & Sons Contracting Ltd, Kingston, Ontario","Construction Works - Buildings, Kingston, Ontario",1810060,1808560,1808560
2016/2017,16,"National Defence",018,"National Defence","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Construction Works - Buildings, Nelson, British Columbia",350000,66589,66589
2016/2017,16,"National Defence",018,"National Defence","Transport L et R Martel Inc, Valcartier, Quebec","Installation Work, Valcartier, Quebec",280000,280000,280000
2016/2017,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Construction of a Heated Storage Building Near L17, Shilo, Manitoba",395000,2500,395000
2016/2017,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba",650000,400016,400016
2016/2017,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Purchase of Four Double Wide Trailers, Petawawa, Ontario",988170,0,988170
2016/2017,16,"National Defence",018,"National Defence","Turkstra Modular Builders Inc, Beamsville, Ontario","Purchase of Four Double Wide Trailers, Petawawa, Ontario",621365,11143,621364
2016/2017,16,"National Defence",018,"National Defence","Turkstra Modular Builders Inc, Beamsville, Ontario","Special Trade Construction Work, Petawawa, Ontario",848880,695113,695113
2016/2017,16,"National Defence",018,"National Defence","Two D Contracting Ltd, Chilliwack, British Columbia","Maintenance and Construction Services, Chilliwack, British Columbia",413384,0,413384
2016/2017,16,"National Defence",018,"National Defence","Tyco Integrated Fire & Security, Saint-Laurent, Quebec","Construction Works - Buildings, Gander, Newfoundland and Labrador",541653,97576,97576
2016/2017,16,"National Defence",018,"National Defence","Tyco Integrated Fire & Security, Saint-Laurent, Quebec","Special Trade Construction Work, Oromocto, New Brunswick",622857,318186,318186
2016/2017,16,"National Defence",018,"National Defence","TBC Constructions Inc, Valcartier, Quebec","Installation Work, Valcartier, Quebec",350725,350725,350725
2016/2017,16,"National Defence",018,"National Defence","Ultimate Construction Inc, Borden, Ontario","Construction Works - Buildings, Borden, Ontario",1167806,1140386,1140386
2016/2017,16,"National Defence",018,"National Defence","Vail Civil Contractors Ltd, Killarney, New Brunswick","Sergeant Ralph Bridge Design and Replacement, Gagetown, New Brunswick",3595963,0,3595963
2016/2017,16,"National Defence",018,"National Defence","Valley Refrigeration Limited, Petawawa, Ontario","Special Trade Construction Work, Petawawa, Ontario",569724,478838,478838
2016/2017,16,"National Defence",018,"National Defence","Value Master Builders Ltd, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",3968062,3228321,3228321
2016/2017,16,"National Defence",018,"National Defence","Value Master Builders Ltd, Cold Lake, Alberta","Exterior Retrofit Residential Housing Units, Cold Lake, Alberta",1998358,0,1998358
2016/2017,16,"National Defence",018,"National Defence","Value Master Builders Ltd, Cold Lake, Alberta","Replacement Construction 8 X 3 Bedroom Residential Housing Units, Cold Lake, Alberta",4078500,595930,4078500
2016/2017,16,"National Defence",018,"National Defence","Vic's Group Inc, Toronto, Ontario","Canadian Forces College Site Drainage, Toronto, Ontario",2071226,0,2071226
2016/2017,16,"National Defence",018,"National Defence","Victoria Shipyards Inc, Halifax, Nova Scotia","Rent of building for Frigate Life extention, Halifax, Nova Scotia",5558644,704617,5558644
2016/2017,16,"National Defence",018,"National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",700198,263504,263504
2016/2017,16,"National Defence",018,"National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Recapitalization of Residential Housing Units, Petawawa, Ontario",1089895,0,1089895
2016/2017,16,"National Defence",018,"National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Special Trade Construction Work, Petawawa, Ontario",2061081,2061081,2061081
2016/2017,16,"National Defence",018,"National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Special Trade Construction Work, Petawawa, Ontario",768839,755219,755219
2016/2017,16,"National Defence",018,"National Defence","Wahl Construction Ltd, Medicine Hat, Alberta","Construction test facility, Suffield, Alberta",5524747,0,5524747
2016/2017,16,"National Defence",018,"National Defence","Wahl Construction Ltd, Medicine Hat, Alberta","Construction Works - Civil Engineering, Suffield, Alberta",1658776,1552658,1552658
2016/2017,16,"National Defence",018,"National Defence","Wahl Construction Ltd, Medicine Hat, Alberta","Upgrade Building 349 Air Conditioners, Suffield, Alberta",298434,99093,298434
2016/2017,16,"National Defence",018,"National Defence","Waterdon Construction Limited, Ottawa, Ontario","Personnel Support Program Washroom Renovation, Ottawa, Ontario",390782,0,390782
2016/2017,16,"National Defence",018,"National Defence","Webster Electric Ltd, Courtenay, British Columbia","Infrastructure Area Surveillance Radar/Secondary Surveillance Radar Phase 2, Comox, British Columbia",415095,95314,415095
2016/2017,16,"National Defence",018,"National Defence","Webster Electric Ltd, Courtenay, British Columbia","Special Trade Construction Work, Comox, British Columbia",569756,412356,412356
2016/2017,16,"National Defence",018,"National Defence","Wemp and Smith, Kingston, Ontario","Installation of R33 New Elevator in Fort Lasalle Dorm, Kingston, Ontario",848533,82194,848532
2016/2017,16,"National Defence",018,"National Defence","Westpro infrastructure Ltd, Calgary, Alberta","Replacement of Sulphuric Acid Tank - Wainwright Garrison, Wainwright, Alberta",852500,277053,810179
2016/2017,16,"National Defence",018,"National Defence","Wilco Contractors Northwest Inc, Edmonton, Alberta","Construction of a New Sportsfield, Edmonton, Alberta",587000,505624,550893
2016/2017,16,"National Defence",018,"National Defence","Wilco Contractors Northwest Inc, Edmonton, Alberta","Upgrade to Various Outdoor Sports Fields, Edmonton, Alberta",490846,282694,423540
2016/2017,16,"National Defence",018,"National Defence","Williams Scotsman of Canada Inc, Ottawa, Ontario","Provision of a Temporary Building Royal Military College #60, Kingston, Ontario",314302,0,271902
2016/2017,16,"National Defence",018,"National Defence","Wilson Builders (1978) Limited, Oromocto, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",477752,477752,477752
2016/2017,16,"National Defence",018,"National Defence","Wilson Builders (1978) Limited, Oromocto, New Brunswick","Construction Works - Civil Engineering, Oromocto, New Brunswick",1052084,1052084,1052084
2016/2017,16,"National Defence",018,"National Defence","WSC Colpitts Developments (2003) Ltd, Oromocto, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1110320,1100320,1100320
2016/2017,16,"National Defence",018,"National Defence","WSC Colpitts Developments (2003) Ltd, Oromocto, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",2181268,1914628,1914628
2016/2017,16,"National Defence",018,"National Defence","XL Electric Limited, Dartmouth, Nova Scotia","Shearwater tunnel upgrade (electrical system/ lights/ plugs/ panels), Halifax, Nova Scotia",461906,0,461906
2016/2017,16,"National Defence",018,"National Defence","1288808 Ontario Ltd o/a B&J Contracting, Borden, Ontario","Construction Works - Civil Engineering, Borden, Ontario",592557,592557,592557
2016/2017,16,"National Defence",018,"National Defence","152610 Canada Inc o/a Laurin and Co, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",4013606,241654,241654
2016/2017,16,"National Defence",018,"National Defence","152610 Canada Inc o/a Laurin and Co, Ottawa, Ontario","Siphon Building Reconstruction, Ottawa, Ontario",1503000,1443947,1498425
2016/2017,16,"National Defence",018,"National Defence","1622294 Ontario Inc o/a Universal Mecha, Kingston, Ontario","Replacement of Steam Distribution System - McNaughton Barracks, Kingston, Ontario",2197500,2128617,2189467
2016/2017,16,"National Defence",018,"National Defence","1809792 Ontario Inc o/a Veenstra Contracting, Belleville, Ontario","Special Trade Construction Work, Belleville, Ontario",600000,0,0
2016/2017,16,"National Defence",018,"National Defence","1958448 Alberta Inc, Comox, British Columbia","Building Completion and Finishing, Comox, British Columbia",1031726,1026726,1026726
2016/2017,16,"National Defence",018,"National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Quinte West, Ontario",710589,710589,710589
2016/2017,16,"National Defence",018,"National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Quinte West, Ontario",793789,760789,760789
2016/2017,16,"National Defence",018,"National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Minor Recapitalization of JJ Style Housing, Bloomfield, Ontario",730132,6800,730132
2016/2017,16,"National Defence",018,"National Defence","2347962 Ontario Inc o/a Kent Construction, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",300000,285213,285213
2016/2017,16,"National Defence",018,"National Defence","2347962 Ontario Inc o/a Kent Construction, Petawawa, Ontario","Special Trade Construction Work, Petawawa, Ontario",1383803,1383803,1383803
2016/2017,16,"National Defence",018,"National Defence","2526-0100 Québec Inc Terrassement, Alma, Quebec","Assessment and Demolition of Nicolet Buildings, Alma, Quebec",379832,207540,379832
2016/2017,16,"National Defence",018,"National Defence","6244033 Manitoba Ltd o/a XCalibur Group, Winnipeg, Manitoba","B64 - Upgrade Washrooms, Winnipeg, Manitoba",716030,556365,716030
2016/2017,16,"National Defence",018,"National Defence","6244033 Manitoba Ltd o/a XCalibur Group, Winnipeg, Manitoba","Construction Works - Buildings, Shilo, Manitoba",608262,608262,608262
