Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2015/2016,07,Finance,011,"Office of the Superintendent of Financial Institutions","Contracts under $250,000 and cost plus contracts of less than $25,000 (1 contractor)",,0,34592,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Apple Electric Ltd, Campbell River, British Columbia","Steveston Harbour electrical construction upgrades, Richmond, British Columbia",1040569,790569,790569
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Avondale Construction Limited, Halifax, Nova Scotia","Bedford Institute of Oceanography - Polaris building upgrades, Dartmouth, Nova Scotia",556044,556044,556044
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","B & R Enterprises Limited, Springdale, Newfoundland and Labrador**","Breakwater wharf reconstruction, Joe Batt's Arm, Newfoundland and Labrador",4510000,1665619,1665619
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","B & R Enterprises Limited, Springdale, Newfoundland and Labrador**","Wharf extension and basin dredging, St Lunaire-Griquet, Newfoundland and Labrador",2801250,2726756,2726756
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bennett's Construction, Grand Bank, Newfoundland and Labrador","Marginal wharf reconstruction, Burgeo, Newfoundland and Labrador",497448,497448,497448
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bennett's Construction, Grand Bank, Newfoundland and Labrador","Wharf reconstruction, Hermitage, Newfoundland and Labrador",594000,594000,594000
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Breezy North Construction Incorporated, Selkirk, Manitoba","Wharf and pile installation, Matheson Island, Manitoba",285685,285665,285665
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Budgell's Equipment & Rentals, Triton, Newfoundland and Labrador**","Breakwater improvements, L'Anse au Loup, Newfoundland and Labrador",577953,577953,577953
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Budgell's Equipment & Rentals, Triton, Newfoundland and Labrador**","Wharf construction, Port Saunders, Newfoundland and Labrador",1574250,994656,994656
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Budgell's Equipment & Rentals, Triton, Newfoundland and Labrador**","Wharf extension, Summerville, Newfoundland and Labrador",1930000,1591769,1591769
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bulldog Contracting, Bonavista, Newfoundland and Labrador**","Marginal wharf construction, Bonavista, Newfoundland and Labrador",289731,289731,289731
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bursey Excavating & Development Inc, St John's, Newfoundland and Labrador**","Breakwater construction, Carbonear, Newfoundland and Labrador",2020000,195,195
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bursey Excavating & Development Inc, St John's, Newfoundland and Labrador**","Fishway upgrades, Grand Falls-Windsor, Newfoundland and Labrador",427569,427569,427569
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Bursey Excavating & Development Inc, St John's, Newfoundland and Labrador**","New site access and electrical building for southside base reconstruction, St John's, Newfoundland and Labrador",3282700,2830331,2830331
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Buus Construction, Selkirk, Manitoba","Wharf construction, Balsam Bay, Manitoba",298555,298555,298555
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Coady Construction and Excavating Ltd, Torbay, Newfoundland and Labrador","Armour stone wharf protection, Comfort Cove, Newfoundland and Labrador",360005,360005,360005
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Coady Construction and Excavating Ltd, Torbay, Newfoundland and Labrador","Wharf extension, Comfort Cove, Newfoundland and Labrador",1113368,1113368,1113368
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Coady Construction and Excavating Ltd, Torbay, Newfoundland and Labrador","Wharf reconstruction, Lumsden, Newfoundland and Labrador",1104675,1104675,1104675
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Coady Construction and Excavating Ltd, Torbay, Newfoundland and Labrador**","Wharf reconstruction, Harbour Breton, Newfoundland and Labrador",2507100,1276602,1276602
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Contracts under $250,000 and cost plus contracts under $25,000 (679 contractors)",Various,0,37077404,0
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Corrosion Service Company Ltd, Markham, Ontario","Wharf reconstruction, Anse-à-Beaufils, Quebec",331145,331145,331145
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Dexter Construction Company Ltd, Bedford, Nova Scotia","Road realignment, Cape Race, Newfoundland and Labrador",444238,444238,444238
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Dexter Construction Company Ltd, Halifax, Nova Scotia","Shearwater Outdoor Storage Project upgrade, Dartmouth, Nova Scotia",267010,267010,267010
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Duffy's Plumbing, Corner Brook, Newfoundland and Labrador","Waterline improvements, Lark Harbour, Newfoundland and Labrador",306600,306600,306600
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Dynamic Construction, Harbour Breton, Newfoundland and Labrador**","Marginal wharf reconstruction, Cape Broyle, Newfoundland and Labrador",715170,361229,361229
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","East Elgin Concrete Forming, Tillsonburg, Ontario","Concrete harbour repairs, Morpeth, Ontario",370326,332201,332201
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","East Elgin Concrete Forming, Tillsonburg, Ontario","Whitby wharf rehabilitation, Whitby, Ontario",875966,875966,875966
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","East Penn Canada, Ajax, Ontario","Sealed battery for aid to navigation sites, Stephenville, Newfoundland and Labrador",352820,352820,352820
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Eby & Sons Construction Ltd, Prince Rupert, British Columbia","Roof installation and building envelope site services, Prince Rupert, British Columbia",376852,284908,284908
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador","Marginal wharf reconstruction, St David's, Newfoundland and Labrador",601640,601640,601640
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador**","Marginal wharf reconstruction, Anchor Point, Newfoundland and Labrador",4014000,2415357,2415357
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador**","Wharf reconstruction, Bartlett's Harbour, Newfoundland and Labrador",1954996,1302796,1954996
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Floyd's Construction Ltd, Rocky Harbour, Newfoundland and Labrador**","Wharf reconstruction, Flower's Cove, Newfoundland and Labrador",1566023,1566023,1566023
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Flynn Canada Ltd, Mississauga, Ontario","Upgrade of translucent panels and roll-up door skirting at Mactaquac Biodiversity Facility, Mactaquac, New Brunswick",373352,373352,373352
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Fraser River Pile and Dredge (Gp) Inc, New Westminster, British Columbia","Steveston wharf reconstruction, Richmond, British Columbia",847046,100000,100000
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Freeman Evans, English Harbour West, Newfoundland and Labrador","Wharf construction and office extension, Belleoram, Newfoundland and Labrador",730300,619120,619120
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Gervais Dubé Inc, Trois-Pistoles, Quebec","Development of fishing harbour, Harrington Harbour, Quebec",4673843,1416394,1416394
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Gestion AJ (2003) Inc, Rimouski, Quebec","Ramp construction and partial demolition of the wharf 401 and pontoon, Port-Daniel-Gascons, Quebec",990958,337700,337700
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Gestion AJ (2003) Inc, Rimouski, Quebec","Reconstruction of Fishermen's Wharf, Paspébiac, Quebec",1699915,1699915,1699915
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Glacier North Ltd, Arborg, Manitoba","Breakwater construction at Princess Harbour, Rabbit Point, Manitoba",403171,403171,403171
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","GM Construction Ltd, Winnipeg, Manitoba","Wharf construction, Winnipegosis, Manitoba",477155,477155,477155
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Granite Management Ltd, Mount Pearl, Newfoundland and Labrador","Wharf construction, Burin, Newfoundland and Labrador",574867,574867,574867
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","J & E Enterprises Ltd, St Bride's, Newfoundland and Labrador","Harbour development, Harbour Breton, Newfoundland and Labrador",1305048,0,1305048
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","J & E Enterprises Ltd, St Bride's, Newfoundland and Labrador","Rocky River Fishway upgrades, Colinet, Newfoundland and Labrador",849915,849915,849915
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","J & E Enterprises Ltd, St Bride's, Newfoundland and Labrador","Wharf extension, Branch, Newfoundland and Labrador",442700,442700,442700
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","J & E Enterprises Ltd, St Bride's, Newfoundland and Labrador**","Marginal wharf construction, Port de Grave, Newfoundland and Labrador",2250000,1285000,1285000
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","J & T Construction, Mount Pearl, Newfoundland and Labrador","Barrier Free Accessibility at Placentia MCTS Centre, Placentia, Newfoundland and Labrador",368147,294456,294456
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Jornic Marine Construction, Victoria, British Columbia","Steveston Harbour float module kits, Richmond, British Columbia",789822,789822,789822
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","L & B Electric Ltd, Bridgewater, Nova Scotia","Wind turbines, Fortune, Newfoundland and Labrador",269630,269630,269630
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Ledoux Mechanical Ltd, Waasls, New Brunswick","Flow meter installations and well water pump monitoring system at Mactaquac Biodiversity Centre, Mactaquac, New Brunswick",294620,82000,82000
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Ledoux Mechanical Ltd, Waasls, New Brunswick","Piping and valve construction upgrades at Mactaquac Biodiversity Centre, Mactaquac, New Brunswick",289400,65910,65910
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Les Constructions Binet Inc, Saint-Benoit Labre, Quebec","Repairs to the head of the quay, Îles-de-la-Madeleine, Quebec",2074999,2074999,2074999
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Les Constructions des Îles, L'Étang-du-Nord, Quebec","Reconstruction of wharf at Havre-Aubert, Îles-de-la-Madeleine, Quebec",1580969,1580969,1580969
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Marine Contractors Inc, Pasadena, Newfoundland and Labrador","Infrastructure upgrades, Channel-Port aux Basques, Newfoundland and Labrador",763822,763822,763822
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Matcon Excavation & Shoring Ltd, Coquitlam, British Columbia","Heavy civil equipment for Steveston site restoration, Richmond, British Columbia",2475090,378929,378929
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Mount Pearl Painting, Mount Pearl, Newfoundland and Labrador","Refurbish Cape Race Light Tower, Avalon Peninsula, Newfoundland and Labrador",340000,302600,302600
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Newfound Construction Ltd, St John's, Newfoundland and Labrador**","Finger pier extension, Harbour Grace, Newfoundland and Labrador",1788378,1029430,1788378
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Noble's Construction Ltd, Springdale, Newfoundland and Labrador","Structural upgrades to salmon elevator at Red Indian Lake Fishway, Millertown, Newfoundland and Labrador",289496,276072,276072
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pacer NL Corporation, St John's, Newfoundland and Labrador**","Finger pier construction, Bonavista, Newfoundland and Labrador",1380000,632,632
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pacer NL Corporation, St John's, Newfoundland and Labrador**","Harbour development, O'Donnell's, Newfoundland and Labrador",3475000,2175462,2175462
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pacific Industrial & Marine, Duncan, British Columbia","Construction of dual steel catamaran breakwater, Fanny Bay, British Columbia",583843,42000,42000
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Paul's Enterprises, Ferryland, Newfoundland and Labrador","Culvert replacements Cape Race Access Road, Avalon Peninsula, Newfoundland and Labrador",351466,351466,351466
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pennecon Ltd, St John's, Newfoundland and Labrador**","Breakwater and wharf construction, Port aux Choix, Newfoundland and Labrador",3793000,2423136,2423136
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pennecon Ltd, St John's, Newfoundland and Labrador**","Breakwater reconstruction, Bay de Verde, Newfoundland and Labrador",2887002,2887002,2887002
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Pittman's Enterprises, St Paul's, Newfoundland and Labrador**","Breakwater and wharf reconstruction, Cow Head, Newfoundland and Labrador",680393,680393,680393
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Argo and Polaris Building Work Place 2 0 reconfiguration, Halifax, Nova Scotia",1573781,1573781,1573781
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Base building envelope upgrades, Dartmouth, Nova Scotia",1754189,1754189,1754189
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Ballantynes Cove, Antigonish County, New Brunswick",990124,990124,990124
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Blacks Harbour, Charlotte County, New Brunswick",3900643,3900643,3900643
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Blandford, Shoal Cove, Newfoundland and Labrador",497238,497238,497238
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Botsford Murray Corner, Westmorland County, New Brunswick",255820,255820,255820
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Cape St Mary's, St Bride's, Newfoundland and Labrador",969339,969339,969339
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Cape St Mary's, St Bride's, Newfoundland and Labrador",3499567,3499567,3499567
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Caribou Ferry, Pictou, Nova Scotia",624990,624990,624990
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Caribou Ferry, Pictou, Nova Scotia",926029,926029,926029
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Centreville Trout Cove, Digby, Nova Scotia",996552,996552,996552
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Havre Boucher, Antigonish County, Nova Scotia",1244901,1244901,1244901
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Howard's Cove, O'leary, Prince Edward Island",473693,473693,473693
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Ingalls Head, Grand Manan, New Brunswick",366224,366224,366224
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Ingalls Head, Grand Manan, New Brunswick",422358,422358,422358
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at La Digue, Chéticamp, Nova Scotia",395380,395380,395380
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Lameque, Gloucester County, New Brunswick",3194219,3194219,3194219
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Machons Point, Murray River, Prince Edward Island",609805,609805,609805
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at North Head Fisherman's Wharf, Charlotte County, New Brunswick",295282,295281,295281
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at North Head Fisherman's Wharf, Charlotte County, New Brunswick",351282,351282,351282
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at North Head Fisherman's Wharf, Charlotte County, New Brunswick",1178603,1178603,1178603
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Pigeon Hill, Gloucester County, New Brunswick",744054,744054,744054
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Pointe-Sapin, Kent County, New Brunswick",636391,636391,636391
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Shippagan, Gloucester County, New Brunswick",5752192,5752192,5752192
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at Stanley Bridge, Kensington, Prince Edward Island",289990,289990,289990
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf at West Point, Fredericton, New Brunswick",632490,632490,632490
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Alberton, Prince Edward Island",537581,537581,537581
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Alma, New Brunswick",847926,847926,847926
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Blacks Harbour, New Brunswick",660019,660018,660018
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Cape Tormentine, New Brunswick",827720,827720,827720
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Escuminac, Quebec",734741,734741,734741
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Lameque, New Brunswick",532708,532708,532708
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Le Goulet, New Brunswick",1067067,1067067,1067067
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Le Goulet, New Brunswick",2131401,2131401,2131401
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Little Harbour Cherry Hill, Prince Edward Island",965140,965140,965140
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Miscou Island, New Brunswick",880073,880073,880073
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, North Lake Harbour, Prince Edward Island",933649,933649,933649
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Port Bickerton, Nova Scotia",777583,777583,777583
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Richibucto, New Brunswick",852482,852482,852482
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Saulnierville, Nova Scotia",715166,715166,715166
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Shelburne County, Nova Scotia",455332,455331,455331
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Sonora, Nova Scotia",613178,613178,613178
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Reconstruction of wharf, Tignish, Prince Edward Island",926785,926785,926785
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","Storage tank system upgrades, Amherstburg, Ontario",254734,254734,254734
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Public works and Government Services Canada**","WC 1B Diluted Bitumen Wave Tank Research, Dartmouth, Nova Scotia",384682,384682,384682
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador","Marginal wharf reconstruction, Petty Harbour, Newfoundland and Labrador",1138815,1138815,1138815
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Breakwater reconstruction, St Bride's, Newfoundland and Labrador",1876597,569080,1876597
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Finger Pier wharf reconstruction, Old Perlican, Newfoundland and Labrador",4527000,3282393,3282393
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Marginal wharf reconstruction, Fortune, Newfoundland and Labrador",4511150,1189230,1189230
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Red Indian Lake dredging, Newfoundland and Labrador",429809,429809,429809
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Wharf extension, Mary's Harbour, Newfoundland and Labrador",2226977,1779930,2226977
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Wharf reconstruction, Aquaforte, Newfoundland and Labrador",2658980,2658981,2658981
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Wharf reconstruction, Jerseyside, Newfoundland and Labrador",939255,460655,939255
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador**","Wharf reconstruction, Ramea, Newfoundland and Labrador",1589322,442778,1589322
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Redi Form Construction Ltd, Riverton, Manitoba","Wharf rehabiliation, Gimli, Manitoba",1492670,1492668,1492668
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Rocketel Incorporated, L'Assomption, Quebec","Replacement of the marine communications and traffic services tower, L'Assomption, Quebec",326962,110631,325272
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Ruskin Construction Ltd, Victoria, British Columbia","Wharf reconstruction of Steveston wingdams, Richmond, British Columbia",529856,529852,529852
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Ryland's Construction, Pasadena, Newfoundland and Labrador","Light Tower restoration, Channel-Port aux Basques, Newfoundland and Labrador",363707,363707,363707
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Ryland's Construction, Pasadena, Newfoundland and Labrador","Refurbish of exterior of the Northwest Head Light Tower, Ramea, Newfoundland and Labrador",255200,255200,255200
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Sani-Sable LB Inc, Maria, Quebec","Harbour revitalization, Sainte-Thérèse-de-Gaspé, Quebec",6482093,3187453,3187453
2015/2016,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Fisheries and Oceans","Seagate Construction Inc, Dartmouth, Nova Scotia**","Renovation fit up Bedford Institute of Oceanography Argo Building, Dartmouth, Nova Scotia",1566690,1568690,1568890
