Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2019/2020,16,"National Defence",018,"Department of National Defence","Maram Building Corp, Vaughan, Ontario","All Ranks Dining Facility, Borden, Ontario",20494566,0,19798209
2019/2020,16,"National Defence",018,"Department of National Defence","Marco Maritimes Limited, Dartmouth, Nova Scotia","Upgrade to Building 1, Halifax, Nova Scotia",34651438,97474,34651438
2019/2020,16,"National Defence",018,"Department of National Defence","Markland Paving Ltd, St. John's, Newfoundland & Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland & Labrador",2617749,2617749,2617749
2019/2020,16,"National Defence",018,"Department of National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Construction Works - Buildings, Dartmouth, Nova Scotia",11974804,3830841,9236592
2019/2020,16,"National Defence",018,"Department of National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Construction Works - Buildings, Oromocto, New Brunswick",24504056,486000,24504055
2019/2020,16,"National Defence",018,"Department of National Defence","McCarthy's Heating Services Limited, Gander, Newfoundland and Labrador","Construction Works - Buildings, Gander, Newfoundland and Labrador",781684,219808,781684
2019/2020,16,"National Defence",018,"Department of National Defence","McCarthy's Roofing Limited, Dartmouth, Nova Scotia","Construction Works - Buildings, Dartmouth, Nova Scotia",346870,148280,346870
2019/2020,16,"National Defence",018,"Department of National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",3659719,70600,3659719
2019/2020,16,"National Defence",018,"Department of National Defence","Mead Automation Solutions Inc, Winnipeg, Manitoba","Construction Works - Buildings, Hamilton, Ontario",585976,0,585976
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1778000,268323,268323
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",363370,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",566527,561527,561527
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",687257,676757,676757
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1121586,229050,229050
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Kingston, Nova Scotia",1243170,326678,1243170
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Kingston, Nova Scotia",491971,11160,491971
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Kingston, Nova Scotia",461249,26024,461249
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Kingston, Nova Scotia",266867,266867,266867
2019/2020,16,"National Defence",018,"Department of National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construction Works - Buildings, Kingston, Nova Scotia",1417165,699668,1417165
2019/2020,16,"National Defence",018,"Department of National Defence","Miller Paving Limited, Markham, Ontario","Construction Works - Civil Engineering, Quinte West, Ontario",26873496,345111,26873496
2019/2020,16,"National Defence",018,"Department of National Defence","Modern Niagara Alberta Inc, Acheson, Alberta","Construction Works - Buildings, Acheson, Alberta",253221,39633,253221
2019/2020,16,"National Defence",018,"Department of National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Fredericton, New Brunswick",1299341,740662,740662
2019/2020,16,"National Defence",018,"Department of National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Fredericton, New Brunswick",988287,982287,982287
2019/2020,16,"National Defence",018,"Department of National Defence","Monteith Underground Services Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1153550,0,1153550
2019/2020,16,"National Defence",018,"Department of National Defence","Moss Development Corporation, Mount Pearl, Newfoundland and Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador",415395,355395,415395
2019/2020,16,"National Defence",018,"Department of National Defence","Moss Development Corporation, Mount Pearl, Newfoundland and Labrador","Construction Works - Buildings, Mount Pearl, Newfoundland and Labrador",947962,761655,947962
2019/2020,16,"National Defence",018,"Department of National Defence","MGI Construction Corp, Etobicoke, Ontario","Construction Works - Buildings, Borden, Ontario",539995,411970,411970
2019/2020,16,"National Defence",018,"Department of National Defence","MJK Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Borden, Ontario",426728,44454,426728
2019/2020,16,"National Defence",018,"Department of National Defence","Neepawa Plumbing & Heating (1979) Ltd, Neepawa, Manitoba","Construction Works - Buildings, Shilo, Manitoba",322500,10000,10000
2019/2020,16,"National Defence",018,"Department of National Defence","Nelson River Construction Inc, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",695680,27328,695680
2019/2020,16,"National Defence",018,"Department of National Defence","Notra Inc, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",507530,28843,191638
2019/2020,16,"National Defence",018,"Department of National Defence","Nu-View Homes Ltd, Roblin, British Columbia","Construction Works - Buildings, Roblin, British Columbia",2102111,1376700,1376700
2019/2020,16,"National Defence",018,"Department of National Defence","Nu-View Homes Ltd, Roblin, British Columbia","Construction Works - Buildings, Roblin, British Columbia",490887,490887,490887
2019/2020,16,"National Defence",018,"Department of National Defence","Pagui Inc, Québec, Quebec","Construction Works - Buildings, Valcartier, Quebec",404662,103937,404662
2019/2020,16,"National Defence",018,"Department of National Defence","Parko Inc, Québec, Quebec","Construction Works - Buildings, Québec, Quebec",275514,54462,275514
2019/2020,16,"National Defence",018,"Department of National Defence","Paul Daoust Construction & Associates Ltd, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",2073878,944635,2073878
2019/2020,16,"National Defence",018,"Department of National Defence","Pavage HR Inc, Saint-Jean-sur-Richelieu, Quebec","Construction Works - Buildings, Saint-Jean-sur-Richelieu, Quebec",943713,764248,764248
2019/2020,16,"National Defence",018,"Department of National Defence","Perma Construction Ltd, Victoria, British Columbia","Construction Works - Buildings, Victoria, British Columbia",1556582,1000065,1556582
2019/2020,16,"National Defence",018,"Department of National Defence","Perpacifica Holdings Inc, Vancouver, British Columbia","Construction Works - Buildings, Calgary, Alberta",587680,426630,587680
2019/2020,16,"National Defence",018,"Department of National Defence","Philson Ltd, Hanwell, New Brunswick","Construction Works - Buildings, Hanwell, New Brunswick",1314177,10250,1314177
2019/2020,16,"National Defence",018,"Department of National Defence","Philson Ltd, Hanwell, New Brunswick","Construction Works - Buildings, Hanwell, New Brunswick",558980,5000,558980
2019/2020,16,"National Defence",018,"Department of National Defence","Philson Ltd, Hanwell, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1117729,139321,1117729
2019/2020,16,"National Defence",018,"Department of National Defence","Phoenix Petroleum Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1626699,76782,1626699
2019/2020,16,"National Defence",018,"Department of National Defence","Pincor Ltee, Sorel-Tracy, Quebec","Construction Works - Buildings, Sorel-Tracy, Quebec",325505,325505,325505
2019/2020,16,"National Defence",018,"Department of National Defence","Polyval Construction Inc, Saint-Hubert, Quebec","Construction Works - Buildings, Saint-Hubert, Quebec",444455,5000,444455
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Bedford, Nova Scotia","Construction Works - Buildings, Fredericton, New Brunswick",3348485,2462832,2462832
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Montréal, Quebec","Armoury reconstruction, Québec, Quebec",64077815,24279909,63483390
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Montréal, Quebec","Construction Works - Buildings, Greenwood, Nova Scotia",15482882,270963,15298039
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Montréal, Quebec","Construction Works - Buildings, Sainte-Foy, Quebec",10946427,88564,10946427
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Montréal, Quebec","Construction Works - Buildings, Sainte-Foy, Quebec",42853897,7137011,40223888
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Surrey, British Columbia","Construction Works - Buildings, Surrey, British Columbia",38277130,19934666,19934666
2019/2020,16,"National Defence",018,"Department of National Defence","Pomerleau Inc, Surrey, British Columbia","Construction Works - Buildings, Victoria, British Columbia",237272270,23864482,23864482
2019/2020,16,"National Defence",018,"Department of National Defence","Pro-Fit Renovations & Property Management, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",593657,593657,593657
2019/2020,16,"National Defence",018,"Department of National Defence","PC McNeill Contracting Ltd, Napanee, Ontario","Construction Works - Buildings, Napanee, Ontario",900429,514029,900429
2019/2020,16,"National Defence",018,"Department of National Defence","PCL Constructors Canada (Dartmouth), Dartmouth, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",7878943,2249000,2249000
2019/2020,16,"National Defence",018,"Department of National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","Construction Works - Buildings, Ottawa, Ontario",248350000,83345028,171799752
2019/2020,16,"National Defence",018,"Department of National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","TAPV - Gagetown tactical armoured patrol vehicle infra-studies, Gagetown, New Brunswick",21936622,0,21936622
2019/2020,16,"National Defence",018,"Department of National Defence","PL Construction Limited, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario",339925,339925,339925
2019/2020,16,"National Defence",018,"Department of National Defence","R & D Construction Ltd, Bonavista, Newfoundland and Labrador","Construction Works - Buildings, Gander, Newfoundland and Labrador",3338309,1033651,3338309
2019/2020,16,"National Defence",018,"Department of National Defence","R C Construction Ltd, Taber, Alberta","Construction Works - Buildings, Wainwright, Alberta",252021,131521,252021
2019/2020,16,"National Defence",018,"Department of National Defence","Ralmax Contracting Ltd, Victoria, British Columbia","Construction Works - Buildings, Victoria, British Columbia",1290479,0,1290479
2019/2020,16,"National Defence",018,"Department of National Defence","Republic Architecture Inc, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",732135,325338,698128
2019/2020,16,"National Defence",018,"Department of National Defence","Rikjak Construction Ltd, Lunenburg, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",543825,0,543825
2019/2020,16,"National Defence",018,"Department of National Defence","Rikjak Construction Ltd, Lunenburg, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1518006,1435156,1518006
2019/2020,16,"National Defence",018,"Department of National Defence","Rikjak Construction Ltd, Lunenburg, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",488526,0,488526
2019/2020,16,"National Defence",018,"Department of National Defence","Robertson Martin Architects Inc, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",274705,69347,69347
2019/2020,16,"National Defence",018,"Department of National Defence","Rolling Tides Construction Inc, Shawnigan Lake, British Columbia","Construction Works - Buildings, Victoria, British Columbia",1025401,792344,792344
2019/2020,16,"National Defence",018,"Department of National Defence","Roscoe Construction Limited, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",787786,768701,768701
2019/2020,16,"National Defence",018,"Department of National Defence","Roscoe Construction Limited, Waterville, Nova Scotia","Construction Works - Buildings, Waterville, Nova Scotia",2588757,1976329,1976329
2019/2020,16,"National Defence",018,"Department of National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Construction Works - Buildings, Greenwood, Nova Scotia",1360431,0,1360431
2019/2020,16,"National Defence",018,"Department of National Defence","Rutherford Contracting Ltd, Aurora, Ontario","Construction Works - Buildings, Borden, Ontario",611738,559122,559122
2019/2020,16,"National Defence",018,"Department of National Defence","Ryfan Inc, Spruce Grove, Alberta","Construction Works - Buildings, Edmonton, Alberta",1241903,708241,708241
2019/2020,16,"National Defence",018,"Department of National Defence","RE Hein Construction, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",3863195,621774,3784412
2019/2020,16,"National Defence",018,"Department of National Defence","RGT Clouthier Construction Ltd, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",1230514,195910,1230514
2019/2020,16,"National Defence",018,"Department of National Defence","RGT Clouthier Construction Ltd, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",300837,300837,300837
2019/2020,16,"National Defence",018,"Department of National Defence","RGT Clouthier Construction Ltd, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",1230515,195910,1230515
2019/2020,16,"National Defence",018,"Department of National Defence","Saskcon Repair Services Ltd, Saskatoon, Saskatchewan","Construction Works - Buildings, Saskatoon, Saskatchewan",1774138,119850,1774138
2019/2020,16,"National Defence",018,"Department of National Defence","Saskcon Repair Services Ltd, Saskatoon, Saskatchewan","Construction Works - Buildings, Saskatoon, Saskatchewan",279970,279970,279970
2019/2020,16,"National Defence",018,"Department of National Defence","Schutt Restoration Services Ltd, Sudbury, Ontario","Construction Works - Buildings, Sudbury, Ontario",760968,159017,760968
2019/2020,16,"National Defence",018,"Department of National Defence","Seaway Construction & Management Inc, Gananoque, Ontario","Construction Works - Buildings, Gananoque, Ontario",2075902,45493,2075902
2019/2020,16,"National Defence",018,"Department of National Defence","SeaFirst Construction Corp, Burnaby, British Columbia","Construction Works - Buildings, Comox, British Columbia",535000,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","SeaFirst Construction Corporation, Burnaby, British Columbia","Construction Works - Buildings, Victoria, British Columbia",419537,419537,419537
2019/2020,16,"National Defence",018,"Department of National Defence","Security Information Sytems Inc, Orlando, Florida","Construction Works - Buildings, Kingston, Ontario",464655,291561,291561
2019/2020,16,"National Defence",018,"Department of National Defence","Shamrock Building Services Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",952875,927975,927975
2019/2020,16,"National Defence",018,"Department of National Defence","Shamrock Building Services Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",1019533,162893,1019533
2019/2020,16,"National Defence",018,"Department of National Defence","Signal Electric Ltd, Central Saanich, British Columbia","Construction Works - Buildings, Trenton, Ontario",1107316,1107316,1107316
2019/2020,16,"National Defence",018,"Department of National Defence","Signal Electric Ltd, Central Saanich, British Columbia","Special Trade Construction Work, Central Saanich, British Columbia",1604641,210369,1604641
2019/2020,16,"National Defence",018,"Department of National Defence","Site Energy Services Inc, Cold Lake, Alberta","Construction Works - Civil Engineering, Cold Lake, Alberta",32558849,733862,32558849
2019/2020,16,"National Defence",018,"Department of National Defence","Société en Commandite Milican, Montréal, Quebec","Longue Pointe Supply Depot, Montréal, Quebec",42660535,1558078,18548969
2019/2020,16,"National Defence",018,"Department of National Defence","Stanley Construction Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",4072138,2104275,2104275
2019/2020,16,"National Defence",018,"Department of National Defence","Steinborn Construction Ltd, Wainwright, Alberta","Construction Works - Buildings, Wainwright, Alberta",605854,278356,605854
2019/2020,16,"National Defence",018,"Department of National Defence","Stint Construction Ltd, Nanaimo, British Columbia","Construction Works - Buildings, Victoria, British Columbia",986237,924596,986237
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",606413,15000,606413
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",405464,405464,405464
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",451444,139879,451444
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",337490,337490,337490
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",2476634,2476634,2476634
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Roslin, Ontario",2126855,1201769,2126855
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Trenton, Ontario",487072,487072,487072
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Trenton, Ontario",468418,468418,468418
2019/2020,16,"National Defence",018,"Department of National Defence","Strong Bros General Contracting Ltd, Roslin, Ontario","Construction Works - Buildings, Trenton, Ontario",595325,595325,595325
2019/2020,16,"National Defence",018,"Department of National Defence","Suer & Pollon Mechanical, Saskatoon, Saskatchewan","Construction Works - Buildings, Suffield, Alberta",333234,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Suer & Pollon Mechanical, Saskatoon, Saskatchewan","Construction Works - Buildings, Suffield, Alberta",698800,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","SNC-Lavalin Inc, Halifax, Nova Scotia","Construction Works - Buildings, Halifax, Nova Scotia",370227,0,370227
2019/2020,16,"National Defence",018,"Department of National Defence","Taj Industrial (TMIF) Ltd, Sunnyside, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",534015,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Taurus Contractors Ltd, Edmonton, Alberta","Construction Works - Buildings, Yellowknife, North West Territories",390526,390526,390526
2019/2020,16,"National Defence",018,"Department of National Defence","Terrassement St-Louis Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",485000,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Terrix Construction Corporation, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",413972,2950,413972
2019/2020,16,"National Defence",018,"Department of National Defence","Tikal Construction Ltd, Mission, British Columbia","Construction Works - Buildings, Mission, British Columbia",395682,253207,395682
2019/2020,16,"National Defence",018,"Department of National Defence","Toitures Quatre-Saisons Inc, Québec, Quebec","Construction Works - Buildings, Québec, Quebec",1598858,1126126,1598858
2019/2020,16,"National Defence",018,"Department of National Defence","Townsend & Sons Contracting Ltd, Bath, Ontario","Construction Works - Buildings, Kingston, Ontario",967050,967050,967050
2019/2020,16,"National Defence",018,"Department of National Defence","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland & Labrador",3450000,813925,813925
2019/2020,16,"National Defence",018,"Department of National Defence","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Construction Works - Buildings, Nelson, British Columbia",304895,108258,304895
2019/2020,16,"National Defence",018,"Department of National Defence","Tri-Tec Project Management Inc, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",1248204,926027,1248204
2019/2020,16,"National Defence",018,"Department of National Defence","Troy Life & Fire Safety Ltd, Owen Sound, Ontario","Construction Works - Buildings, Toronto, Ontario",545874,545874,545874
2019/2020,16,"National Defence",018,"Department of National Defence","True Dimensions, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba",1554429,424529,1554429
2019/2020,16,"National Defence",018,"Department of National Defence","True Dimensions, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",544995,544995,544995
2019/2020,16,"National Defence",018,"Department of National Defence","True Dimensions, Brandon, Manitoba","Construction Works - Buildings, Shilo, Manitoba",426124,426124,426124
2019/2020,16,"National Defence",018,"Department of National Defence","Tuyauterie Expert Inc, Montréal, Quebec","Construction Works - Buildings, Montréal, Quebec",444924,168270,444824
2019/2020,16,"National Defence",018,"Department of National Defence","Tyco Integrated Fire & Security, Mississauga, Ontario","Construction Works - Buildings, Toronto, Ontario",567699,495753,495753
2019/2020,16,"National Defence",018,"Department of National Defence","U Build Inc, Stony Mountain, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba",952946,345760,952946
2019/2020,16,"National Defence",018,"Department of National Defence","Ultimate Construction Inc, Barrie, Ontario","Construction Works - Buildings, Borden, Ontario",3039842,1676482,1676482
2019/2020,16,"National Defence",018,"Department of National Defence","Ultimate Construction Inc, Barrie, Ontario","Construction Works - Buildings, Borden, Ontario",1210340,298181,298181
2019/2020,16,"National Defence",018,"Department of National Defence","UNIBEC Inc Constructions, Dolbeau-Mistassini, Quebec","Construction Works - Buildings, Saguenay, Quebec",2660334,1542616,2574895
2019/2020,16,"National Defence",018,"Department of National Defence","UNIBEC Inc Constructions, Dolbeau-Mistassini, Quebec","Construction Works - Buildings, Saguenay, Quebec",1425604,1402604,1402604
2019/2020,16,"National Defence",018,"Department of National Defence","UNIBEC Inc Constructions, Dolbeau-Mistassini, Quebec","Construction Works - Buildings, Saguenay, Quebec",1541253,1532753,1532753
2019/2020,16,"National Defence",018,"Department of National Defence","Valard Construction LP (Edmonton), Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta",368436,225596,225596
2019/2020,16,"National Defence",018,"Department of National Defence","Valley Refrigeration Limited, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",472400,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Valley Refrigeration Limited, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",1329281,818327,818327
2019/2020,16,"National Defence",018,"Department of National Defence","Value Master Builders Ltd, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta",325622,174950,325622
2019/2020,16,"National Defence",018,"Department of National Defence","Van Horne Construction Ltd, Vaughan, Ontario","Construction Works - Buildings, North Bay, Ontario",10303978,0,0
2019/2020,16,"National Defence",018,"Department of National Defence","Venasse Building Group Inc, North Bay, Ontario","Construction Works - Buildings, North Bay, Ontario",1257411,1107753,1257411
2019/2020,16,"National Defence",018,"Department of National Defence","Venasse Building Group Inc, North Bay, Ontario","Construction Works - Buildings, North Bay, Ontario",267389,145744,145744
2019/2020,16,"National Defence",018,"Department of National Defence","Vezina Electrique Inc, Shannon, Quebec","Construction Works - Buildings, Shannon, Quebec",1532661,546254,1532661
2019/2020,16,"National Defence",018,"Department of National Defence","VCI Controls Inc, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario",1008330,38887,1008330
2019/2020,16,"National Defence",018,"Department of National Defence","VCM Construction Ltd, Saskatoon, Saskatchewan","Construction Works - Buildings, Dundurn, Saskatchewan",285706,194092,194092
2019/2020,16,"National Defence",018,"Department of National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",1743122,1584719,1584719
2019/2020,16,"National Defence",018,"Department of National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",668749,668749,668749
2019/2020,16,"National Defence",018,"Department of National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",429950,50001,429950
2019/2020,16,"National Defence",018,"Department of National Defence","Wade General Contracting Ltd, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario",763623,0,763623
2019/2020,16,"National Defence",018,"Department of National Defence","Wahl Construction Ltd, Medicine Hat, Alberta","Construction Works - Buildings, Medicine Hat, Alberta",653222,219703,653222
2019/2020,16,"National Defence",018,"Department of National Defence","Wahl Construction Ltd, Medicine Hat, Alberta","Construction Works - Buildings, Suffield, Alberta",749076,734094,734094
2019/2020,16,"National Defence",018,"Department of National Defence","Western Mechanical Electrical Millwright, Barrie, Ontario","Construction Works - Buildings, Borden, Ontario",1054777,577000,577000
2019/2020,16,"National Defence",018,"Department of National Defence","Western Mechanical Electrical Millwright, Barrie, Ontario","Construction Works - Buildings, Borden, Ontario",405891,265430,265430
2019/2020,16,"National Defence",018,"Department of National Defence","Wilco Contractors Northwest Inc, Edmonton, Alberta","Special Trade Construction Work, Edmonton, Alberta",1135267,17574,1135267
2019/2020,16,"National Defence",018,"Department of National Defence","Wilson Builders (1978) Limited, Fredericton, New Brunswick","Construction Works - Buildings, Fredericton, New Brunswick",485817,483817,483817
2019/2020,16,"National Defence",018,"Department of National Defence","WS Morgan Construction Limited, Parry Sound, Ontario","Construction Works - Buildings, Borden, Ontario",339124,131400,339124
2019/2020,16,"National Defence",018,"Department of National Defence","WSC Colpitts Developments (2003) Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Fredericton, New Brunswick",813472,469674,469674
2019/2020,16,"National Defence",018,"Department of National Defence","WSC Colpitts Developments (2003) Ltd, Fredericton, New Brunswick","Construction Works - Buildings, Oromocto, New Brunswick",1262039,84733,1262039
2019/2020,16,"National Defence",018,"Department of National Defence","1568796 Ontario Inc, Toronto, Ontario","Construction Works - Buildings, Borden, Ontario",3938311,2437195,2784695
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Bloomfield, Ontario",328279,328279,328279
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Bloomfield, Ontario",322231,322231,322231
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Bloomfield, Ontario",1463828,1250828,1449828
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Bloomfield, Ontario",297232,0,297232
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Bloomfield, Ontario",345555,345555,345555
2019/2020,16,"National Defence",018,"Department of National Defence","2086370 Ontario Inc, Bloomfield, Ontario","Construction Works - Buildings, Kingston, Ontario",380000,333870,333870
2019/2020,16,"National Defence",018,"Department of National Defence","2124140 Ontario Inc o/a Praztek, Timmins, Ontario","Construction Works - Buildings, Timmins, Ontario",1663661,948584,948584
2019/2020,16,"National Defence",018,"Department of National Defence","2852-6648 Québec Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",384402,40670,384402
2019/2020,16,"National Defence",018,"Department of National Defence","44980 (Nfld) Inc, Happy Valley-Goose Bay, Newfoundland and Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador",1136549,100000,1136549
2019/2020,16,"National Defence",018,"Department of National Defence","647514 Ontario Inc o/a Saffco Electrical Heating and Plumbing, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",746215,148410,746215
2019/2020,16,"National Defence",018,"Department of National Defence","647514 Ontario Inc o/a Saffco Electrical Heating and Plumbing, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",718734,15000,718734
2019/2020,16,"National Defence",018,"Department of National Defence","647514 Ontario Inc o/a Saffco EHP, Pembroke, Ontario","Construction Works - Buildings, Petawawa, Ontario",599395,366980,366980
2019/2020,16,"National Defence",018,"Department of National Defence","9006-9311 Québec Inc o/a Devcor (1994), Saint-Jérome, Quebec","Construction Works - Buildings, Saint-Jérome, Quebec",1709234,46352,1709234
2019/2020,16,"National Defence",018,"Department of National Defence","9099-3593 Québec Inc, Saguenay, Quebec","Construction Works - Buildings, Saguenay, Quebec",837417,0,837417
2019/2020,16,"National Defence",018,"Department of National Defence","9354-0391 Quebec Inc o/a NSS Contracting, Montréal, Quebec","Construction Works - Buildings, Bloomfield, Ontario",527308,5408,527308
