Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","SVEMY Construction Ltd, Calgary, Alberta","SVEMY Construction Ltd, Calgary, Alberta","Improvement work of the Iron Gates Tunnel, Kootenay National Park, British Columbia","Travaux d'amélioration du tunnel Iron Gates, Parc national Kootenay, Colombie-Britannique",1795600,143168,1756380
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","SVEMY Construction Ltd, Calgary, Alberta","SVEMY Construction Ltd, Calgary, Alberta","Construction of Hector Gorge salt shed, Banff National Park, Alberta","Construction d'un entrepôt de sel à Hector Gorge, Parc national Banff, Alberta",597525,597525,597525
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Okanagan Aggregates Ltd, Armstrong, British Columbia","Okanagan Aggregates Ltd, Armstrong, Colombie-Britannique","Improvement work of the Lake Louise Drive, Banff National Park, Alberta","Travaux d'amélioration de la promenade du lac Louise, Parc national Banff, Alberta",8107614,6921482,6921482
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Okanagan Aggregates Ltd, Armstrong, British Columbia","Okanagan Aggregates Ltd, Armstrong, Colombie-Britannique","Rehabilitation of Highway 93S, Kootenay National Park, British Columbia","Réfection de l'autoroute 93S, Parc national Kootenay, Colombie-Britannique",658367,646591,646591
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Dynamite Construction Ltd, Kamloops, British Columbia","Dynamite Construction Ltd, Kamloops, Colombie-Britannique","Reprofiling of Highway 93S rock slope, Kootenay National Park, British Columbia","Reprofilage de la pente rocheuse sur l'autoroute 93S, Parc national Kootenay, Colombie-Britannique",906531,764048,764048
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Colas Western Canada Inc, Surrey, British Columbia","Colas Western Canada Inc, Surrey, Colombie-Britannique","Restoration of the Highway 1 pavement, Glacier National Park, British Columbia","Réfection de la chaussée de l'autoroute 1, Parc national des Glaciers, Colombie-Britannique",2410170,672315,2240231
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","CWP Constructors Ltd, Sherwood Park, Alberta","CWP Constructors Ltd, Sherwood Park, Alberta","Improvement work on the snowshed columns, Various locations, British Columbia","Travaux d'amélioration des colonnes des paravalanches, Lieux variés, Colombie-Britannique",3168160,13977,3052551
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Northbridge Financial Corporation, Toronto, Ontario","Northbridge Financial Corporation, Toronto, Ontario","Replacement of the Rogers Pass washroom building roof, Glacier National Park, British Columbia","Remplacement de la toiture du bloc sanitaire au col Rogers, Parc national des Glaciers, Colombie-Britannique",4757119,0,339652
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Spider Excavators Ltd, Golden, British Columbia","Spider Excavators Ltd, Golden, Colombie-Britannique","Improvement work on the East Gate landslide flow check dams, Glacier National Park, British Columbia","Travaux d'amélioration sur les barrages de retenue du glissement de terrain à l'entrée Est, Parc national des Glaciers, Colombie-Britannique",1154723,162700,828020
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Ridgeline Mechanical Ltd, Courtenay, British Columbia","Ridgeline Mechanical Ltd, Courtenay, Colombie-Britannique","Improvement work on the Kwisitis Visitor Centre, Pacific Rim National Park Reserve, British Columbia","Travaux d'amélioration du centre d'accueil Kwisitis, Réserve de parc national Pacific Rim, Colombie-Britannique",2885187,131399,131399
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Ridgeline Mechanical Ltd, Courtenay, British Columbia","Ridgeline Mechanical Ltd, Courtenay, Colombie-Britannique","Improvement work on the Kwisitis Visitor Centre wastewater system, Pacific Rim National Park Reserve, British Columbia","Travaux d'amélioration sur le système des eaux usées du centre d'accueil Kwisitis, Réserve de parc national Pacific Rim, Colombie-Britannique",294565,65595,294565
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","WSP Canada Inc, Montréal, Quebec","WSP Canada Inc, Montréal, Québec","Improvement work on the washroom facilities of the Kwisitis Visitor Centre, Pacific Rim National Park Reserve, British Columbia","Travaux d'amélioration des installations sanitaires du centre d'accueil Kwisitis, Réserve de parc national Pacific Rim, Colombie-Britannique",468757,101952,203626
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","TEP Engineering Canada ULC, Vancouver, British Columbia","TEP Engineering Canada ULC, Vancouver, Colombie-Britannique","Installation of a radio tower, Pacific Rim National Park Reserve, British Columbia","Installation de la tour radio, Réserve de parc national Pacific Rim, Colombie-Britannique",252498,16700,195468
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Alta Pro Electric Ltd, Edmonton, Alberta","Alta Pro Electric Ltd, Edmonton, Alberta","Improvement work on the solar systems, Gwaii Haanas National Park Reserve, British Columbia","Travaux d'amélioration des systèmes solaires, Réserve de parc national Gwaii Haanas, Colombie-Britannique",273833,273833,273833
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","1214592 Ontario Ltd, Scarborough, Ontario","1214592 Ontario Ltd, Scarborough, Ontario","Rehabilitation of the Fort Henry redoubt masonry, Kingston, Ontario","Réfection de la maçonnerie de la redoute du fort Henry, Kingston, Ontario",8020109,3240091,6444307
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Dalcon Constructors Ltd, Ottawa, Ontario","Dalcon Constructors Ltd, Ottawa, Ontario","Replacement of the West Branch Ditch Bridge, Fort Henry National Historic Site, Ontario","Remplacement du pont du fossé de flanquement ouest, Lieu historique national du Fort-Henry, Ontario",2575042,1034549,2575024
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Roof Tile Management Inc, Mississauga, Ontario","Roof Tile Management Inc, Mississauga, Ontario","Rehabilitation of the eastern palisade of Fort Wellington fortifications, Prescott, Ontario","Réfection de la palissade de l'est des fortifications du fort Wellington, Prescott, Ontario",798800,110100,798800
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","818185 Ontario Inc, Brantford, Ontario","818185 Ontario Inc, Brantford, Ontario","Restoration of the Bethune House, Gravenhurst, Ontario","Restauration de la maison Bethune, Gravenhurst, Ontario",472103,285123,285123
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","736902 Ontario Ltd, Woodbridge, Ontario","736902 Ontario Ltd, Woodbridge, Ontario","Rehabilitation of Boundary Road Swing Bridge, Bolsover, Ontario","Réfection du pont tournant du chemin Boundary, Bolsover, Ontario",913903,0,883653
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Canadian National Railway Company, Montréal, Quebec","Compagnie des chemins de fer nationaux du Canada, Montréal, Québec","Rehabilitation of Washago Rail Bridge, Washago, Ontario","Réfection du pont ferroviaire, Washago, Ontario",2196891,0,1064729
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Kingston Mills locks 46 to 49, Kingston, Ontario","Réfection des écluses 46 à 49 de Kingston Mills, Kingston, Ontario",17111866,888243,4077974
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Masonry work on Jones Falls locks 39 to 42, Rideau Canal National Historic Site, Ontario","Travaux de maçonnerie des écluses 39 à 42 de Jones Falls, Lieu historique national du Canal-Rideau, Ontario",24694319,828533,5333381
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Hamlet Swing Bridge, Severn, Ontario","Réfection du pont tournant Hamlet, Severn, Ontario",4484463,15877,836491
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Hogs Back Dam and Fixed Bridge, Ottawa, Ontario","Réfection du barrage et du pont fixe de Hog's Back, Ottawa, Ontario",3402204,0,3396031
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Newboro Lock 36, Newboro, Ontario","Réfection de l'écluse 36 de Newboro, Newboro, Ontario",2499586,44867,1551533
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Scotts Mills Dam at Lock 19, Peterborough, Ontario","Réfection du barrage de Scotts Mills à l'écluse 19, Peterborough, Ontario",4413750,0,4394005
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Burleigh Falls Dam, Selwyn, Ontario","Réfection du barrage de Burleigh Falls, Selwyn, Ontario",2527284,0,2505916
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Nassau Mills Dam at Lock 22, Peterborough, Ontario","Réfection du barrage de Nassau Mills à l'écluse 22, Peterborough, Ontario",2697805,0,1604452
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Whites Portage Dam, Severn, Ontario","Réfection du barrage du Portage Whites, Severn, Ontario",3893095,0,3573302
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Big Chute Marine Railway, Gravenhurst, Ontario","Réfection du ber roulant de Big Chute, Gravenhurst, Ontario",1181050,0,1033417
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Dam 10 at Lock 11 and 12, Trent Hills, Ontario","Réfection du barrage 10 à l'écluse 11 et 12, Trent Hills, Ontario",2458803,0,2458707
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Campbellford Dam, Campbellford, Ontario","Réfection du barrage de Campbellford, Campbellford, Ontario",3921691,0,3906402
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Replacement of valves and rehabilitation of tunnels of Healey Falls locks, Trent-Severn Waterway National Historic Site, Ontario","Remplacement de vannes et réfection de tunnels d'écluses de Healey Falls, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",402952,0,396767
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Construction of northern sector infrastructure, Trent-Severn Waterway National Historic Site, Ontario","Construction d'infrastructures dans le secteur nord, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",2412100,0,1805705
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Construction of dams in the northern sector, Trent-Severn Waterway National Historic Site, Ontario","Construction de barrages dans le secteur nord, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",5350135,2330385,4601688
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of Talbot Dam at Lock 38, Kawartha Lakes, Ontario","Réfection du barrage Talbot à l'écluse 38, Kawartha Lakes, Ontario",5335677,18180,3007504
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Exp Services Inc, Brampton, Ontario","Exp Services Inc, Brampton, Ontario","Rehabilitation of Elliot Falls Dam, Kawartha Lakes, Ontario","Réfection du barrage d'Elliot Falls, Kawartha Lakes, Ontario",363755,0,313872
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Landform Civil Infrastructures Inc, Hamilton, Ontario","Landform Civil Infrastructures Inc, Hamilton, Ontario","Rehabilitation of Bobcaygeon Swing Bridge, Bobcaygeon, Ontario","Réfection du pont tournant de Bobcaygeon, Bobcaygeon, Ontario",3885597,22516,3885597
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Masonry work on Jones Falls locks 39 to 42 (Phase 2), Rideau Canal National Historic Site, Ontario","Travaux de maçonnerie sur les écluses 39 à 42 de Jones Falls (Phase 2), Lieu historique national du Canal-Rideau, Ontario",851301,237175,728730
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Limen Group Const (2019) Ltd, Markham, Ontario","Limen Group Const (2019) Ltd, Markham, Ontario","Rehabilitation of Jones Falls locks 39 to 42 and replacement of Jones Falls Timber Bridge, Rideau Canal National Historic Site, Ontario","Réfection des écluses 36 à 42 de Jones Falls et remplacement du pont en bois, Lieu historique national du Canal-Rideau, Ontario",5651751,4211348,4405746
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Louis W Bray Construction Ltd, Vars, Ontario","Louis W Bray Construction Ltd, Vars, Ontario","Rehabilitation of Newboro Lock 36, Newboro, Ontario","Réfection de l'écluse 36 de Newboro, Newboro, Ontario",6974789,0,4402936
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Maple Reinders Constructors Ltd, Mississauga, Ontario","Maple Reinders Constructors Ltd, Mississauga, Ontario","Construction of the central sector management services, Trent-Severn Waterway National Historic Site, Ontario","Construction du secteur central des services de gestion, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",192019822,0,173995189
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Construction of the central sector management services, Trent-Severn Waterway National Historic Site, Ontario","Construction du secteur central des services de gestion, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",9638839,83671,8588044
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Maple Reinders Constructors Ltd, Mississauga, Ontario","Maple Reinders Constructors Ltd, Mississauga, Ontario","Construction of the south sector management services, Trent-Severn Waterway National Historic Site, Ontario","Construction du secteur sud des services de gestion, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",65937330,0,58474719
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Maple Reinders Constructors Ltd, Mississauga, Ontario","Maple Reinders Constructors Ltd, Mississauga, Ontario","Construction of northern sector infrastructure, Trent-Severn Waterway National Historic Site, Ontario","Construction d'infrastructures dans le secteur nord, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",44844400,18387545,34724450
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Parsons Inc, Markham, Ontario","Parsons Inc, Markham, Ontario","Rehabilitation of Hamlet Swing Bridge, Severn, Ontario","Réfection du pont tournant Hamlet, Severn, Ontario",17290415,0,12745997
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Ross and Anglin Ltd, Ottawa, Ontario","Ross and Anglin Ltd, Ottawa, Ontario","Replacement of the Red Pine Lake Dam, Trent-Severn Waterway National Historic Site, Ontario","Remplacement du barrage du lac Red Pine, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",7314758,0,7178153
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","RW Tomlinson Ltd, Ottawa, Ontario","RW Tomlinson Ltd, Ottawa, Ontario","Replacement of Lower Brewers Swing Bridge, Rideau Canal National Historic Site, Ontario","Remplacement du pont tournant de Lower Brewers, Lieu historique national du Canal-Rideau, Ontario",3833229,19750,3833228
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","RW Tomlinson Ltd, Ottawa, Ontario","RW Tomlinson Ltd, Ottawa, Ontario","Rehabilitation of Kingston Mills locks 46 to 49, Kingston, Ontario","Réfection des écluses 46 à 49 de Kingston Mills, Kingston, Ontario",3752303,2464180,2568293
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","WSP Canada Inc, Montréal, Quebec","WSP Canada Inc, Montréal, Québec","Rehabilitation of Bobcaygeon Swing Bridge, Bobcaygeon, Ontario","Réfection du pont tournant de Bobcaygeon, Bobcaygeon, Ontario",2689557,417545,998871
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","WSP Canada Inc, Montréal, Quebec","WSP Canada Inc, Montréal, Québec","Rehabilitation of Maria Street Bridge, Peterborough, Ontario","Réfection du pont de la rue Maria, Peterborough, Ontario",693827,0,510114
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Reconstruction of Nassau Mills Dam at Lock 22, Trent-Severn Waterway National Historic Site, Ontario","Reconstruction du barrage Nassau Mills à l'écluse 22, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",84248,84248,84248
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Stabilization of Burleigh Dam pier, Trent-Severn Waterway National Historic Site, Ontario","Stabilisation du quai du barrage Burleigh, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",2492894,74717,74717
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","2220742 Ontario Ltd, Burlington, Ontario","2220742 Ontario Ltd, Burlington, Ontario","Stabilization of Burleigh Dam pier, Trent-Severn Waterway National Historic Site, Ontario","Stabilisation du quai du barrage Burleigh, Lieu historique national de la Voie-Navigable-Trent-Severn, Ontario",2618165,125197,1754876
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","9160-5188 Québec Inc, Laval, Quebec","9160-5188 Québec Inc, Laval, Québec","Rehabilitation of workshops and warehouses, Lachine Canal National Historic Site, Quebec","Réfection des ateliers et entrepôts, Lieu historique national du Canal-de-Lachine, Québec",4081457,0,3172868
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Constructions BSL Inc, Saint-Augustin-De-Desmaures, Quebec","Constructions BSL Inc, Saint-Augustin-De-Desmaures, Québec","Rehabilitation of spillway 1, Lachine Canal National Historic Site, Quebec","Réfection du déversoir 1, Lieu historique national du Canal-de-Lachine, Québec",1211880,27995,1211880
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Constructions BSL Inc, Saint-Augustin-De-Desmaures, Quebec","Constructions BSL Inc, Saint-Augustin-De-Desmaures, Québec","Rehabilitation of the support system for the vertical gate of the Carillon Canal lock, Carillon Canal National Historic Site, Quebec","Réfection du système d'appui de la porte verticale de l'écluse du Canal-de-Carillon, Lieu historique national du Canal-de-Carillon, Québec",1293334,163743,1293334
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Rehabilitation of workshops and warehouses, Lachine Canal National Historic Site, Quebec","Réfection des ateliers et entrepôts, Lieu historique national du Canal-de-Lachine, Québec",1751477,0,114376
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Replacement of gates at Lock 2, Lachine Canal National Historic Site, Quebec","Remplacement des portes à l'écluse 2, Lieu historique national du Canal-de-Lachine, Québec",274653,37178,124184
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","SNC-Lavalin Inc, Montréal, Quebec","SNC-Lavalin Inc, Montréal, Québec","Rehabilitation of the spillway, Lachine Canal National Historic Site, Quebec","Réfection des déversoirs, Lieu historique national du Canal-de-Lachine, Québec",1126854,0,909106
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Stantec Consulting Ltd, Edmonton, Alberta","Stantec Consulting Ltd, Edmonton, Alberta","Rehabilitation of lock gates, Lachine Canal National Historic Site, Quebec","Réfection de portes d'écluses, Lieu historique national du Canal-de-Lachine, Québec",1331540,0,15203
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Deric Construction Inc, Québec, Quebec","Construction Deric Inc, Québec, Québec","Refurbishment of security gates, Lachine Canal National Historic Site, Quebec","Réfection des portes de sécurité, Lieu historique national du Canal-de-Lachine, Québec",6257343,3791828,3791828
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Depiedmont Construction Group Inc, Boisbriand, Quebec","Groupe de Construction Depiedmont Inc, Boisbriand, Québec","Replacement of the retaining wall and east caissons of the Côte-St-Paul footbridge, Lachine Canal National Historic Site, Quebec","Remplacement du mur de soutènement et des caissons est de la passerelle Côte-Saint-Paul, Lieu historique national du Canal-de-Lachine, Québec",1624303,1624303,1624303
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","First Response Environmental, Hamilton, Ontario","First Response Environmental, Hamilton, Ontario","Construction and improvement work on the 7501 Steeles Avenue East building, Scarborough, Ontario","Construction et travaux d'amélioration du bâtiment au 7501 Steeles Avenue East, Scarborough, Ontario",608378,10000,608378
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","MacEwen Contracting Ltd, Goodwood, Ontario","MacEwen Contracting Ltd, Goodwood, Ontario","Replacement of septic tanks, Rouge National Urban Park, Ontario","Remplacement de fosses septiques, Parc urbain national de la Rouge, Ontario",465397,377797,457797
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Con-Pro Industries Canada Ltd, Winnipeg, Manitoba","Con-Pro Industries Canada Ltd, Winnipeg, Manitoba","Construction of visitor centres, Rouge National Urban Park, Ontario","Construction de centres d'accueil, Parc urbain national de la Rouge, Ontario",21443700,328000,328000
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Construction of a building for the storage of the artifact collection, Gatineau, Quebec","Construction d'un édifice pour l'entreposage de la collection d'artefacts, Gatineau, Québec",61415001,1446572,53894750
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Department of Public Works and Government Services, Gatineau, Quebec","Ministère des Travaux publics et des Services gouvernementaux, Gatineau, Québec","Replacement of petroleum storage tank systems, Various locations, Quebec","Remplacement des systèmes de stockage de produits pétroliers, Lieux variés, Québec",1937675,705412,705412
2024/2025,37,"Parcs Canada","Parks Canada",124,"Parks Canada Agency","Agence Parcs Canada","Contracts under $250,000 and cost plus contracts under $25,000 (90 contractors)","Contrats inférieurs à 250 000 $ et contrats à prix coûtant majoré inférieurs à 25 000 $ (90 entrepreneurs)",Total,Total,0,14732755,0
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Plomberie Charbonneau Inc, Boucherville, Quebec","Plomberie Charbonneau Inc, Boucherville, Québec","BOU main building heat recovery pump replacement, Quebec","BOU remplacement d'une pompe de récouverte, Québec",479999,191498,191498
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","TK Elevator (Canada) Ltd, Ottawa, Ontario","TK Elevator (Canada) Ltd, Ottawa, Ontario","M-50 Lobby Elev#1 Partial Modernization and Elev #4 Complete modernization, Ontario","M-50 modernisation partielle du lobby d'ascenceur #1, moderinsation complète du lobby d'ascenceur #4, Ontario",398605,0,0
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Govan Brown & Associates Ltd, Ottawa, Ontario","Govan Brown & Associates Ltd, Ottawa, Ontario","S-77 washroom renewals, Saskatchewan","Renouvellement des salles de bain S-77, Saskatchewan",412208,254078,254078
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","Black & Mcdonald Ltd, Ottawa, Ontario","Black & Mcdonald Ltd, Ottawa, Ontario","U66 RCT Cooling Tower Replacement, Ontario","Remplacement du tour de refroidissement du bâtiment U-66, Ontario",2341000,279466,279466
2024/2025,14,"Innovation, Sciences et Industrie","Innovation, Science and Industry",035,"National Research Council of Canada","Conseil national de recherches du Canada","T.P. Crawford Ltd, Ottawa, Ontario","T.P. Crawford Ltd, Ottawa, Ontario","Replacement of Fan Coil at S77, Ontario","Remplacement d'un bobine pour un ventilateur à S77, Ontario",390000,0,0
