Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Emmons & Mitchell Construction 2000 Ltd, Kingston, Ontario","Emmons & Mitchell Construction 2000 Ltd, Kingston, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",542315,182537,14740458
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Empower Airport Systems inc, Ancaster, Ontario","Empower Airport Systems inc, Ancaster, Ontario","Construction Works - Buildings, Ancaster, Ontario","Travaux de construction - Bâtiments, Ancaster, Ontario",272645,542315,542315
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Englobe Corp, Dartmouth, Nova Scotia","Englobe Corp, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",23230594,48809,272645
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Entreprise de Construction T E Q Inc, Saint-Jean-sur-Richelieu, Quebec","Entreprise de Construction T E Q Inc, Saint-Jean-sur-Richelieu, Québec","Construction Works - Buildings, Saint-Jean-sur-Richelieu, Quebec","Travaux de construction - Bâtiments, Saint-Jean-sur-Richelieu, Québec",1016427,0,23179536
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ernst Hansch Construction Ltd, Winnipeg, Manitoba","Ernst Hansch Construction Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1968321,155530,944167
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Evolvecomp Construction Inc, Calgary, Alberta","Evolvecomp Construction Inc, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",2935445,45000,1968321
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Evolvecomp Construction Inc, Calgary, Alberta","Evolvecomp Construction Inc, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",752064,924878,2935445
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Evolvecomp Construction Inc, Calgary, Alberta","Evolvecomp Construction Inc, Calgary, Alberta","Construction Works - Buildings, Holberg Roof, British Columbia","Travaux de construction - Bâtiments, Holberg Roof, Colombie-Britannique",412162,707682,707682
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Excavation des Nations Inc, Wendake, Quebec","Excavation des Nations Inc, Wendake, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",6811157,324716,324716
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Excel-7 Ltd, Brandon, Manitoba","Excel-7 Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",173811522,693133,6811157
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","EBC Inc, Ancienne-Lorette, Quebec","EBC Inc, Ancienne-Lorette, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",1677778,55715577,155840035
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","ETKA Construction Inc, Toronto, Ontario","ETKA Construction Inc, Toronto, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",1347183,120231,120231
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","ETKA Construction Inc, Toronto, Ontario","ETKA Construction Inc, Toronto, Ontario","Construction Works - Buildings, North Bay, Ontario","Travaux de construction - Bâtiments, North Bay, Ontario",419999,530232,530232
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","ETKA Construction Inc, Toronto, Ontario","ETKA Construction Inc, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",482370,362650,419999
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","ETKA Construction Inc, Toronto, Ontario","ETKA Construction Inc, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",865141,452370,482370
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Farmer Construction Ltd, Victoria, British Columbia","Farmer Construction Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Esquimalt, British Columbia","Travaux de construction - Bâtiments, Esquimalt, Colombie-Britannique",3544000,0,865141
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Farmer Construction Ltd, Victoria, British Columbia","Farmer Construction Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",3084712,109604,109605
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Farmer Construction Ltd, Victoria, British Columbia","Farmer Construction Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",853702,1125078,1125078
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ferro-Chemi-Crete Engineering Limited, Saint John, New Brunswick","Ferro-Chemi-Crete Engineering Limited, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",783000,747136,747136
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ferro-Chemi-Crete Engineering Limited, Saint John, New Brunswick","Ferro-Chemi-Crete Engineering Limited, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",941965,11500,11500
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Flynn Canada Ltd (Winnipeg), Winnipeg, Manitoba","Flynn Canada Ltd (Winnipeg), Winnipeg, Manitoba","Construction Works - Buildings, Manitoba, Manitoba","Travaux de construction - Bâtiments, Manitoba, Manitoba",1026612,613950,613950
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Flynn Canada Ltd, Mississauga, Ontario","Flynn Canada Ltd, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",774450,213988,941841
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Flynn Canada Ltd, Winnipeg, Manitoba","Flynn Canada Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",514823,80731,774450
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Flynn Canada Ltd, Winnipeg, Manitoba","Flynn Canada Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1307152,0,514823
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Frecon Construction, Russell, Ontario","Frecon Construction, Russell, Ontario","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",3157403,738923,738923
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Frecon Construction, Russell, Ontario","Frecon Construction, Russell, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",4647734,0,3157403
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Frecon Construction, Russell, Ontario","Frecon Construction, Russell, Ontario","Construction Works - Buildings, Russell, Ontario","Travaux de construction - Bâtiments, Russell, Ontario",1433367,4462401,4564636
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Frecon Construction, Russell, Ontario","Frecon Construction, Russell, Ontario","Construction Works - Buildings, Russell, Ontario","Travaux de construction - Bâtiments, Russell, Ontario",14288943,1214570,1347925
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Fred Trottier Construction Ltd, Ottawa, Ontario","Fred Trottier Construction Ltd, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",320597,6080446,7185991
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","G A Leblanc Construction and Services, Halifax, Nova Scotia","G A Leblanc Construction and Services, Halifax, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",580000,320597,320597
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","G.A. Leblanc Construction and Services, Halifax, Nova Scotia","G.A. Leblanc Construction and Services, Halifax, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",704136,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gagne & Roy Inc, Sherbrooke, Quebec","Gagne & Roy Inc, Sherbrooke, Québec","Construction Works - Buildings, Sherbrooke, Quebec","Travaux de construction - Bâtiments, Sherbrooke, Québec",1266627,704136,704136
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gary Parker Excavating Ltd, Greenwood, Nova Scotia","Gary Parker Excavating Ltd, Greenwood, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",9126521,706969,1055009
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gen Mec ACL Inc, Bonnyville, Alberta","Gen Mec ACL Inc, Bonnyville, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",1120120,0,9126521
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gen-Pro, Burlington, Ontario","Gen-Pro, Burlington, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",4984385,27774,27774
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Georgian Paving Ltd, Midhurst, Ontario","Georgian Paving Ltd, Midhurst, Ontario","Construction Works - Buildings, Midhurst, Ontario","Travaux de construction - Bâtiments, Midhurst, Ontario",1430709,4134480,4812858
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Georgian Paving, a division of Miller, Midhurst, Ontario","Georgian Paving, a division of Miller, Midhurst, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",3896309,1430709,1430709
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Germain Construction Inc, Sainte-Foy, Quebec","Germain Construction Inc, Sainte-Foy, Québec","Construction Works - Buildings, Sainte-Foy, Quebec","Travaux de construction - Bâtiments, Sainte-Foy, Québec",1392222,1815485,3862018
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Germain Construction Inc, St-Augustin-de-Desmaures, Quebec","Germain Construction Inc, St-Augustin-de-Desmaures, Québec","Construction Works - Buildings, Sainte-Foy, Quebec","Travaux de construction - Bâtiments, Sainte-Foy, Québec",411614,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gigari les Entreprises de Construction, Chicoutimi, Quebec","Gigari les Entreprises de Construction, Chicoutimi, Québec","Construction Works - Buildings, Chicoutimi, Quebec","Travaux de construction - Bâtiments, Chicoutimi, Québec",325600,240486,240486
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Gilles Veilleux Ltee, Dolbeau-Mistassini, Quebec","Gilles Veilleux Ltee, Dolbeau-Mistassini, Québec","Construction Works - Buildings, La Baie, Quebec","Travaux de construction - Bâtiments, La Baie, Québec",966650,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GlobalTech Group Ltd, Edmonton, Alberta","GlobalTech Group Ltd, Edmonton, Alberta","Construction Works - Buildings, Suffield, Alberta","Travaux de construction - Bâtiments, Suffield, Alberta",780385,24795,24795
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greendale Resources Inc, Hammonds Plains, Nova Scotia","Greendale Resources Inc, Hammonds Plains, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",319671,760385,760385
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greendale Resources Inc, Hammonds Plains, Nova Scotia","Greendale Resources Inc, Hammonds Plains, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",862222,319671,319671
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greendale Resources Inc, Hammonds Plains, Nova Scotia","Greendale Resources Inc, Hammonds Plains, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",479341,576148,576148
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greendale Resources Inc, Lower Sackville, Nova Scotia","Greendale Resources Inc, Lower Sackville, Nouvelle-Écosse","Construction Works - Buildings, Hammonds Plains, Nova Scotia","Travaux de construction - Bâtiments, Hammonds Plain, Nouvelle-Écosse",3193431,5000,479341
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greytop Commercial Construction, Dartmouth, Nova Scotia","Greytop Commercial Construction, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",3957684,0,3193431
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Greytop Commercial Construction, Dartmouth, Nova Scotia","Greytop Commercial Construction, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",264738,172506,3957684
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Ground Truth Archaeology Limited, Mallorytown, Ontario","Ground Truth Archaeology Limited, Mallorytown, Ontario","Construction Works - Buildings, Mallorytown, Ontario","Travaux de construction - Bâtiments, Mallorytown, Ontario",32871711,36608,264738
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Groupe GEYSER Inc, Saint-Hubert, Quebec","Groupe GEYSER Inc, Saint-Hubert, Québec","Construction Works - Buildings, Saint-Jean-sur-Richelieu, Quebec","Travaux de construction - Bâtiments, Saint-Jean-sur-Richelieu, Québec",1497026,799681,32871711
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Groupe Symaco Inc, Québec, Quebec","Groupe Symaco Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",815428,1338466,1370363
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Groupe Symaco Inc, Québec, Quebec","Groupe Symaco Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",2033775,138648,138648
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GCP Inc Construction, St-Jean-sur-Richelieu, Quebec","GCP Inc Construction, St-Jean-sur-Richelieu, Québec","Construction Works - Buildings, St-Jean-sur-Richelieu, Quebec","Travaux de construction - Bâtiments, St-Jean-sur-Richelieu, Québec",296353,160983,2020575
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GEMTEC Consulting Engineers & Scientists, Ottawa, Ontario","GEMTEC Consulting Engineers & Scientists, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",337867,114464,114464
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GER-RO Methodex Inc, Chicoutimi, Quebec","GER-RO Methodex Inc, Chicoutimi, Québec","Construction Works - Buildings, Chicoutimi, Quebec","Travaux de construction - Bâtiments, Chicoutimi, Québec",500272,70101,70102
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GHD Limited (Halifax), Bedford, Nova Scotia","GHD Limited (Halifax), Bedford, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",674422,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GMR Inc, Lévis, Quebec","GMR Inc, Lévis, Québec","Construction Works - Buildings, Lévis, Quebec","Travaux de construction - Bâtiments, Lévis, Québec",631183,674422,674422
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GMR Inc, Lévis, Quebec","GMR Inc, Lévis, Québec","Construction Works - Buildings, Lévis, Quebec","Travaux de construction - Bâtiments, Lévis, Québec",500584,477642,477642
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","GRC/Cohos - Architects in Joint Venture, Ottawa, Ontario","GRC/Cohos - Architects in Joint Venture, Ottawa, Ontario","Construction Works - Buildings, Ottawa, Ontario","Travaux de construction - Bâtiments, Ottawa, Ontario",6807411,1652,330950
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","H & H Construction Inc, Petawawa, Ontario","H & H Construction Inc, Petawawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",844797,4868605,6807411
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Harbuilt Construction Ltd, Moosomin, Saskatchewan","Harbuilt Construction Ltd, Moosomin, Saskatchewan","Construction Works - Buildings, Shilo, Manitoba","Travaux de construction - Bâtiments, Shilo, Manitoba",1896172,42291,844797
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Henneberry Electrical Contractors Ltd, Victoria, British Columbia","Henneberry Electrical Contractors Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",1575000,667602,667602
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Heritage Restoration Inc, Uxbridge, Ontario","Heritage Restoration Inc, Uxbridge, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",1308850,910930,910930
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Heron Enterprises Inc, Saint John, New Brunswick","Heron Enterprises Inc, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",1279591,0,0
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Heron Enterprises Inc, Saint John, New Brunswick","Heron Enterprises Inc, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",549614,1270661,1270661
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Heron Enterprises Inc, Saint John, New Brunswick","Heron Enterprises Inc, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",847659,549614,549614
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Heron Enterprises Inc, Saint John, New Brunswick","Heron Enterprises Inc, Saint John, Nouveau-Brunswick","Construction Works - Buildings, Saint John, New Brunswick","Travaux de construction - Bâtiments, Saint John, Nouveau-Brunswick",3134659,0,847659
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Hogan Paving Limited, Fredericton, New Brunswick","Hogan Paving Limited, Fredericton, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",979046,2993613,2993613
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Home Completions Inc, Calgary, Alberta","Home Completions Inc, Calgary, Alberta","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",269373,2300,979046
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Home Completions Inc, Calgary, Alberta","Home Completions Inc, Calgary, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",948584,262377,262377
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Home Completions Inc, Calgary, Alberta","Home Completions Inc, Calgary, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",893527,948584,948584
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Houle Electric Limited, Burnaby, British Columbia","Houle Electric Limited, Burnaby, Colombie-Britannique","Construction Works - Buildings, Burnaby, British Columbia","Travaux de construction - Bâtiments, Burnaby, Colombie-Britannique",1942941,327519,893527
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Humaco Tondiah inc (Wendake), Wendake, Quebec","Humaco Tondiah inc (Wendake), Wendake, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",1053692,1771623,1771623
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Industra Construction Corp, Surrey, British Columbia","Industra Construction Corp, Surrey, Colombie-Britannique","Construction Works - Buildings, Surrey, British Columbia","Travaux de construction - Bâtiments, Surrey, Colombie-Britannique",1338127,0,1053692
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Industra-Liard Construction Ltd, Surrey, British Columbia","Industra-Liard Construction Ltd, Surrey, Colombie-Britannique","Construction Works - Buildings, Surrey, British Columbia","Travaux de construction - Bâtiments, Surrey, Colombie-Britannique",3441603,545267,1338127
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Insituform Technologies Limited, Edmonton, Alberta","Insituform Technologies Limited, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",1467329,15000,3441603
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Integrated SMEC Inc, Ottawa, Ontario","Integrated SMEC Inc, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",320881,0,1467329
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Inter-Projet / 9099-3593 Quebec Inc, Saguenay, Quebec","Inter-Projet / 9099-3593 Québec Inc, Saguenay, Québec","Construction Works - Buildings, Chicoutimi, Quebec","Travaux de construction - Bâtiments, Chicoutimi, Québec",1580659,226794,226794
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Inter-Projet / 9099-3593 Quebec Inc, Saguenay, Quebec","Inter-Projet / 9099-3593 Québec Inc, Saguenay, Québec","Construction Works - Buildings, Saguenay, Quebec","Travaux de construction - Bâtiments, Saguenay, Québec",336640,1580659,1580659
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Interworks Contracting Ltd, Edmonton, Alberta","Interworks Contracting Ltd, Edmonton, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",657488,7700,7700
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Iron Maple Constructors Incorporated, Dartmouth, Nova Scotia","Iron Maple Constructors Incorporated, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",1848713,175383,654628
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Iron Maple Constructors Incorporated, Dartmouth, Nova Scotia","Iron Maple Constructors Incorporated, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",2376974,1275697,1838713
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Iron Maple Constructors Incorporated, Dartmouth, Nova Scotia","Iron Maple Constructors Incorporated, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",537735,382362,382362
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Iron Maple Constructors Incorporated, Dartmouth, Nova Scotia","Iron Maple Constructors Incorporated, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",578170,21656,21656
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Isofor Inc, Alma, Quebec","Isofor Inc, Alma, Québec","Construction Works - Buildings, Alma, Quebec","Travaux de construction - Bâtiments, Alma, Québec",963989,369168,578170
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Isofor Inc, Alma, Quebec","Isofor Inc, Alma, Québec","Construction Works - Buildings, Alma, Quebec","Travaux de construction - Bâtiments, Alma, Québec",388534,193540,924906
2023/2024,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Isofor Inc, Alma, Quebec","Isofor Inc, Alma, Québec","Construction Works - Buildings, La Baie, Quebec","Travaux de construction - Bâtiments, La Baie, Québec",712173,192091,192091
