Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Robson Energy Services Ltd, Valemount, British Columbia","Replacement of Logan Creek bridge on the West Coast Trail, Pacific Rim National Park Reserve, British Columbia",840122,11604,11604
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Zutphen Contractors, Southwest Mabou, Nova Scotia","Replacement of MacKenzie River Bridge, Neil's Harbour, Nova Scotia",3386388,2042868,3355644
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of Neil's Brook Bridge, Neil's Harbour, Nova Scotia",574326,34593,574326
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Zutphen Contractors, Southwest Mabou, Nova Scotia","Replacement of Neil's Brook Bridge, Neil's Harbour, Nova Scotia",3241841,312450,3241841
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Alva Construction Ltd, Antigonish, Nova Scotia","Replacement of North Aspy Brook Bridge, Neil's Harbour, Nova Scotia",3551851,575021,3551851
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Dexter Construction Company Ltd, Bedford, Nova Scotia","Replacement of North Aspy River Bridge South, Neil's Harbour, Nova Scotia",3966749,1285287,1285287
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","GMK Equipment Rentals Ltd, Port Blandford, Newfoundland and Labrador","Replacement of North West River Bridge, Glovertown, Newfoundland and Labrador",586916,586916,586916
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of North West River Bridge, Glovertown, Newfoundland and Labrador",9943033,134698,9942980
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Flyer Electric, Birch Hills, Saskatchewan","Replacement of potable water distribution system, Waskesiu Lake, Saskatchewan",323695,323694,323694
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Border Holdings Ltd, Cranbrook, British Columbia","Replacement of roof, Radium Hot Springs, British Columbia",994541,0,502520
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of Sawer Creek Dam at Lock 25, Peterborough, Ontario",25256665,796292,1180574
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","LLF Lawyers LLP, Peterborough, Ontario","Replacement of Scotts Mills Dam at Lock 19, Peterborough, Ontario",469900,469900,469900
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of sprinkler systems and rehabilitation of fire alarm system, Grosse-Île, Quebec",527189,247767,436091
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Service d'extincteurs Neufchatel Inc, Québec, Quebec","Replacement of sprinklers and rehabilitation of fire alarm system, Grosse-Île, Quebec",1359309,1198276,1198276
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Northern Contracting Ltd, Sydney, Nova Scotia","Replacement of the Clyburn Brook Bridge, Ingonish, Nova Scotia",5222557,1890421,5222557
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of the Clyburn Brook Bridge, Ingonish, Nova Scotia",1084364,309013,947017
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of the fire hall, Grasslands National Park, Saskatchewan",320108,0,320108
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Quorex Construction Services Ltd, Regina, Saskatchewan","Replacement of the fire hall, Grasslands National Park, Saskatchewan",1507423,1482423,1482423
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of the guard gate of Nassau Dam, Peterborough, Ontario",15533482,2874496,3079038
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Site Intégration Plus Inc, Boucherville, Quebec","Replacement of the lighting system at Fort Chambly National Historic Site, Chambly, Quebec",292518,156029,292183
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of the palisades at Fort Battleford National Historic Site, Battleford, Saskatchewan",1031245,14159,1031245
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Replacement of the roof and HVAC system of the Operations Compound, Banff National Park, Alberta",2658519,2561749,2561749
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","MVC Ocean Inc, Trois-Rivières, Quebec","Replacement of the safety boom of the Saint-Ours Canal National Historic Site dam, Saint-Ours, Quebec",289130,289130,289130
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Johnson's Construction Ltd, Corner Brook, Newfoundland and Labrador","Replacement of the Southeast Brook Bridge, Gros Morne National Park, Newfoundland and Labrador",4438253,1520372,4201589
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Replacement of the St Peters Swing Bridge, St Peter's, Nova Scotia",16850000,2186721,16727736
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Westco Construction Ltd, Lethbridge, Alberta","Replacement of viewing platforms, Waterton Lakes National Park, Alberta",1532605,139349,1521715
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Bighorn Construction Ltd, Medicine Hat, Alberta","Replacement of washroom and shower facilities, Waterton Lakes National Park, Alberta",2094816,89089,2094816
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Brenex Building Corporation Ltd, Edmonton, Alberta","Replacement of washroom facilities in the Astotin Recreation Area, Elk Island National Park, Alberta",1437092,1437092,1437092
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Allan Construction Co Ltd, Saskatoon, Saskatchewan","Replacement of Waskesiu Marina dock, Prince Albert National Park, Saskatchewan",3370959,387522,3370959
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Birt & Mackay Construction, Charlottetown, Prince Edward Island","Replacement of wasterwater system at Stanhope Campground, Prince Edward Island National Park, Prince Edward Island",1118435,596019,596019
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Marcel Guimond et fils Inc, Saint-Adelphe, Quebec","Replacement of wastewater treatment systems, La Mauricie National Park, Quebec",699093,584554,584554
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Marcel Guimond et fils Inc, Saint-Adelphe, Quebec","Replacement of wastewater treatment systems, La Mauricie National Park, Quebec",304381,11546,302013
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","MacDonald Paving & Construction Ltd, Moncton, New Brunswick","Replacement of water distribution system, Fundy National Park, New Brunswick",1124828,0,0
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","National Structures 2011 Inc, Demorestville, Ontario","Replacement of wharves at Black Rapids Lock Station, Ottawa, Ontario",1803053,1527216,1527216
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Thomas Fuller Construction Co Ltd, Ottawa, Ontario","Replacement of wharves at Black Rapids Lock Station, Ottawa, Ontario",978021,882503,882503
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Cantex-Okanagan Construction Ltd, Penticton, British Columbia","Reprofiling of the rock slope of the Trans-Canada Highway, Yoho National Park, British Columbia",6613957,0,0
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Greenfield Construction Ltd, Miramichi, New Brunswick","Reprofiling of the rock slope of the Trans-Canada Highway, Yoho National Park, British Columbia",9580824,5298459,9580824
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Groupe Michel Leclerc Inc, Sherbrooke, Quebec","Restoration of Cap-des-Rosiers beach, Forillon National Park, Quebec",3021438,2367222,2367222
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Heritage Restoration Inc, Whitchurch-Stouffville, Ontario","Restoration of Champlain Monument, Orillia, Ontario",1196897,709397,709397
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Stantec Consulting Ltd, Edmonton, Alberta","Restoration of supporting walls, Lachine Canal, Quebec",1407736,205929,1279667
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","TR Hinan Contractors Inc, Fonthill, Ontario","Restoration of the Barrack Building at Butler's Barracks National Historic Site, Niagara-on-the-Lake, Ontario",1406638,1378282,1378282
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Commodores Boats Ltd, Delta, British Columbia","Restoration of the Dredge No 4 National Historic Site, Dawson, Yukon",2553830,329071,2218206
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Restoration of the left flank of Ursulines Bastion, Québec, Quebec",2135630,26036,94626
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Restoration of the main Lock, Carillon Canal, Quebec",1416026,0,1416026
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Restoration of the right and left sides of St-Louis Bastion, Québec, Quebec",1241256,211090,430137
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Restoration of the St John Bastion, Québec, Quebec",1878881,104909,104909
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Stantec Consulting Ltd, Edmonton, Alberta","Restoration of walls, Lachine Canal, Quebec",2120660,497410,497410
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","McKnight Enterprises Ltd, Red Deer County, Alberta","Retaining wall replacement along Bow Valley Parkway, Banff National Park, Alberta",4190900,1746055,1746055
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Road realignment and culvert replacement, Cape Breton Highlands National Park, Nova Scotia",9897242,15862,9897242
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Torrent Energy Services Inc, Weyburn, Saskatchewan","Rock Creek Campground upgrades, Grasslands National Park, Saskatchewan",1679081,856612,1461759
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Roof replacements at Fort Rodd Hill National Historic Site, Victoria, British Columbia",1727088,1349088,1727088
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Neds Creek Blasting Ltd, Kamloops, British Columbia","Safety improvements along Highway 93N, Jasper National Park, Alberta",339439,339439,339439
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Barrie Mackay Contracting Ltd, Cranbrook, British Columbia","Safety improvements of the Trans-Canada Highway, Glacier National Park, British Columbia",7971514,3111206,3837338
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Emil Anderson Construction Inc, Kelowna, British Columbia","Safety improvements of the Trans-Canada Highway, Glacier National Park, British Columbia",9529567,3680089,3691500
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Birch Hill Construction Ltd, Moncton, New Brunswick","Sewage collection pipe replacement in South Kouchibouguac campground, Kouchibouguac National Park, New Brunswick",533456,251753,251753
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Pattison Sign Group, Toronto, Ontario","Sign replacement, Banff National Park, Alberta",431910,431910,431910
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Innovative Drilling, Dartmouth, Nova Scotia","Slope stabilization along the Cabot Trail Highway on Little Smokey, Cape Breton Highlands National Park, Nova Scotia",486828,486828,486828
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Zutphen Contractors, Southwest Mabou, Nova Scotia","Slope stabilization along the Cabot Trail Highway on North Mountain, Cape Breton Highlands National Park, Nova Scotia",939589,939589,939589
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Highline Electrical Constructors Ltd, Edmonton, Alberta","Smart parking infrastructure, Banff National Park, Alberta",385094,311204,311204
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Oskar Construction Ltd, Banff, Alberta","Stabilization of a rock wall, Banff National Park, Alberta",602909,280610,602909
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Masontech Inc, Halifax, Nova Scotia","Stabilization of south front masonry walls of the Halifax Citadel, Halifax, Nova Scotia",5462394,2545213,3203331
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","2248927 Ontario Inc, Sault Ste Marie, Ontario","Stabilization of the store building, Sault Ste Marie, Ontario",2414022,928424,2267398
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Riddell Kurczaba Architecture Engineering Interior Design, Calgary, Alberta","Staff housing development, Banff National Park, Alberta",342000,190150,190150
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Riddell Kurczaba Architecture Engineering Interior Design, Calgary, Alberta","Staff housing development, Banff National Park, Alberta",304022,116002,253698
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Zero Defects, Toronto, Ontario","Stone masonry restoration of various points around Fort Missisauga, Niagara-on-the-Lake, Ontario",337108,58662,58662
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Stantec Consulting Ltd, Edmonton, Alberta","Structural stabilization of the powerhouse, Sault Ste Marie, Ontario",1012563,101701,1012563
2017/2018,06,"Environment and Climate Change",007,"Department of the Environment","Contracts under $250,000 and cost plus contracts under $25,000 (21 contractors)",,0,228769,0
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Contracts under $250,000 and cost plus contracts under $25,000 (254 contractors)",,0,8101073,0
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Trail revitalization, Fundy National Park, New Brunswick",377648,75575,268771
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Ninco Construction Ltd, Salmo, British Columbia","Twinning of the Trans-Canada Highway, Yoho National Park, British Columbia",2533232,2319014,2319014
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Okanagan Aggregates Ltd, Armstrong, British Columbia","Twinning of the Trans-Canada Highway, Yoho National Park, British Columbia",28539768,16803602,21398474
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Ironclad Earthworks Ltd, Calgary, Alberta","Upgrade of utilities at the Tunnel Mountain Campground, Banff National Park, Alberta",5571088,1441611,5508388
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Upgrade of wastewater facilities, Elk Island National Park, Alberta",3889198,11288,3889198
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Upgrade of wastewater facilities, Prince Albert National Park, Saskatchewan",1018112,319607,1014676
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Upgrade of wastewater treatment plant, Jasper National Park, Alberta",6047998,880077,3410280
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Upgrades of storage tank systems, Various locations, Various provinces",6064366,1356333,5604529
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Upgrades to the kiosk building and entrance way, Glovertown, Newfoundland and Labrador",1264790,0,1224894
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Various repairs to the grounds area, Radium Hot Springs, British Columbia",596000,496811,496811
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Willbros Canada Holdings ULC, Edmonton, Alberta","Wastewater treatment plant upgrades, Lake Louise, Alberta",1080530,0,849618
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Water and sewer infrastructure improvements at Fort Langley and Fort Rodd Hill, Various locations, British Columbia",4047910,2007910,2098910
2017/2018,06,"Environment and Climate Change",124,"Parks Canada Agency","Public Works and Government Services, Gatineau, Quebec","Work on the Traverse Trail, Pacific Rim National Park Reserve, British Columbia",31399429,3827573,8327565
2017/2018,07,Finance,011,"Office of the Superintendent of Financial Institutions","Great West Life, Ottawa, Ontario","FAC009 Automatic elevator doors, Ottawa, Ontario",305732,303732,303732
2017/2018,07,Finance,011,"Office of the Superintendent of Financial Institutions","Brookfield, Montréal, Quebec","Montréal leasehold improvements, Montréal, Quebec",779442,19603,766888
2017/2018,07,Finance,011,"Office of the Superintendent of Financial Institutions","Bentall Kennedy, Toronto, Ontario","Toronto kitchens and collaboration space, Toronto, Ontario",481884,439574,439574
2017/2018,07,Finance,011,"Office of the Superintendent of Financial Institutions","Contracts under $250,000 and cost plus contracts of less than $25,000 (3 contractors)",,0,175398,0
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Farrell's Excavating Limited, Mount Pearl, Newfoundland and Labrador","Access road upgrade, Cape Race, Newfoundland and Labrador",4540612,1290334,1290334
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Christopher Anthony Magnus, Salt Spring Island, British Columbia","Acquisition of Canadian Coast Guard crew quarters in Ganges, Salt Spring Island, Bristish Columbia",568883,568883,568883
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","B & R Enterprises Limited, Springdale, Newfoundland and Labrador","Armour stone protection, Wild Cove, Newfoundland and Labrador",666500,664000,664000
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Marine Contractors Inc, Corner Brook, Newfoundland and Labrador","Basin maintenance dredging, Little Port, Newfoundland and Labrador",283750,283750,283750
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Online Constructors Ltd, Abbotsford, British Columbia","Bella Bella float reconstruction, Campbell Island, British Columbia",412565,412565,412565
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","6935825 NB Inc, New Mills, New Brunswick","Breakwater construction, New Mills, New Brunswick",786980,520178,786980
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Hollow Water First Nation - Weri Construction Ltd, West St Paul, Manitoba","Breakwater construction, Playgreen Point, Manitoba",1174532,660160,1151917
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Dynamic Construction, Harbour Breton, Newfoundland and Labrador","Breakwater contruction and floating docks, Petite Forte, Newfoundland and Labrador",444718,444718,444718
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Acadian Marine & Diving Ltd, Caraquet, New Brunswick","Breakwater extension and crib structure replacement, Parker's Cove, Nova Scotia",1982849,1359472,1750281
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Dexter Construction Company Ltd, Bedford, Nova Scotia","Breakwater extension at the Dublin Shore Harbour Facility, Dublin Shore, Nova Scotia",811336,0,811336
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Dexter Construction Company Ltd, Bedford, Nova Scotia","Breakwater extension at Upper Port LaTour, Shelburne County, Nova Scotia",1329676,1329676,1329676
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Harlow Construction Ltd, Shelburne, Nova Scotia","Breakwater extension construction, Gunning Cove, Nova Scotia",2701639,2701639,2701639
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Coady Construction and Excavating Ltd, Torbay, Newfoundland and Labrador","Breakwater extension, Musgrave, Newfoundland and Labrador",549000,548803,548803
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador","Breakwater improvements, Gooseberry Cove, Newfoundland and Labrador",284000,283701,283701
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Dexter Construction Company Ltd, Bedford, Nova Scotia","Breakwater improvements, Pinkney's Point, Nova Scotia",965785,0,965785
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Dynamic Construction, Harbour Breton, Newfoundland and Labrador","Breakwater reconstruction, Bay de Verde, Newfoundland and Labrador",640000,124737,124737
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","B & R Enterprises Limited, Springdale, Newfoundland and Labrador","Breakwater reconstruction, Shoal Cove West, Newfoundland and Labrador",1289742,989742,1288592
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador","Breakwater repairs, Grates Cove, Newfoundland and Labrador",445000,444142,444142
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Fougere Menchenton, St John's, Newfoundland and Labrador","Building modification, St John's, Newfoundland and Labrador",4484900,34163,34163
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Salish Sea Industrial Services Ltd, Victoria, British Columbia","Campbell River Heavy Equipment Rental-Timber Wharf Demolition, Victoria, British Columbia",1062880,1062880,1062880
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Vancouver Pile Driving Ltd, Vancouver, British Columbia","Campbell River redredging, Campbell, British Columbia",1960000,1560000,1560000
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador","Canadian Coast Guard  Southside Base dredging, St John's, Newfoundland and Labrador",3713986,460998,3713986
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","NGC Nunatsiavut Construction Ltd, Happy Valley-Goose Bay, Newfoundland and Labrador","Canal wall reconstruction, Englee, Newfoundland and Labrador",507048,225971,499930
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Ketza Pacific Construction Ltd, Campbell River, British Columbia","Cape Mudge tower repair, Quadra Island, British Columbia",252621,252621,252621
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Eco Technologies, Caraquet, New Brunswick","Channel 101 dredging, Nine Mile Creek, Prince Edward Island",379900,311281,311281
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Northeast Tree Trimming, Caraquet, New Brunswick","Channel dredging, Le Goulet, New Brunswick",280848,0,280788
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Eco Technologies, Caraquet, New Brunswick","Channel dredging, Pigeon Hill, New Brunswick",327967,0,327319
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","R J G Construction Ltd, St John's, Newfoundland and Labrador","Channel marginal wharf reconstruction, Fortune, Newfoundland and Labrador",4651140,3150300,4651140
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Archie Johnstone Plumbing & Heating Ltd, Nanaimo, British Columbia","Clemens building HVAC upgrade at Pacific Biological Station, Nanaimo, British Columbia",723706,644049,644049
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Allan Pipe Fab Inc, Cambridge, Ontario","Communication tower replacements, Cambridge Bay, Nunavut",292820,292820,292820
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Les Entreprises Saint-Louis, St Louis, New Brunswick","Construct marginal wharf, Barre de Cocagne, New Brunswick",1028463,1028463,1028463
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Artur Sivret et Fils Ltd, Tilley Road, New Brunswick","Construction new breakwater 302P to replace 401, Miller Brook, Nova Scotia",974200,106666,106666
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Les Constructions Binet Inc, Beauce-Sud, Quebec","Construction of a breakwater at Cap du Dauphin, Grosse-Île, Quebec",6060445,0,4780190
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Sani-Sable LB Inc, Maria, Quebec","Construction of a breakwater, Pointe-Basse, Quebec",4571150,0,3836701
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Balodis Incorporated, Westville, Nova Scotia","Construction of a containment cell and dredging, Ballantyne's Cove, Nova Scotia",502344,0,502344
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","ARCP - Atlantic Road Construction & Paving Limited, Eastern Passage, Nova Scotia","Construction of a gravel lot at Bedford Institute of Oceanography, Dartmouth, Nova Scotia",721729,721729,721729
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","EBC Inc, Ancienne-Lorette, Quebec","Construction of a new fishing harbor, Harrington Harbour, Quebec",6783113,750000,750000
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Fundy Contractors Ltd, St George, New Brunswick","Construction of a new parking lot area at Head Harbour wharf, Campobello Island, New Brunswick",454048,454048,454048
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Copcan Contracting Ltd, Nanaimo, British Columbia","Construction of a new sewage treatment plant building, Entrance Island, British Columbia",259905,123855,123855
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Leslie & Benn Contracting Limited, Port Hawkesbury, Nova Scotia","Construction of a new wharf extension in Port Bickerton East, Guysborough County, Nova Scotia",2919030,1671310,1671310
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","ARCP - Atlantic Road Construction & Paving Limited, Eastern Passage, Nova Scotia","Construction of a secondary access road for Bedford Institute of Oceanography Campus, Dartmouth, Nova Scotia",5106202,3040992,3040992
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Trylon Tsf Inc, Elmira, Ontario","Construction of a telecommunication tower at Estevan Point Light Station, Vancouver Island, British Columbia",809371,809371,809371
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Allan Pipe Fab Inc, Cambridge, Ontario","Construction of a telecommunication tower, Maitland Island, British Columbia",342060,342060,342060
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","LCL Construction Ltd, Carman, Manitoba","Construction of boat storage building of SAR station, Gimli, Manitoba",877705,162046,162046
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Balodis Incorporated, Westville, Nova Scotia","Construction of breakwater 302P and floats 802P, Caribou, Nova Scotia",1722400,975949,975949
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Alva Construction Ltd, Antigonish, Nova Scotia","Construction of breakwater 303P and dredge to expand basin 201 and install floats 802P, Murphys Pond, Nova Scotia",1412800,813447,1312668
2017/2018,08,"Fisheries, Oceans and the Canadian Coast Guard",086,"Department of Fisheries and Oceans","Roy's trucking and Landscaping, Nigadoo, New Brunswick","Construction of breakwater and dredging, Petit-Rocher, New Brunswick",784469,0,587444
