Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Dept-nbr_No-min,Dept-name_Nom-min_eng,Contractor-details_Details-entrepr_eng,Proj-desc_eng,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2014/2015,16,"National Defence",018,"National Defence","Hydro Ottawa, Ottawa, Ontario","Leitrim Road Construction, Ottawa, Ontario",842980,1633,672161
2014/2015,16,"National Defence",018,"National Defence","Intact Insurance Company, Vancouver, British Columbia","Vehicle Maintenance Facility, Wainwright, Alberta",40555333,14776307,32822404
2014/2015,16,"National Defence",018,"National Defence","Irvcon Ltd, Pembroke, Ontario","Replace Pool Dehumidification Unit, Petawawa, Ontario",527550,194836,527550
2014/2015,16,"National Defence",018,"National Defence","Island West Coast Developments Ltd, Nanaimo, British Columbia","Healthcare facility, Comox, British Columbia",13895517,104624,13895517
2014/2015,16,"National Defence",018,"National Defence","Island West Coast Developments Ltd, Nanaimo, British Columbia","Replace Compressors in H-7 & H-14, Comox, British Columbia",416382,16322,416382
2014/2015,16,"National Defence",018,"National Defence","J & J Enterprises Ltd, Gander, Newfoundland and Labrador","Minor Recap 6Plex residential housing units, Gander, Newfoundland and Labrador",756668,426975,426975
2014/2015,16,"National Defence",018,"National Defence","J W Lindsay Enterprises Ltd, Dartmouth, Nova Scotia","Design and build cadet accommodation buildings, Gagetown, New Brunswick",13262656,1060485,13258073
2014/2015,16,"National Defence",018,"National Defence","Jasper Construction Corporation, Concord, Ontario","Construct Storage Buildings and Hazardous Waste Facility, Quinte West, Ontario",6069184,4323425,4323425
2014/2015,16,"National Defence",018,"National Defence","Jetco Contracting Inc, Bedford, Nova Scotia","Accommodate New Bcomd Staff, Halifax, Nova Scotia",268619,268619,268619
2014/2015,16,"National Defence",018,"National Defence","Jetco Contracting Inc, Bedford, Nova Scotia","Halifax Recap 2 744 Style residential housing units, Halifax, Nova Scotia",307562,281697,281697
2014/2015,16,"National Defence",018,"National Defence","Joe Pace & Sons Contracting Inc, Toronto, Ontario","Minor Recap residential housing units, Borden, Ontario",1409511,694461,1409511
2014/2015,16,"National Defence",018,"National Defence","John MacKay Painting and Flooring, Pembroke, Ontario","Upgrade Barrier Free Access in Various Buildings, Petawawa, Ontario",397393,240639,397393
2014/2015,16,"National Defence",018,"National Defence","John MacKay Painting and Flooring, Pembroke, Ontario","Upgrade I Mod of Building G103, Petawawa, Ontario",347659,347659,347659
2014/2015,16,"National Defence",018,"National Defence","JES Construction Inc, Québec, Quebec","Expand Parking Lot - Saint-Malo Armoury, Québec, Quebec",276447,5000,276447
2014/2015,16,"National Defence",018,"National Defence","K Knudsen Construction Ltd, Belleville, Ontario","Recap 744 Style residential housing units, Quinte West, Ontario",503791,503791,503791
2014/2015,16,"National Defence",018,"National Defence","K-Line Construction Ltd, Beardsley, New Brunswick","Upgrade Camp Argo Utilitiy Poles 5 CDSB, Gagetown, New Brunswick",266117,245248,245248
2014/2015,16,"National Defence",018,"National Defence","K-Rite Construction Ltd, Edmonton, Alberta","Fire Hall Building 186 Alarm Room and Renovations, Edmonton, Alberta",755513,596582,749721
2014/2015,16,"National Defence",018,"National Defence","K-Rite Construction Ltd, Edmonton, Alberta","Standing offer agreement - Tank Compliance Upgrades, Edmonton, Alberta",452041,291767,452041
2014/2015,16,"National Defence",018,"National Defence","Karson Kartage and Konstruction Ltd, Ottawa, Ontario","Leitrim Road Construction, Ottawa, Ontario",4305664,48324,4305664
2014/2015,16,"National Defence",018,"National Defence","Keller Construction Ltd, Edmonton, Alberta","Canadian manoeuvre training centre facility, Wainwright, Alberta",15824742,175222,15824742
2014/2015,16,"National Defence",018,"National Defence","Kenalex Construction Company Ltd, North Bay, Ontario","Replace Building 23 Humidification Units, North Bay, Ontario",747242,747242,747242
2014/2015,16,"National Defence",018,"National Defence","Key West Civil Contracting Ltd, Chilliwack, British Columbia","Standing offer agreement - Construction services, Chilliwack, British Columbia",1199400,159117,793664
2014/2015,16,"National Defence",018,"National Defence","Kinetic Construction Ltd, Campbell River, Alberta","Personnel Support Centre, Comox, British Columbia",2055633,246145,246145
2014/2015,16,"National Defence",018,"National Defence","Kinetic Construction Ltd, Victoria, British Columbia","Replace Building Systems - Dockyard Building 70, Esquimalt, British Columbia",2289712,835434,835434
2014/2015,16,"National Defence",018,"National Defence","King Construction Ltd, Fredericton, New Brunswick","Construct Commissionaire's Hut 5 CDSB, Gagetown, New Brunswick",314192,309192,309192
2014/2015,16,"National Defence",018,"National Defence","King Construction Ltd, Fredericton, New Brunswick","J-8 Upgrade for Change of Use, Gagetown, New Brunswick",276469,276469,276469
2014/2015,16,"National Defence",018,"National Defence","King Construction Ltd, Fredericton, New Brunswick","Purchase/Install Portable Weapons Lockup, Gagetown, New Brunswick",312727,311918,311918
2014/2015,16,"National Defence",018,"National Defence","Knappett Projects Inc, Victoria, British Columbia","Maritime helicopter squadron facility, Esquimalt, British Columbia",106707880,7424699,106276419
2014/2015,16,"National Defence",018,"National Defence","Krawford Construction Inc, Calgary, Alberta","Vehicle maintenance facility, Wainwright, Alberta",42255000,14290291,32336388
2014/2015,16,"National Defence",018,"National Defence","KDB Engineers/Contractors Inc, McLeod Hill, New Brunswick","Worthington Road Upgrade Portion of MSR 5 CDSB, Gagetown, New Brunswick",773849,773849,773849
2014/2015,16,"National Defence",018,"National Defence","KDR Design Builders Commercial Inc, Winnipeg, Manitoba","Construction of New Alert Locker Building, Shilo, Manitoba",3039915,1335185,3039915
2014/2015,16,"National Defence",018,"National Defence","Laser Shot Inc, Stafford, Texas","Construct Indoor Shooting Range with Virtual Targetry, Petawawa, Ontario",3568869,67352,3568869
2014/2015,16,"National Defence",018,"National Defence","Le Groupe Decarel Inc, Québec, Quebec","Construction of infrastructure for light armoured vehicle, Courcelette, Quebec",17076743,515291,16991743
2014/2015,16,"National Defence",018,"National Defence","Lynley Painting Ltd, Alliston, Ontario","New Sheds, Borden, Ontario",1496914,1274914,1274914
2014/2015,16,"National Defence",018,"National Defence","M J Dixon Construction Ltd, Mississauga, Ontario","Construct firehall, Quinte West, Ontario",12823672,124100,12823672
2014/2015,16,"National Defence",018,"National Defence","M J Roy Enterprises Ltd, Oromocto, New Brunswick","Replace Garages CFHA, Gagetown, New Brunswick",560852,560852,560852
2014/2015,16,"National Defence",018,"National Defence","M J Roy Enterprises Ltd, Oromocto, New Brunswick","Replace Garages CFHA, Gagetown, New Brunswick",323575,318575,318575
2014/2015,16,"National Defence",018,"National Defence","M Sullivan & Son Ltd, Kingston, Ontario","Construction of the Tactical Armoured Patrol Vehicle Building, Petawawa, Ontario",1162059,704046,1069648
2014/2015,16,"National Defence",018,"National Defence","Maddocks Construction Ltd, Armstrong, British Columbia","Retrofit Building B26 - VACTC, Chilliwack, British Columbia",311122,311122,311122
2014/2015,16,"National Defence",018,"National Defence","Mafranc Inc, Saint-Romuald, Quebec","Recap kitchen ventilation system VC-514, Valcartier, Quebec",287667,287667,287667
2014/2015,16,"National Defence",018,"National Defence","Mafranc Inc, Saint-Romuald, Quebec","Ventilation system change DRDC, Valcartier, Quebec",323890,3600,3600
2014/2015,16,"National Defence",018,"National Defence","Maram Building Corp, Woodbridge, Ontario","All ranks dining facility, Borden, Ontario",20326123,1521612,19798209
2014/2015,16,"National Defence",018,"National Defence","Marc Bolduc Inc, Levis, Quebec","Full renovation of kitchens and bathrooms, Valcartier, Quebec",618057,611907,611907
2014/2015,16,"National Defence",018,"National Defence","Marc Thomassin Inc, Beauport, Quebec","Convert a building to a ballistics laboratory DRDC, Courcelette, Quebec",407905,13766,407905
2014/2015,16,"National Defence",018,"National Defence","Marco Maritimes Ltd, Dartmouth, Nova Scotia","Upgrade Building 1 - DRDC Atlantic Construction, Halifax, Nova Scotia",27996101,13814743,25202995
2014/2015,16,"National Defence",018,"National Defence","Maricon Construction Management Ltd, Saint John, New Brunswick","Improvements to K20 Petroleum Oil Lubricant Compound, Oromocto, New Brunswick",6501269,1808478,6501269
2014/2015,16,"National Defence",018,"National Defence","Massicotte Construction Ltd, Ottawa, Ontario","Construction of AvPOL Facility, Petawawa, Ontario",9344953,378839,9344953
2014/2015,16,"National Defence",018,"National Defence","Mauco Inc, Saguenay, Quebec","Upgrade swimming pool, Saguenay, Quebec",531046,65350,531046
2014/2015,16,"National Defence",018,"National Defence","Maxi-Paysage Inc, Charny, Quebec","Raising of electronic scale at VC-540, Valcartier, Quebec",403716,403716,403716
2014/2015,16,"National Defence",018,"National Defence","Maxim Construction Inc, Dartmouth, Nova Scotia","Replace Central Heating System Design Services, Bedford, Nova Scotia",1896562,712526,712526
2014/2015,16,"National Defence",018,"National Defence","Maxim 2000 Inc, Saint John, New Brunswick","Edmunston Armoury, Edmundston, New Brunswick",5173462,751289,5173462
2014/2015,16,"National Defence",018,"National Defence","Maxim 2000 Inc, Saint John, New Brunswick **","CF weather and oceanographic service transformation - Renovations and additions, Gagetown, New Brunswick",5571064,62583,5571064
2014/2015,16,"National Defence",018,"National Defence","Mayer's Contract Interiors Ltd, Winnipeg, Manitoba","Recap of 2 JJ & GG Style residential housing units, Winnipeg, Manitoba",398000,263823,263823
2014/2015,16,"National Defence",018,"National Defence","McClement Electric Ltd, Kingston, Ontario","Electrical Upgrade Vimy Officers' Mess, Kingston, Ontario",681537,659137,659137
2014/2015,16,"National Defence",018,"National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","Construct training accommodations for MHLH, Petawawa, Ontario",12572818,130155,12548156
2014/2015,16,"National Defence",018,"National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","Leitrim Bulk Storage Facility, Ottawa, Ontario",2133000,0,0
2014/2015,16,"National Defence",018,"National Defence","McDonald Bros Construction Inc, Ottawa, Ontario","427 Special Operations Aviation Squadron (SOAS) Transport and Maintenance (TEME) Facility, Petawawa, Ontario",5651000,0,0
2014/2015,16,"National Defence",018,"National Defence","Mealy Mountain Contracting Ltd, Labrador, Newfoundland and Labrador","Heat System Conversions 600 Area, Happy Valley-Goose Bay, Newfoundland and Labrador",463131,314514,314514
2014/2015,16,"National Defence",018,"National Defence","Melville Trucking & Excavating Ltd, Happy Valley-Goose Bay, Newfoundland and Labrador","Extension to Kittyhawk Road, Happy Valley-Goose Bay, Newfoundland and Labrador",335157,335157,335157
2014/2015,16,"National Defence",018,"National Defence","Michanie Construction Inc, Ottawa, Ontario","Cabling & Environmental Upgrade, Ottawa, Ontario",761212,559384,559384
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Connect PW#9 to Domestic OPS, Greenwood, Nova Scotia",303718,303718,303718
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Construct New QRA, Greenwood, Nova Scotia",668338,663338,663338
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Fence Clearance Lights and Airfield Sign, Shearwater, Nova Scotia",660112,260112,660112
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","High Voltage Distribution Feeder Replacement, Greenwood, Nova Scotia",442970,442970,442970
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Install new high voltage switch domestic east, Greenwood, Nova Scotia",482962,482962,482962
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Install new high voltage switch domestic west, Greenwood, Nova Scotia",251185,251185,251185
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Install New High Voltage Feeder - Airfield Loop, Greenwood, Nova Scotia",475854,20000,475854
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Install Sprinkler System B165 Argus House, Greenwood, Nova Scotia",473769,459017,459017
2014/2015,16,"National Defence",018,"National Defence","Mid-Valley Construction Ltd, Kingston, Nova Scotia","Recap 4 CC Style residential housing units, Greenwood, Nova Scotia",360184,360184,360184
2014/2015,16,"National Defence",018,"National Defence","Modern Niagara HVAC Services Inc, Kingston, Ontario","Standing offer agreement - General Construction, Kingston, Ontario",982450,463340,908107
2014/2015,16,"National Defence",018,"National Defence","Monteith Building Group, Orillia, Ontario","Building A-245 Addition Extension Modification, Borden, Ontario",2551521,29959,2551521
2014/2015,16,"National Defence",018,"National Defence","Montfort Health Services, Ottawa, Ontario","Montfort Hospital - Health Services, Ottawa, Ontario",74219313,2960881,34397535
2014/2015,16,"National Defence",018,"National Defence","Muchalat Projects Ltd, Courtenay, British Columbia","Build Conventional framed residential housing units, Esquimalt, British Columbia",837584,616943,837584
2014/2015,16,"National Defence",018,"National Defence","Muchalat Projects Ltd, Courtenay, British Columbia","Construction of Day-Care Facility, Comox, British Columbia",930336,23617,930336
2014/2015,16,"National Defence",018,"National Defence","Muchalat Projects Ltd, Courtenay, British Columbia","Construction of New Single Quarters, Comox, British Columbia",931666,50658,931666
2014/2015,16,"National Defence",018,"National Defence","Muchalat Projects Ltd, Courtenay, British Columbia","Long Term Accommodations, Comox, British Columbia",656676,645578,645578
2014/2015,16,"National Defence",018,"National Defence","MX Renovations Ltd, Brandon, Manitoba","Exterior Retrofit R315/B, Shilo, Manitoba",366000,366000,366000
2014/2015,16,"National Defence",018,"National Defence","N A P Windows and Doors Ltd, Kelowna, British Columbia","Upgrades-Window Replacement Building Envelope/Efficiency, Cold Lake, Alberta",349243,11474,349243
2014/2015,16,"National Defence",018,"National Defence","Nails Enterprises Inc, Cold Lake, Alberta","Construct Offices 1 AMS, Cold Lake, Alberta",428658,253463,253463
2014/2015,16,"National Defence",018,"National Defence","Nails Enterprises Inc, Cold Lake, Alberta","Install A/C BB43 and BB45, Cold Lake, Alberta",660000,74879,74879
2014/2015,16,"National Defence",018,"National Defence","Norich Electric Ltd, Chilliwack, British Columbia","Standing offer agreement - General Electrical Maintenance, Chilliwack, British Columbia",367253,0,367253
2014/2015,16,"National Defence",018,"National Defence","Norm Smith Electric Ltd, Kingston, Nova Scotia","Replace High Voltage Switchgear, Greenwood, Nova Scotia",557960,324839,324839
2014/2015,16,"National Defence",018,"National Defence","Norm Smith Electric Ltd, Kingston, Nova Scotia","Upgrade B250 electrical and mechanical systems, Greenwood, Nova Scotia",502455,500455,500455
2014/2015,16,"National Defence",018,"National Defence","Northern Construction Inc, Grand Falls, New Brunswick","Grand Falls Armoury Upgrades to Parking Area, Gagetown, New Brunswick",737423,722423,722423
2014/2015,16,"National Defence",018,"National Defence","Nortuk Contracting Ltd, Mississauga, Ontario","Building A-154 New Fuel Tanks CHP 37 Spitfire Lane, Borden, Ontario",559165,83393,559165
2014/2015,16,"National Defence",018,"National Defence","Norwin Roofing Ltd, Winnipeg, Manitoba","B52-Replace Roof, Winnipeg, Manitoba",383749,183803,383749
2014/2015,16,"National Defence",018,"National Defence","NRG Management, Winnipeg, Manitoba","HVAC Retrofit, Shilo, Manitoba",319232,254116,254116
2014/2015,16,"National Defence",018,"National Defence","Ottawa River Power Corporation, Pembroke, Ontario","Small Construction and Repairs of High Voltage Distribution System - Standing Offer Agreement, Petawawa, Ontario",500000,188495,308209
2014/2015,16,"National Defence",018,"National Defence","P C McNeill Contracting Ltd, Napanee, Ontario","CFHA Minor Recap MM Style residential housing units, Kingston, Ontario",583182,9260,583182
2014/2015,16,"National Defence",018,"National Defence","Parthian Mechanical Inc, Richmond Hill, Ontario","MB52 - HVAC Upgrades, Kingston, Ontario",473312,17118,473312
2014/2015,16,"National Defence",018,"National Defence","Peak Engineering & Construction Ltd, Brighton, Ontario","Central region gliding school hangar, Quinte West, Ontario",11010472,0,10887830
2014/2015,16,"National Defence",018,"National Defence","Pentagon Structures Ltd, Edmonton, Alberta","Building 700, Edmonton, Alberta",34149741,5216461,33924640
2014/2015,16,"National Defence",018,"National Defence","Pentagon Structures Ltd, Edmonton, Alberta","Training accommodation facility, Edmonton, Alberta",12106695,61312,12106695
2014/2015,16,"National Defence",018,"National Defence","Philson Ltd, Hanwell, New Brunswick","Refurbishment of Tunnel System - Phase IV, Oromocto, New Brunswick",13402506,5131356,13152506
2014/2015,16,"National Defence",018,"National Defence","Pierre Blouin Inc, Beauport, Quebec","Expansion of mechanical room and replacement of pool mechanical systems VC-516, Valcartier, Quebec",2179815,739281,739281
2014/2015,16,"National Defence",018,"National Defence","Plomberie Laroche Inc, L'Ancienne-Lorette, Quebec","Replacement of exchangers, Valcartier, Quebec",278525,238859,238859
2014/2015,16,"National Defence",018,"National Defence","Poly-Toiture Inc, Saguenay, Quebec","Recap of IV B-216 roof, Bagotville, Quebec",305216,136071,136071
2014/2015,16,"National Defence",018,"National Defence","Pomerleau Inc Darmouth, Dartmouth, Nova Scotia","Refurbishment of Tunnel System Phase V, Oromocto, New Brunswick",21118870,428595,21118870
2014/2015,16,"National Defence",018,"National Defence","Pomerleau Inc Québec, Sainte-Foy, Quebec","Design-Builder Services for Tactical Armoured Patrol Vehicle, Courcelette, Quebec",1630045,1320091,1536309
2014/2015,16,"National Defence",018,"National Defence","Power-Tek Capital Services Inc, Ottawa, Ontario","Capabilities - Structural Extension, Ottawa, Ontario",381975,376975,381975
2014/2015,16,"National Defence",018,"National Defence","Preview Builders International Inc, Chilliwack, British Columbia","Base fire hall and emergency response centre, Esquimalt, British Columbia",21656817,738210,21656817
2014/2015,16,"National Defence",018,"National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","Construct New Bedford Armoury, Halifax, Nova Scotia",6616157,6344297,6344297
2014/2015,16,"National Defence",018,"National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","TAPV - Gagetown tactical armoured patrol vehicle infra-studies, Gagetown, New Brunswick",788200,383356,383356
2014/2015,16,"National Defence",018,"National Defence","PCL Constructors Canada, Dartmouth, Nova Scotia","Victoria class syncrolift improvement - General construction contract, Halifax, Nova Scotia",42191016,362156,42191016
2014/2015,16,"National Defence",018,"National Defence","PCR Contractors Inc, Windsor, Ontario","HMCS Hunter Replacement, London, Ontario",18731225,6187029,18573614
2014/2015,16,"National Defence",018,"National Defence","Quad Pro Construction Inc, Richmond Hill, Ontario","Construct building for recruiting group, Borden, Ontario",5626799,60746,5626799
2014/2015,16,"National Defence",018,"National Defence","Quinan Construction Ltd, Orillia, Ontario","Masset Operations Building Recapitalization Asbestos Abatement, Esquimalt, British Columbia",2196000,0,0
2014/2015,16,"National Defence",018,"National Defence","R W K Construction Co Ltd, Sherwood Park, Alberta","Install Mezzanines Building 404, Edmonton, Alberta",436677,436677,436677
2014/2015,16,"National Defence",018,"National Defence","R W K Construction Co Ltd, Sherwood Park, Alberta","Recap three 213 Style Residential Housing Unit, Edmonton, Alberta",480795,324588,324588
2014/2015,16,"National Defence",018,"National Defence","Ranova Enterprises Inc, Sydenham, Ontario","Kitchen and Bathroom Renovations, Quinte West, Ontario",345681,345681,345681
2014/2015,16,"National Defence",018,"National Defence","Ravencor Projects Inc, St John's, Newfoundland and Labrador","Building 354 Install New Air Conditioning, Happy Valley-Goose Bay, Newfoundland and Labrador",570625,453690,453690
2014/2015,16,"National Defence",018,"National Defence","Reliance Protectron Inc, Ottawa, Ontario","Intrusion Alarm Upgrade, Winnipeg, Manitoba",646808,349861,589851
2014/2015,16,"National Defence",018,"National Defence","Roscoe Construction Ltd, Waterville, Nova Scotia","Install 100 000 lb hoist h007, Greenwood, Nova Scotia",308544,265357,265357
2014/2015,16,"National Defence",018,"National Defence","Ruiter Construction Ltd, Ottawa, Ontario","HMCS Carleton Replacement, Ottawa, Ontario",14372461,9011789,12652903
2014/2015,16,"National Defence",018,"National Defence","Rushworth Electrical Services Inc, Victoria, British Columbia","Electrical Construction - Standing Offer Agreement, Victoria, British Columbia",1800000,88967,1791810
2014/2015,16,"National Defence",018,"National Defence","Rushworth Electrical Services Inc, Victoria, British Columbia","Mechanical and Electrical System Upgrade, Esquimalt, British Columbia",632893,632893,632893
2014/2015,16,"National Defence",018,"National Defence","Rushworth Electrical Services Inc, Victoria, British Columbia","Naden 92A - New Underground Service From HV Switch, Victoria, British Columbia",276736,118711,276736
2014/2015,16,"National Defence",018,"National Defence","RGT Clouthier Construction Ltd, Pembroke, Ontario","Construct apron and runway, Petawawa, Ontario",39500412,2120236,39480411
2014/2015,16,"National Defence",018,"National Defence","Scansa Construction Ltd, Victoria, British Columbia","Construct Utlity Corridor - Phase 4, Esquimalt, British Columbia",27145243,3581310,27145243
2014/2015,16,"National Defence",018,"National Defence","Seafirst Construction Corp, Burnaby, British Columbia","Replace Fuel Tank Building D-1, Whitehorse, Northwest Territories",377858,56112,377858
2014/2015,16,"National Defence",018,"National Defence","Senator Group Inc, Aurora, Ontario","Construct modular accommodations, Petawawa, Ontario",896151,208899,896150
2014/2015,16,"National Defence",018,"National Defence","Serbec Inc, Montréal, Quebec","Funded Standing offer agreement - General Contractors, Montréal, Quebec",382453,2604,382453
2014/2015,16,"National Defence",018,"National Defence","Setanta Contracting Ltd, Edmonton, Alberta","Construct Leopard Power Pack Test Facility, Edmonton, Alberta",551398,476673,476673
2014/2015,16,"National Defence",018,"National Defence","Setanta Contracting Ltd, Edmonton, Alberta","Upgrade Mechanical Room HMCS Nonsuch, Edmonton, Alberta",327947,234625,234625
2014/2015,16,"National Defence",018,"National Defence","Shamrock Building Services Ltd, Edmonton, Alberta","Basement Insulation, Edmonton, Alberta",324235,324235,324235
2014/2015,16,"National Defence",018,"National Defence","Sharp Underground Inc, Wainwright, Alberta","Stormwater Drainage System Upgrade Residential Housing Area, Wainwright, Alberta",621318,3000,621318
2014/2015,16,"National Defence",018,"National Defence","Shertine Construction Ltd, Collingwood, Ontario","Design three fighting in built-up areas (FIBUA) buildings, Meaford, Ontario",1211573,22837,1211573
2014/2015,16,"National Defence",018,"National Defence","Siderco Inc Les Entreprises, Saguenay, Quebec","Recap internal storm sewer for runways 11/29 and 18/36, Saguenay, Quebec",385179,365529,365529
2014/2015,16,"National Defence",018,"National Defence","Signature Contractors Windsor Inc, Windsor, Ontario","Upgrade Main Pool Liner, Cold Lake, Alberta",264726,257226,257226
2014/2015,16,"National Defence",018,"National Defence","Sikorsky International Operations Inc, Stratford, Connecticut","Construction of the Maritime helicopter training centre, Shearwater, Nova Scotia",39116806,0,39116806
2014/2015,16,"National Defence",018,"National Defence","Silver Birch Contracting Ltd, Schomberg, Ontario","CFAD Construct Loading Dock, Borden, Ontario",485373,184135,485372
2014/2015,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construct New Leopard II Facilities, Gagetown, New Brunswick",6157757,205054,205054
2014/2015,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Construction of a Light Weight Towed Howitzer (LWTH) Maintenance Building, Oromocto, New Brunswick",2208699,2185074,2206199
2014/2015,16,"National Defence",018,"National Defence","Simpson Building Contractors Ltd, Fredericton, New Brunswick","Gagetown Military Family Resource Support Centre - Expansion and Renovation, Oromocto, New Brunswick",2132815,676,2132815
2014/2015,16,"National Defence",018,"National Defence","Société en Commandite Milican, Montréal, Quebec","Longue Pointe supply depot, Longue Pointe, Quebec",42660535,1063739,11946937
2014/2015,16,"National Defence",018,"National Defence","Stafford Plumbing & Heating Ltd, Wainwright, Alberta","Heavy Equipment Services - Standing Offer Agreement, Wainwright, Alberta",330000,9921,46605
2014/2015,16,"National Defence",018,"National Defence","Stint Construction Ltd, Nanaimo, British Columbia","Upgrade GRA Fencing, Comox, British Columbia",257621,232144,232144
2014/2015,16,"National Defence",018,"National Defence","Strong Brothers Heating Air Conditioning and General Contracting Ltd, Roslin, Ontario","Install Air Conditioning Building 23, Quinte West, Ontario",516565,65759,516565
2014/2015,16,"National Defence",018,"National Defence","Strong Brothers Heating Air Conditioning and General Contracting Ltd, Roslin, Ontario","Provide Additional Offices B479, Quinte West, Ontario",324517,324517,324517
2014/2015,16,"National Defence",018,"National Defence","Stuart Olson Constructors, Richmond, British Columbia","FMF Cape Breton phase IV, Esquimalt, British Columbia",61448714,2904311,61448714
2014/2015,16,"National Defence",018,"National Defence","Taurus Contractors Ltd, Edmonton, Alberta","Denwood House Renovation, Wainwright, Alberta",296886,216561,216561
2014/2015,16,"National Defence",018,"National Defence","Tect-Hab Inc, Saguenay, Quebec","Expand swimming pool and bring it into compliance, Saguenay, Quebec",634936,188979,623611
2014/2015,16,"National Defence",018,"National Defence","TerraEX Inc, Saint John, New Brunswick","Wastewater Treatment Plant Upgrade to Outflow Line & Diffuser, Oromocto, New Brunswick",2215098,762296,2192394
2014/2015,16,"National Defence",018,"National Defence","Three C Contractors Ltd, Waverly, Nova Scotia","Explosive Storage Magazines CFAD Bedford - General Contractor, Halifax, Nova Scotia",14387566,2607078,14309562
2014/2015,16,"National Defence",018,"National Defence","Tipp-Off Inc, Edmonton, Alberta","Electrical System Upgrades Various Buildings, Edmonton, Alberta",400000,75153,75153
2014/2015,16,"National Defence",018,"National Defence","Trainor Mechanical Contractors Ltd, Nelson, British Columbia","Install Fire Protection R01, Suffield, Alberta",800605,796055,796055
2014/2015,16,"National Defence",018,"National Defence","Transit Paving Inc, Medicine Hat, Alberta","Pave R35 Parking Lot, Suffield, Alberta",282000,282000,282000
2014/2015,16,"National Defence",018,"National Defence","Transport L et R Martel Inc, Sainte-Catherine-de-la-Jacques-Cartier, Quebec","Project to build a water catchment system, Valcartier, Quebec",343691,343691,343691
2014/2015,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Exterior Retrofit R46/A, Shilo, Manitoba",408800,408800,408800
2014/2015,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Minor Recap Three R5 Style residential housing units, Shilo, Manitoba",847323,832323,832323
2014/2015,16,"National Defence",018,"National Defence","True Dimensions, Brandon, Manitoba","Whole House Renovations YY Style residential housing units, Shilo, Manitoba",719577,704577,704577
2014/2015,16,"National Defence",018,"National Defence","Turkstra Modular Builders Inc, Beamsville, Ontario","Purchase of four double wide trailers, Petawawa, Ontario",419009,387309,387309
2014/2015,16,"National Defence",018,"National Defence","Tyco Integrated Security Canada Inc, Toronto, Ontario","Upgrade Intrusion Alarms, Borden, Ontario",1894079,4310,1894079
2014/2015,16,"National Defence",018,"National Defence","TWO D Contracting Ltd, Chilliwack, British Columbia","Maintenance and Construction Services, Chilliwack, British Columbia",800000,27267,413384
2014/2015,16,"National Defence",018,"National Defence","Universal Sheet Metal Ltd, Saanichton, British Columbia","DY218 - Replace Roofing System, Esquimalt, British Columbia",599539,0,0
2014/2015,16,"National Defence",018,"National Defence","Universal Sheet Metal Ltd, Saanichton, British Columbia","Replace Main Roof HVAC Units & Enclosure Walls (Malahat 1), Victoria, British Columbia",665438,126804,665438
2014/2015,16,"National Defence",018,"National Defence","UNIBEC Inc Constructions, Dolbeau-Mistassini, Quebec","Recap of roofs B-125, Bagotville, Quebec",370587,356360,356360
2014/2015,16,"National Defence",018,"National Defence","UTC Fire & Security Canada, St John's, Newfoundland and Labrador","Install Intrusion Alarm - Pleasantville Consolidation Project, St John's, Newfoundland and Labrador",534070,8535,534070
2014/2015,16,"National Defence",018,"National Defence","Vail Civil Contractors Ltd, Killarney, New Brunswick","Sgt Ralph Bridge Design and Replacement, Gagetown, New Brunswick",3545500,203450,203450
2014/2015,16,"National Defence",018,"National Defence","Value Master Builders Ltd, Cold Lake, Alberta","Exterior Retrofit residential housing units, Cold Lake, Alberta",1996950,1962950,1962950
2014/2015,16,"National Defence",018,"National Defence","Varcon Construction Corporation, Brampton, Ontario","Construct CFLAWC, Quinte West, Ontario",37822597,19865613,34315441
