Fscl-yr_Ex-fin,Min-code,Min-portfolio_Portefeuille-min_eng,Min-portfolio_Portefeuille-min_fra,Dept-nbr_No-min,Dept-name_Nom-min_eng,Dept-name_Nom-min_fra,Contractor-details_Details-entrepr_eng,Contractor-details_Details-entrepr_fra,Proj-desc_eng,Proj-desc_fra,Contract-amt_Mnt-contrat,Xpnd-current-yr_Dep-ex-courant,Xpnd-to-date_Dep-a-jour
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","JIL Engineering & Construction Ltd, Fredericton, New Brunswick","JIL Engineering & Construction Ltd, Fredericton, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",450938,42864,450938
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w Glooscap & 4096530 Nova Scotia, Wilmot, Nova Scotia","JV b/w Glooscap & 4096530 Nova Scotia, Wilmot, Nouvelle-Écosse","Construction Works - Buildings, Wilmot, Nova Scotia","Travaux de construction - Bâtiments, Wilmot, Nouvelle-Écosse",823670,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w Neptune Sec Serv & 13024105 Can, Mississauga, Ontario","JV b/w Neptune Sec Serv & 13024105 Can, Mississauga, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",1412688,391142,391142
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w Strong Bros & SP Indigenous Serv, Belleville, Ontario","JV b/w Strong Bros & SP Indigenous Serv, Belleville, Ontario","Construction Works - Buildings, Trenton, Ontario","Travaux de construction - Bâtiments, Trenton, Ontario",307941,110266,110266
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","JV b/w 7 Cedars & Milestone Environmental Contracting, Langley, British Columbia","JV b/w 7 Cedars & Milestone Environmental Contracting, Langley, Colombie-Britannique","Construction Works - Buildings, Chiliwack, British Columbia","Travaux de construction - Bâtiments, Chiliwack, Colombie-Britannique",739256,65966,442135
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","J5 Construction Ltd, Winnipeg, Manitoba","J5 Construction Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1125981,185624,1125981
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Kamal M Al Sultan Company, Safat, Kuwait","Kamal M Al Sultan Company, Safat, Kuwait","Construction Works - Buildings, Riga, Latvia","Travaux de construction - Bâtiments, Riga, Latvia",1071263,645313,1071263
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Kelson Mechanical Eastern Inc, Sharon, Ontario","Kelson Mechanical Eastern Inc, Sharon, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",380121,86018,380121
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Kinetic Construction Ltd, Victoria, British Columbia","Kinetic Construction Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",12745969,4388721,12696502
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Kinetic Construction Ltd, Victoria, British Columbia","Kinetic Construction Ltd, Victoria, Colombie-Britannique","Construction Works - Buildings, Victoria, British Columbia","Travaux de construction - Bâtiments, Victoria, Colombie-Britannique",1348256,1070601,1070601
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","King Construction Ltd, Fredericton, New Brunswick","King Construction Ltd, Fredericton, Nouveau-Brunswick","Construction Works - Buildings, Fredericton, New Brunswick","Travaux de construction - Bâtiments, Fredericton, Nouveau-Brunswick",329787,2642,329787
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Knappett Industries (2006) Ltd, Nanaimo, British Columbia","Knappett Industries (2006) Ltd, Nanaimo, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",43452950,10923066,37902950
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Knelsen Sand & Gravel Ltd, LaCrete, Alberta","Knelsen Sand & Gravel Ltd, LaCrete, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",809259,156940,809259
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","KE Electrical Ltd, Ottawa, Ontario","KE Electrical Ltd, Ottawa, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",6927789,2411386,5518143
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","KSN Contracting Services Ltd, Fort Saskatchewan, Alberta","KSN Contracting Services Ltd, Fort Saskatchewan, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",259424,15717,259424
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","L C L Excavation (2006) Inc, Charlo, New Brunswick","L C L Excavation (2006) Inc, Charlo, Nouveau-Brunswick","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",1598237,1536987,1536987
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lévesque & Associés Construction Inc, Québec, Quebec","Lévesque & Associés Construction Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",726999,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lévesque & Associés Construction Inc, Québec, Quebec","Lévesque & Associés Construction Inc, Québec, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",1551108,307340,307340
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lévesque & Associés Construction Inc, Québec, Quebec","Lévesque & Associés Construction Inc, Québec, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",934720,917220,917220
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lévesque & Associés Construction Inc, Québec, Quebec","Lévesque & Associés Construction Inc, Québec, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",3944448,39955,3944448
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lauden Plumbing Services Ltd, MD of Bonnyville, Alberta","Lauden Plumbing Services Ltd, MD of Bonnyville, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",635634,29317,635634
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Laval Fortin Ltée, Alma, Quebec","Laval Fortin Ltée, Alma, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",2306500,4,2302850
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Le Groupe Valcourt Inc, Montréal, Quebec","Le Groupe Valcourt Inc, Montréal, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",422300,17480,422300
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lease Montfort Hospital - Health Services, Ottawa, Ontario","Location Hôpital Montfort - Services de santé, Ottawa, Ontario","Montfort Hospital - Health Services, Ottawa, Ontario","Hôpital Montfort - Services de santé, Ottawa, Ontario",74219313,0,53538812
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Leighton Contracting (2009) Ltd, Courtenay, British Columbia","Leighton Contracting (2009) Ltd, Courtenay, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",1293648,42160,1199932
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Len Corcoran Excavating Limited, Elginburg, Ontario","Len Corcoran Excavating Limited, Elginburg, Ontario","Construction Works - Buildings, Kingston, Ontario","Travaux de construction - Bâtiments, Kingston, Ontario",2614330,1476024,1476024
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Les Installations Electriques Pichette, Laval, Quebec","Les Installations Electriques Pichette, Laval, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",2636554,2405805,2405805
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Limen Group Construction (2019) Ltd, Toronto, Ontario","Limen Group Construction (2019) Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Ontario","Travaux de construction - Bâtiments, Toronto, Ontario",1588186,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Loc-Pave Construction Limited, Gromley, Ontario","Loc-Pave Construction Limited, Gromley, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",488194,242986,488194
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Inc, Vancouver, British Columbia","Luxton Construction Inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Vancouver, British Columbia","Travaux de construction - Bâtiments, Vancouver, Colombie-Britannique",493000,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Plains inc, Vancouver, British Columbia","Luxton Construction Plains inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Calgary, Alberta","Travaux de construction - Bâtiments, Calgary, Alberta",533609,104653,533609
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Plains inc, Vancouver, British Columbia","Luxton Construction Plains inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Richmond, British Columbia","Travaux de construction - Bâtiments, Richmond, Colombie-Britannique",639417,156653,639417
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Plains inc, Vancouver, British Columbia","Luxton Construction Plains inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Vancouver, Alberta","Travaux de construction - Bâtiments, Vancouver, Alberta",250306,229306,250306
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Luxton Construction Plains inc, Vancouver, British Columbia","Luxton Construction Plains inc, Vancouver, Colombie-Britannique","Construction Works - Buildings, Vancouver, British Columbia","Travaux de construction - Bâtiments, Vancouver, Colombie-Britannique",429052,372902,372902
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Lynley Contracting Services Ltd, Alliston, Ontario","Lynley Contracting Services Ltd, Alliston, Ontario","Construction Works - Buildings, Petawawa, Ontario","Travaux de construction - Bâtiments, Petawawa, Ontario",372154,47997,372154
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","LKC Construction Inc, Concord, Ontario","LKC Construction Inc, Concord, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",1938625,1097849,1937591
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","M J Roy Enterprises Ltd, Oromocto, New Brunswick","M J Roy Enterprises Ltd, Oromocto, Nouveau-Brunswick","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",373800,217630,373800
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","M J Roy Enterprises Ltd, Oromocto, New Brunswick","M J Roy Enterprises Ltd, Oromocto, Nouveau-Brunswick","Construction Works - Buildings, Oromocto, New Brunswick","Travaux de construction - Bâtiments, Oromocto, Nouveau-Brunswick",932339,861879,861879
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maconnerie Rainville et Freres Inc, Chambly, Quebec","Maçonnerie Rainville et frères Inc, Chambly, Québec","Construction Works - Buildings, Chambly, Quebec","Travaux de construction - Bâtiments, Chambly, Québec",1207879,685000,685000
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maddocks Construction Ltd, Armstrong, British Columbia","Maddocks Construction Ltd, Armstrong, Colombie-Britannique","Construction Works - Buildings, Vernon, British Columbia","Travaux de construction - Bâtiments, Vernon, Colombie-Britannique",2122047,707118,707118
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",497642,385329,497642
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",329255,24037,329255
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, Québec, Quebec","Travaux de construction - Bâtiments, Québec, Québec",4058673,3300000,3890000
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, St-Romuald, Quebec","Travaux de construction - Bâtiments, St-Romuald, Québec",581851,581851,581851
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mafranc Inc, St-Romuald, Quebec","Mafranc Inc, St-Romuald, Québec","Construction Works - Buildings, St-Romuald, Quebec","Travaux de construction - Bâtiments, St-Romuald, Québec",1871720,1443206,1443206
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Manewagi Technologies Inc, Halifax, Nova Scotia","Manewagi Technologies Inc, Halifax, Nouvelle-Écosse","Construction Works - Buildings, Halifax, Nova Scotia","Travaux de construction - Bâtiments, Halifax, Nouvelle-Écosse",611874,611874,611874
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mapleridge Mechanical Contracting Inc, Pickering, Ontario","Mapleridge Mechanical Contracting Inc, Pickering, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",1513281,390221,1513281
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maram Building Corp, Vaughan, Ontario","Maram Building Corp, Vaughan, Ontario","All Ranks Dining Facility, Borden, Ontario","Salle à dîner tous rangs, Borden, Ontario",19798209,0,19798209
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Marc Bolduc Inc, Lévis, Quebec","Marc Bolduc Inc, Lévis, Québec","Construction Works - Buildings, Valcartier, Quebec","Travaux de construction - Bâtiments, Valcartier, Québec",437900,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Marieville Construction inc, Marieville, Quebec","Marieville Construction inc, Marieville, Québec","Construction Works - Buildings, Montréal, Quebec","Travaux de construction - Bâtiments, Montréal, Québec",804605,4903,758623
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maritech Construction Inc, Amherst, Nova Scotia","Maritech Construction Inc, Amherst, Nouvelle-Écosse","Construction Works - Buildings, Gagetown, New Brunswick","Travaux de construction - Bâtiments, Gagetown, Nouveau-Brunswick",3431246,2030255,3421246
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maritime Fence Ltd, Grand Falls, New Brunswick","Maritime Fence Ltd, Grand Falls, Nouveau-Brunswick","Construction Works - Buildings, Grand Falls, New Brunswick","Travaux de construction - Bâtiments, Grand Falls, Nouveau-Brunswick",618539,520539,520539
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Markland Paving Ltd, St John's, Newfoundland & Labrador","Markland Paving Ltd, St John's, Terre-Neuve-et-Labrador","Construction Works - Buildings, Happy Valley-Goose Bay, Newfoundland and Labrador","Travaux de construction - Bâtiments, Happy Valley-Goose Bay, Terre-Neuve-et-Labrador",12024387,9237704,11190070
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maxim Construction Inc, Dartmouth, Nova Scotia","Maxim Construction Inc, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",1324000,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Maxim Construction Inc, Dartmouth, Nova Scotia","Maxim Construction Inc, Dartmouth, Nouvelle-Écosse","Construction Works - Buildings, Dartmouth, Nova Scotia","Travaux de construction - Bâtiments, Dartmouth, Nouvelle-Écosse",14935817,2491220,14724930
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","McCaine Electric Ltd, Winnipeg, Manitoba","McCaine Electric Ltd, Winnipeg, Manitoba","Construction Works - Buildings, Winnipeg, Manitoba","Travaux de construction - Bâtiments, Winnipeg, Manitoba",1768694,1523031,1629736
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","McCallum Roofing Ltd, Brandon, Manitoba","McCallum Roofing Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",634617,187069,187069
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","McCallum Roofing Ltd, Brandon, Manitoba","McCallum Roofing Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",1284044,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mead Automation Solutions Inc, Hamilton, Ontario","Mead Automation Solutions Inc, Hamilton, Ontario","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",1306039,1268362,1268362
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",2592738,433714,2592738
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",1330339,742857,1330339
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",402963,34497,402963
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",427278,159598,427278
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",601444,0,601444
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",485527,468027,485527
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",2223572,1352054,1352054
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",498128,482816,482816
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Mid-Valley Construction (1997) Limited, Kingston, Nova Scotia","Mid-Valley Construction (1997) Limited, Kingston, Nouvelle-Écosse","Construction Works - Buildings, Greenwood, Nova Scotia","Travaux de construction - Bâtiments, Greenwood, Nouvelle-Écosse",807101,481450,481450
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Modern Niagara Alberta Inc, Acheson, Alberta","Modern Niagara Alberta Inc, Acheson, Alberta","Construction Works - Buildings, Anheson, Alberta","Travaux de construction - Bâtiments, Anheson, Alberta",345371,14423,14423
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Modern Niagara Alberta Inc, Acheson, Alberta","Modern Niagara Alberta Inc, Acheson, Alberta","Construction Works - Buildings, Edmonton, Alberta","Travaux de construction - Bâtiments, Edmonton, Alberta",971817,971817,971817
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Monteith Underground Services Ltd, Fredericton, New Brunswick","Monteith Underground Services Ltd, Fredericton, Nouveau-Brunswick","Construction Works - Buildings, Fredericton, New Brunswick","Travaux de construction - Bâtiments, Fredericton, Nouveau-Brunswick",1465575,774071,774071
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Morningstar Hospitality Services Inc, Port Perry, Ontario","Morningstar Hospitality Services Inc, Port Perry, Ontario","Construction Works - Buildings, Port Perry, Ontario","Travaux de construction - Bâtiments, Port Perry, Ontario",2514927,1563331,1563331
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MCW Consultants Ltd, Toronto, Ontario","MCW Consultants Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Alberta","Travaux de construction - Bâtiments, Toronto, Alberta",290672,10946,42118
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MCW Custom Energy Solutions Ltd, Toronto, Ontario","MCW Custom Energy Solutions Ltd, Toronto, Ontario","Construction Works - Buildings, Toronto, Nova Scotia","Travaux de construction - Bâtiments, Toronto, Nouvelle-Écosse",8055321,2617284,2617284
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MJ Chahley Construction Group Ltd, Nanaimo, British Columbia","MJ Chahley Construction Group Ltd, Nanaimo, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",398000,6840,6840
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MJ Chahley Construction Group Ltd, Nanaimo, British Columbia","MJ Chahley Construction Group Ltd, Nanaimo, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",511476,481757,511476
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MJ K Construction Inc, Mississauga, Ontario","MJ K Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",2496042,2400277,2400277
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MJ K Construction Inc, Mississauga, Ontario","MJ K Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Borden, Ontario","Travaux de construction - Bâtiments, Borden, Ontario",1212570,22085,1212570
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MJ K Construction Inc, Mississauga, Ontario","MJ K Construction Inc, Mississauga, Ontario","Construction Works - Buildings, Mississauga, Ontario","Travaux de construction - Bâtiments, Mississauga, Ontario",885885,0,0
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MNK Mechanical Services Ltd, Brandon, Manitoba","MNK Mechanical Services Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",432539,399400,399400
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MNK Mechanical Services Ltd, Brandon, Manitoba","MNK Mechanical Services Ltd, Brandon, Manitoba","Construction Works - Buildings, Brandon, Manitoba","Travaux de construction - Bâtiments, Brandon, Manitoba",629867,499433,613417
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","MPM Construction Services Ltd, Regina, Saskatchewan","MPM Construction Services Ltd, Regina, Saskatchewan","Construction Works - Buildings, Moose Jaw, Saskatchewan","Travaux de construction - Bâtiments, Moose Jaw, Saskatchewan",388640,65747,388640
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Nails Enterprises (2007) Inc, Cold Lake, Alberta","Nails Enterprises (2007) Inc, Cold Lake, Alberta","Construction Works - Buildings, Cold Lake, Alberta","Travaux de construction - Bâtiments, Cold Lake, Alberta",430271,750,430271
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Nappaq Design and Construction Ltd, Inuvik, Northwest Territories","Nappaq Design and Construction Ltd, Inuvik, Territoires du Nord-Ouest","Construction Works - Buildings, Inuvik, Northwest Territories","Travaux de construction - Bâtiments, Inuvik, Territoires du Nord-Ouest",741125,130782,741125
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Nelson Roofing & Sheet Metal Ltd, Cumberland, British Columbia","Nelson Roofing & Sheet Metal Ltd, Cumberland, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",984104,202455,984104
2021/2022,16,"National Defence","Défense nationale",018,"Department of National Defence","Ministère de la Défense nationale","Nelson Roofing & Sheet Metal Ltd, Cumberland, British Columbia","Nelson Roofing & Sheet Metal Ltd, Cumberland, Colombie-Britannique","Construction Works - Buildings, Comox, British Columbia","Travaux de construction - Bâtiments, Comox, Colombie-Britannique",702383,624109,624109
